 178;,Detroit,=  70.63 ,14,15,71.40( 161),,0,0,|,0   2  |   70.18,185 |   70.67,180 |   71.84
 179;,Washington State,=  70.56 ,8,22,79.19(  33),,0,7,|,0  10  |   70.83,177 |   70.93,176 |   69.46
 180;,Minnesota,=  70.51 ,8,23,77.71(  64),,1,5,|,1   9  |   71.58,164 |   70.81,178 |   67.08
Colleg,e Basketball 2015-2016,Div I,gam,es o,nly    through,ga,mes,of,2016,March 16 Wednesday,, 
 ,, RATING ,W,L,SCHEDL(RANK),VS,top,25,| VS,top 50 |  PREDICTOR, | GOLDEN;_MEA,N  |  RECENT
 , HOME ADVANT,AGE=[  3.31],,,,,,,,[  3.31],[  3.31],[  3.31]
 181;,Western Michigan,=  70.41 ,11,19,72.21( 140),,0,0,|,0   1  |   70.18,186 |   70.08,186 |   71.35
 182;,Tennessee State,=  70.35 ,18,11,67.73( 279),,0,0,|,0   0  |   70.73,178 |   70.10,184 |   69.54
 183;,North Florida(UNF),=  70.33 ,19,12,67.85( 273),,0,1,|,0   4  |   70.95,174 |   71.25,171 |   67.66
 184;,Central Florida(UCF),=  70.31 ,12,18,73.80( 107),,0,1,|,0   4  |   70.64,179 |   70.70,179 |   69.00
 185;,Oral Roberts,=  70.25 ,12,17,73.27( 118),,0,1,|,0   2  |   70.46,181 |   70.43,182 |   69.51
 186;,Furman,=  70.17 ,17,15,68.68( 245),,0,0,|,0   2  |   70.01,187 |   69.42,194 |   71.28
 187;,Georgia State,=  70.11 ,14,14,70.54( 188),,0,0,|,0   0  |   70.35,182 |   70.97,175 |   68.59
 188;,Wagner,=  69.80 ,22,10,63.33( 350),,0,0,|,0   1  |   69.68,192 |   69.43,193 |   70.48
 189;,East Carolina,=  69.72 ,12,20,74.50(  94),,0,2,|,0   7  |   70.29,183 |   69.82,189 |   67.95
 190;,George Mason,=  69.56 ,11,21,74.79(  89),,0,1,|,1   4  |   69.42,195 |   69.73,190 |   69.79
Colleg,e Basketball 2015-2016,Div I,gam,es o,nly    through,ga,mes,of,2016,March 16 Wednesday,, 
 ,, RATING ,W,L,SCHEDL(RANK),VS,top,25,| VS,top 50 |  PREDICTOR, | GOLDEN;_MEA,N  |  RECENT
 , HOME ADVANT,AGE=[  3.31],,,,,,,,[  3.31],[  3.31],[  3.31]
 191;,San Francisco,=  69.55 ,14,15,70.81( 180),,0,2,|,0   6  |   69.33,198 |   70.08,185 |   69.67
 192;,Denver,=  69.51 ,16,15,69.29( 228),,0,0,|,0   0  |   69.11,202 |   69.07,199 |   71.01
 193;,Tennessee Tech,=  69.50 ,17,11,68.91( 238),,0,1,|,0   1  |   69.73,191 |   69.93,187 |   68.42
 194;,Wofford,=  69.45 ,13,17,70.44( 191),,0,1,|,0   2  |   69.39,196 |   69.26,195 |   69.78
 195;,Fairfield,=  69.38 ,19,14,69.38( 224),,0,1,|,0   1  |   69.15,200 |   69.64,192 |   69.77
 196;,Portland,=  69.34 ,11,20,71.72( 154),,0,3,|,1   6  |   69.84,189 |   69.16,196 |   68.07
 197;,Tulane,=  69.20 ,12,22,74.51(  93),,0,3,|,0   6  |   69.59,193 |   68.81,202 |   68.48
 198;,Texas Southern,=  69.14 ,18,15,65.88( 323),,0,1,|,0   3  |   69.43,194 |   68.92,200 |   68.50
 199;,Mercer,=  69.10 ,17,15,68.63( 247),,0,0,|,0   0  |   69.84,188 |   69.67,191 |   66.31
 200;,Eastern Kentucky,=  69.09 ,14,16,68.35( 259),,0,2,|,0   2  |   69.12,201 |   69.15,197 |   68.94
Colleg,e Basketball 2015-2016,Div I,gam,es o,nly    through,ga,mes,of,2016,March 16 Wednesday,, 
 ,, RATING ,W,L,SCHEDL(RANK),VS,top,25,| VS,top 50 |  PREDICTOR, | GOLDEN;_MEA,N  |  RECENT
 , HOME ADVANT,AGE=[  3.31],,,,,,,,[  3.31],[  3.31],[  3.31]
 201;,Charlotte,=  68.98 ,14,19,70.09( 203),,0,1,|,0   3  |   68.76,206 |   68.69,204 |   69.85
 202;,UTEP,=  68.89 ,18,14,67.31( 290),,0,0,|,0   0  |   68.47,211 |   69.14,198 |   69.81
 203;,Eastern Washington,=  68.88 ,16,15,67.07( 296),,0,0,|,0   1  |   69.18,199 |   68.78,203 |   68.10
 204;,Loyola Marymount,=  68.81 ,13,17,72.50( 135),,0,2,|,0   7  |   68.52,210 |   68.63,205 |   69.76
 205;,North Dakota,=  68.72 ,14,16,67.83( 274),,0,0,|,0   1  |   68.98,203 |   68.13,217 |   68.54
 206;,Western Carolina,=  68.70 ,13,18,71.78( 152),,0,0,|,0   3  |   68.08,214 |   68.13,216 |   70.88
 207;,Cal Poly-SLO,=  68.66 ,8,20,73.65( 109),,0,1,|,0   3  |   69.35,197 |   68.82,201 |   66.48
 208;,Saint Peter's,=  68.66 ,14,16,68.52( 250),,0,0,|,0   1  |   68.35,212 |   68.31,214 |   69.79
 209;,Tennessee-Martin,=  68.51 ,18,14,68.18( 261),,0,0,|,0   1  |   67.68,221 |   68.39,211 |   70.78
 210;,St. John's,=  68.38 ,7,24,78.84(  41),,0,5,|,1  15  |   68.60,208 |   68.59,207 |   67.56
Colleg,e Basketball 2015-2016,Div I,gam,es o,nly    through,ga,mes,of,2016,March 16 Wednesday,, 
 ,, RATING ,W,L,SCHEDL(RANK),VS,top,25,| VS,top 50 |  PREDICTOR, | GOLDEN;_MEA,N  |  RECENT
 , HOME ADVANT,AGE=[  3.31],,,,,,,,[  3.31],[  3.31],[  3.31]
 211;,Saint Louis,=  68.28 ,11,21,74.00( 103),,0,2,|,0   7  |   67.88,217 |   68.36,213 |   69.27
 212;,Boston College,=  68.23 ,7,25,79.28(  30),,0,7,|,0  15  |   68.78,204 |   68.40,210 |   66.48
 213;,Rider,=  68.16 ,13,20,69.33( 225),,0,1,|,0   2  |   68.55,209 |   67.98,218 |   67.24
 214;,Navy,=  68.16 ,18,14,66.70( 303),,0,1,|,0   2  |   68.77,205 |   68.61,206 |   65.89
 215;,Boston U.,=  68.15 ,18,14,67.51( 286),,0,1,|,0   1  |   67.89,216 |   68.38,212 |   68.63
 216;,Pacific,=  68.14 ,6,20,73.83( 105),,0,3,|,1   6  |   68.68,207 |   67.64,226 |   67.07
 217;,NJIT(New Jersey Tech),=  68.10 ,17,14,67.24( 291),,0,1,|,0   2  |   68.35,213 |   68.49,208 |   67.03
 218;,Missouri State,=  68.10 ,12,19,73.74( 108),,0,2,|,0   3  |   67.91,215 |   68.28,215 |   68.46
 219;,Idaho,=  68.09 ,19,13,67.20( 293),,0,0,|,0   1  |   67.71,220 |   68.49,209 |   68.77
 220;,Texas State,=  67.77 ,13,16,69.15( 232),,0,0,|,0   0  |   67.78,219 |   67.26,229 |   68.21
Colleg,e Basketball 2015-2016,Div I,gam,es o,nly    through,ga,mes,of,2016,March 16 Wednesday,, 
 ,, RATING ,W,L,SCHEDL(RANK),VS,top,25,| VS,top 50 |  PREDICTOR, | GOLDEN;_MEA,N  |  RECENT
 , HOME ADVANT,AGE=[  3.31],,,,,,,,[  3.31],[  3.31],[  3.31]
 221;,Austin Peay,=  67.72 ,16,17,69.02( 235),,0,1,|,0   2  |   66.75,236 |   66.97,235 |   70.82
 222;,South Florida,=  67.65 ,8,25,75.56(  81),,0,3,|,0   8  |   67.37,228 |   67.18,233 |   68.82
 223;,Santa Clara,=  67.65 ,10,20,73.15( 121),,0,3,|,0   8  |   67.34,229 |   67.64,225 |   68.46
 224;,Sam Houston State,=  67.64 ,15,15,66.28( 314),,0,1,|,0   3  |   67.63,222 |   67.69,223 |   67.61
 225;,Canisius,=  67.60 ,14,19,69.71( 214),,0,0,|,0   0  |   67.83,218 |   67.91,220 |   66.68
 226;,IUPUI,=  67.57 ,12,19,73.08( 123),,0,1,|,0   3  |   67.17,231 |   67.71,222 |   68.53
 227;,South Dakota,=  67.57 ,12,18,72.06( 141),,0,0,|,0   0  |   67.55,225 |   67.96,219 |   67.25
 228;,New Hampshire,=  67.54 ,18,12,66.60( 309),,0,1,|,0   2  |   66.36,241 |   67.36,227 |   70.66
 229;,Georgia Southern,=  67.39 ,12,17,69.54( 220),,0,1,|,0   1  |   67.43,227 |   66.94,236 |   67.68
 230;,Dartmouth,=  67.33 ,9,18,69.70( 215),,0,0,|,0   1  |   67.62,223 |   66.74,239 |   67.02
Colleg,e Basketball 2015-2016,Div I,gam,es o,nly    through,ga,mes,of,2016,March 16 Wednesday,, 
 ,, RATING ,W,L,SCHEDL(RANK),VS,top,25,| VS,top 50 |  PREDICTOR, | GOLDEN;_MEA,N  |  RECENT
 , HOME ADVANT,AGE=[  3.31],,,,,,,,[  3.31],[  3.31],[  3.31]
 231;,Miami-Ohio,=  67.27 ,12,20,71.62( 156),,0,1,|,0   2  |   66.25,248 |   66.89,238 |   70.15
 232;,Bowling Green,=  67.24 ,14,18,71.12( 168),,0,0,|,0   1  |   66.92,235 |   67.83,221 |   67.55
 233;,Radford,=  67.17 ,14,15,69.22( 231),,0,0,|,0   1  |   67.48,226 |   67.66,224 |   65.79
 234;,UC Riverside,=  67.13 ,12,19,69.88( 208),,0,0,|,0   0  |   67.24,230 |   67.20,231 |   66.77
 235;,NC Greensboro,=  67.10 ,12,18,69.30( 227),,0,1,|,0   1  |   66.75,237 |   66.30,247 |   68.70
 236;,Hampton,=  66.98 ,20,10,63.81( 345),,0,1,|,0   1  |   65.69,256 |   67.33,228 |   69.89
 237;,Fla. International,=  66.79 ,11,19,68.14( 262),,0,0,|,0   0  |   67.56,224 |   66.48,241 |   64.79
 238;,Gardner-Webb,=  66.70 ,14,16,68.45( 253),,0,1,|,0   2  |   66.30,247 |   66.93,237 |   67.56
 239;,Air Force,=  66.64 ,12,18,72.68( 132),,0,0,|,0   1  |   66.36,242 |   67.18,232 |   66.92
 240;,UC Davis,=  66.62 ,9,19,70.94( 174),,0,0,|,0   1  |   66.97,233 |   66.26,248 |   65.95
Colleg,e Basketball 2015-2016,Div I,gam,es o,nly    through,ga,mes,of,2016,March 16 Wednesday,, 
 ,, RATING ,W,L,SCHEDL(RANK),VS,top,25,| VS,top 50 |  PREDICTOR, | GOLDEN;_MEA,N  |  RECENT
 , HOME ADVANT,AGE=[  3.31],,,,,,,,[  3.31],[  3.31],[  3.31]
 241;,Army,=  66.58 ,18,14,65.98( 319),,0,0,|,0   0  |   66.94,234 |   67.24,230 |   64.88
 242;,Manhattan,=  66.54 ,13,18,69.76( 212),,0,0,|,0   1  |   66.03,251 |   66.98,234 |   67.48
 243;,Norfolk State,=  66.43 ,15,17,66.68( 305),,0,0,|,0   2  |   66.32,244 |   66.34,245 |   66.80
 244;,Pennsylvania,=  66.40 ,10,17,70.41( 194),,0,1,|,0   2  |   66.66,238 |   66.33,246 |   65.71
 245;,Samford,=  66.35 ,12,19,68.38( 257),,0,1,|,0   2  |   66.98,232 |   66.37,244 |   64.42
 246;,La Salle,=  66.32 ,8,22,75.38(  84),,0,2,|,1   6  |   64.96,263 |   66.55,240 |   69.44
 247;,Southern U.,=  66.29 ,19,13,64.33( 341),,0,0,|,0   0  |   66.31,246 |   66.44,242 |   66.09
 248;,Western Illinois,=  66.17 ,7,17,71.53( 157),,0,1,|,1   2  |   66.63,239 |   65.42,256 |   65.53
 249;,CS Northridge,=  66.09 ,8,20,72.06( 142),,0,0,|,0   1  |   66.32,245 |   66.05,250 |   65.47
 250;,Drexel,=  66.07 ,6,24,73.82( 106),,0,0,|,0   2  |   66.15,249 |   65.63,251 |   66.23
Colleg,e Basketball 2015-2016,Div I,gam,es o,nly    through,ga,mes,of,2016,March 16 Wednesday,, 
 ,, RATING ,W,L,SCHEDL(RANK),VS,top,25,| VS,top 50 |  PREDICTOR, | GOLDEN;_MEA,N  |  RECENT
 , HOME ADVANT,AGE=[  3.31],,,,,,,,[  3.31],[  3.31],[  3.31]
 251;,Incarnate Word,=  66.04 ,14,11,66.42( 312),,0,2,|,0   3  |   65.10,261 |   66.42,243 |   68.09
 252;,Kansas City(UMKC),=  65.82 ,9,19,70.67( 184),,0,2,|,0   2  |   66.49,240 |   65.62,252 |   64.01
 253;,Colgate,=  65.78 ,12,17,68.09( 265),,0,0,|,0   1  |   65.87,254 |   66.23,249 |   65.09
 254;,Drake,=  65.71 ,6,24,72.35( 138),,0,3,|,0   3  |   66.34,243 |   65.52,253 |   63.99
 255;,Montana State,=  65.64 ,13,17,67.68( 282),,0,0,|,0   1  |   66.11,250 |   65.25,257 |   64.64
 256;,San Jose State,=  65.61 ,6,22,72.96( 128),,0,0,|,0   2  |   65.92,252 |   64.92,265 |   65.36
 257;,South Alabama,=  65.47 ,12,19,70.84( 177),,0,0,|,0   0  |   64.94,264 |   65.51,254 |   66.83
 258;,Portland State,=  65.42 ,11,18,67.43( 287),,0,0,|,0   0  |   65.23,260 |   64.99,263 |   66.31
 259;,Northern Kentucky,=  65.26 ,7,21,71.85( 148),,0,2,|,0   3  |   65.87,253 |   64.96,264 |   63.68
 260;,Jackson State,=  65.24 ,18,15,63.65( 347),,0,2,|,0   2  |   65.40,259 |   64.87,266 |   65.14
Colleg,e Basketball 2015-2016,Div I,gam,es o,nly    through,ga,mes,of,2016,March 16 Wednesday,, 
 ,, RATING ,W,L,SCHEDL(RANK),VS,top,25,| VS,top 50 |  PREDICTOR, | GOLDEN;_MEA,N  |  RECENT
 , HOME ADVANT,AGE=[  3.31],,,,,,,,[  3.31],[  3.31],[  3.31]
 261;,Appalachian State,=  65.17 ,9,22,71.04( 172),,0,1,|,0   2  |   64.91,265 |   65.01,261 |   66.00
 262;,Arkansas State,=  65.13 ,9,20,70.25( 200),,0,2,|,0   2  |   65.82,255 |   65.45,255 |   62.60
 263;,Holy Cross,=  65.05 ,15,19,67.21( 292),,0,1,|,0   1  |   63.83,275 |   64.35,270 |   68.48
 264;,CS Fullerton,=  64.98 ,8,20,71.92( 145),,0,0,|,0   0  |   65.67,257 |   65.00,262 |   62.77
 265;,San Diego,=  64.91 ,8,21,72.44( 136),,0,2,|,1   7  |   64.19,269 |   65.23,258 |   66.46
 266;,Mount St. Mary's,=  64.88 ,14,19,65.90( 322),,0,2,|,0   2  |   65.01,262 |   65.16,259 |   64.23
 267;,Rutgers,=  64.73 ,6,25,78.13(  57),,0,6,|,0  10  |   64.29,268 |   65.08,260 |   65.56
 268;,Eastern Illinois,=  64.68 ,11,17,68.86( 241),,0,1,|,0   1  |   64.54,266 |   64.87,267 |   64.88
 269;,Brown,=  64.59 ,7,20,70.03( 204),,0,1,|,0   2  |   65.43,258 |   64.28,272 |   62.20
 270;,Kennesaw State,=  64.42 ,9,20,70.25( 199),,0,3,|,0   3  |   63.97,272 |   63.50,284 |   66.29
Colleg,e Basketball 2015-2016,Div I,gam,es o,nly    through,ga,mes,of,2016,March 16 Wednesday,, 
 ,, RATING ,W,L,SCHEDL(RANK),VS,top,25,| VS,top 50 |  PREDICTOR, | GOLDEN;_MEA,N  |  RECENT
 , HOME ADVANT,AGE=[  3.31],,,,,,,,[  3.31],[  3.31],[  3.31]
 271;,Rice,=  64.37 ,10,20,69.57( 217),,0,0,|,0   1  |   64.05,270 |   64.48,269 |   65.09
 272;,Sacramento State,=  64.34 ,12,17,67.74( 278),,0,0,|,0   0  |   64.54,267 |   64.56,268 |   63.53
 273;,SC State,=  64.32 ,17,15,65.57( 327),,0,0,|,0   0  |   63.90,273 |   64.07,273 |   65.59
 274;,Fairleigh Dickinson,=  64.01 ,17,15,65.22( 330),,0,1,|,0   1  |   63.27,285 |   64.03,275 |   65.82
 275;,Seattle,=  63.84 ,13,16,66.79( 301),,0,0,|,0   1  |   63.04,287 |   63.53,283 |   66.03
 276;,Cornell,=  63.80 ,9,18,71.79( 151),,0,0,|,0   2  |   63.76,276 |   64.30,271 |   63.41
 277;,Idaho State,=  63.77 ,14,15,66.64( 306),,0,1,|,0   1  |   63.73,278 |   63.56,282 |   64.09
 278;,Lipscomb,=  63.75 ,10,21,68.88( 240),,0,0,|,0   1  |   64.05,271 |   63.69,281 |   62.95
 279;,Delaware,=  63.75 ,7,23,73.37( 117),,0,1,|,0   1  |   63.88,274 |   64.05,274 |   63.08
 280;,St. Francis-NY,=  63.70 ,14,17,64.76( 335),,0,1,|,0   1  |   63.25,286 |   63.77,279 |   64.81
Colleg,e Basketball 2015-2016,Div I,gam,es o,nly    through,ga,mes,of,2016,March 16 Wednesday,, 
 ,, RATING ,W,L,SCHEDL(RANK),VS,top,25,| VS,top 50 |  PREDICTOR, | GOLDEN;_MEA,N  |  RECENT
 , HOME ADVANT,AGE=[  3.31],,,,,,,,[  3.31],[  3.31],[  3.31]
 281;,Jacksonville,=  63.68 ,12,16,66.85( 299),,0,0,|,0   2  |   63.76,277 |   63.87,276 |   63.30
 282;,Cleveland State,=  63.56 ,7,23,72.63( 133),,0,1,|,0   1  |   63.55,279 |   63.82,277 |   63.33
 283;,Houston Baptist,=  63.50 ,13,17,67.96( 269),,0,0,|,0   1  |   63.28,284 |   63.75,280 |   63.83
 284;,Long Island U.(LIU),=  63.38 ,16,15,63.65( 346),,0,0,|,0   0  |   62.97,288 |   63.29,286 |   64.51
 285;,North Texas,=  63.35 ,10,20,68.78( 242),,0,0,|,0   1  |   62.91,289 |   63.44,285 |   64.39
 286;,Youngstown State,=  63.27 ,9,21,71.74( 153),,0,1,|,0   3  |   62.54,292 |   63.82,278 |   64.63
 287;,Utah Valley,=  63.19 ,9,18,69.01( 236),,0,1,|,0   3  |   63.29,283 |   63.01,288 |   63.09
 288;,Quinnipiac,=  63.13 ,9,21,68.40( 255),,0,0,|,0   0  |   63.48,281 |   63.19,287 |   62.00
 289;,Stetson,=  63.08 ,8,22,68.44( 254),,0,1,|,0   1  |   62.44,293 |   62.08,294 |   65.37
 290;,Troy,=  63.03 ,7,22,70.42( 192),,0,0,|,0   1  |   63.53,280 |   62.82,290 |   61.70
Colleg,e Basketball 2015-2016,Div I,gam,es o,nly    through,ga,mes,of,2016,March 16 Wednesday,, 
 ,, RATING ,W,L,SCHEDL(RANK),VS,top,25,| VS,top 50 |  PREDICTOR, | GOLDEN;_MEA,N  |  RECENT
 , HOME ADVANT,AGE=[  3.31],,,,,,,,[  3.31],[  3.31],[  3.31]
 291;,Loyola-Maryland,=  62.96 ,9,21,68.36( 258),,0,1,|,0   1  |   63.46,282 |   63.01,289 |   61.36
 292;,American U.,=  62.73 ,12,19,68.51( 251),,0,0,|,0   1  |   60.78,310 |   62.64,291 |   66.79
 293;,Liberty,=  62.56 ,10,19,68.97( 237),,0,0,|,0   2  |   62.19,296 |   61.86,297 |   64.07
 294;,Florida Atlantic,=  62.53 ,7,24,71.10( 170),,0,1,|,0   2  |   62.80,290 |   62.45,292 |   61.82
 295;,Sacred Heart,=  62.11 ,12,18,65.21( 331),,0,0,|,0   1  |   62.10,297 |   62.08,295 |   62.16
 296;,Longwood,=  62.07 ,7,23,68.11( 263),,0,0,|,0   0  |   62.05,300 |   61.41,303 |   62.67
 297;,Marist,=  62.03 ,7,23,68.78( 243),,0,0,|,0   0  |   62.04,301 |   61.84,299 |   62.19
 298;,Jacksonville State,=  62.02 ,6,23,69.08( 234),,0,0,|,0   0  |   62.55,291 |   61.38,304 |   61.02
 299;,Alabama State,=  61.88 ,12,17,64.73( 336),,0,0,|,0   0  |   61.42,307 |   61.79,300 |   63.11
 300;,Saint Francis-Pa.,=  61.82 ,12,17,64.96( 334),,0,1,|,0   2  |   62.06,299 |   62.23,293 |   60.67
Colleg,e Basketball 2015-2016,Div I,gam,es o,nly    through,ga,mes,of,2016,March 16 Wednesday,, 
 ,, RATING ,W,L,SCHEDL(RANK),VS,top,25,| VS,top 50 |  PREDICTOR, | GOLDEN;_MEA,N  |  RECENT
 , HOME ADVANT,AGE=[  3.31],,,,,,,,[  3.31],[  3.31],[  3.31]
 301;,Southern Miss,=  61.81 ,7,20,69.12( 233),,0,0,|,0   0  |   62.08,298 |   61.91,296 |   60.91
 302;,Robert Morris,=  61.67 ,10,22,66.69( 304),,0,0,|,0   1  |   61.44,306 |   61.45,302 |   62.47
 303;,NC Central,=  61.65 ,10,19,63.54( 348),,0,0,|,0   0  |   61.60,305 |   61.85,298 |   61.60
 304;,Charleston Southern,=  61.55 ,6,21,69.99( 206),,0,1,|,0   2  |   62.22,295 |   61.59,301 |   59.29
 305;,Niagara,=  61.51 ,7,25,69.55( 219),,0,0,|,0   1  |   62.28,294 |   61.10,307 |   59.38
 306;,Campbell,=  61.42 ,9,18,66.12( 316),,0,0,|,0   0  |   61.68,303 |   61.33,305 |   60.76
 307;,SIU-Edwardsville,=  61.23 ,6,22,69.64( 216),,0,0,|,0   2  |   61.79,302 |   60.97,308 |   59.74
 308;,Northern Colorado,=  61.21 ,8,21,68.03( 267),,0,1,|,0   1  |   61.06,308 |   61.14,306 |   61.67
 309;,Morgan State,=  61.19 ,8,22,65.50( 328),,0,1,|,0   2  |   61.67,304 |   60.23,311 |   60.61
 310;,UMass Lowell,=  61.02 ,10,18,67.68( 283),,0,0,|,0   2  |   60.60,312 |   60.67,309 |   62.36
Colleg,e Basketball 2015-2016,Div I,gam,es o,nly    through,ga,mes,of,2016,March 16 Wednesday,, 
 ,, RATING ,W,L,SCHEDL(RANK),VS,top,25,| VS,top 50 |  PREDICTOR, | GOLDEN;_MEA,N  |  RECENT
 , HOME ADVANT,AGE=[  3.31],,,,,,,,[  3.31],[  3.31],[  3.31]
 311;,SE Louisiana,=  60.66 ,10,21,65.00( 333),,0,1,|,0   3  |   60.63,311 |   60.08,314 |   61.24
 312;,VMI,=  60.42 ,6,21,69.79( 210),,0,0,|,0   1  |   60.12,317 |   60.32,310 |   61.29
 313;,Hartford,=  60.41 ,9,23,67.68( 281),,0,1,|,0   2  |   59.69,320 |   59.94,317 |   62.43
 314;,Bethune-Cookman,=  60.26 ,12,18,64.69( 337),,0,1,|,0   1  |   60.15,316 |   60.09,313 |   60.72
 315;,Binghamton-NY,=  60.23 ,8,22,67.06( 297),,0,1,|,0   1  |   59.88,318 |   60.02,316 |   61.30
 316;,Md.-Eastern Shore(UME,S) =  60.17 ,9,22,66.44( 311),,0,2,|,0   4  |   60.16,315 |   60.15,312 |   60.22
 317;,Bradley,=  60.17 ,4,27,74.65(  91),,0,4,|,0   5  |   60.43,313 |   60.05,315 |   59.52
 318;,Alabama A&M;,=  60.14 ,1,0  1,8   63.40( 349,),0,,0  |,0   0  |   60.81,309 |   59.84,319 |   58.24
 319;,New Orleans,=  59.79 ,7,20,65.76( 325),,0,0,|,0   0  |   60.42,314 |   59.60,322 |   57.88
 320;,Abilene Christian,=  59.57 ,9,18,65.86( 324),,0,0,|,0   0  |   59.66,321 |   59.09,328 |   59.74
Colleg,e Basketball 2015-2016,Div I,gam,es o,nly    through,ga,mes,of,2016,March 16 Wednesday,, 
 ,, RATING ,W,L,SCHEDL(RANK),VS,top,25,| VS,top 50 |  PREDICTOR, | GOLDEN;_MEA,N  |  RECENT
 , HOME ADVANT,AGE=[  3.31],,,,,,,,[  3.31],[  3.31],[  3.31]
 321;,Lafayette,=  59.57 ,6,24,67.86( 272),,0,0,|,0   1  |   59.83,319 |   59.85,318 |   58.47
 322;,USC Upstate,=  59.53 ,7,21,67.80( 276),,0,1,|,0   1  |   59.47,324 |   59.62,321 |   59.60
 323;,Presbyterian College,=  59.38 ,8,20,67.67( 284),,0,0,|,0   0  |   59.45,325 |   59.24,327 |   59.32
 324;,Alcorn State,=  59.33 ,13,15,63.89( 343),,0,1,|,0   1  |   58.14,334 |   59.33,326 |   61.83
 325;,Savannah State,=  59.31 ,14,16,63.82( 344),,0,3,|,0   3  |   58.20,333 |   59.45,324 |   61.58
 326;,Northwestern State,=  59.29 ,5,19,66.64( 307),,0,2,|,0   2  |   59.20,326 |   59.50,323 |   59.33
 327;,Lamar,=  59.17 ,7,19,64.41( 340),,0,0,|,0   0  |   59.58,322 |   59.63,320 |   57.28
 328;,Howard,=  58.99 ,10,20,64.55( 338),,0,1,|,0   1  |   59.50,323 |   59.41,325 |   56.72
 329;,McNeese State,=  58.79 ,7,19,65.45( 329),,0,2,|,0   2  |   59.18,327 |   58.48,331 |   57.87
 330;,Illinois-Chicago,=  58.65 ,3,25,71.42( 160),,0,0,|,0   0  |   58.33,331 |   58.48,330 |   59.58
Colleg,e Basketball 2015-2016,Div I,gam,es o,nly    through,ga,mes,of,2016,March 16 Wednesday,, 
 ,, RATING ,W,L,SCHEDL(RANK),VS,top,25,| VS,top 50 |  PREDICTOR, | GOLDEN;_MEA,N  |  RECENT
 , HOME ADVANT,AGE=[  3.31],,,,,,,,[  3.31],[  3.31],[  3.31]
 331;,UMBC,=  58.51 ,7,25,67.16( 294),,0,0,|,0   0  |   58.97,328 |   58.40,332 |   57.13
 332;,Coppin State,=  58.45 ,7,22,66.54( 310),,0,2,|,0   4  |   58.41,330 |   57.92,334 |   59.02
 333;,Nicholls State,=  58.40 ,8,23,67.82( 275),,0,1,|,0   3  |   57.68,336 |   57.70,337 |   60.50
 334;,Central Arkansas,=  58.39 ,7,21,65.92( 320),,0,1,|,0   2  |   58.89,329 |   58.08,333 |   57.10
 335;,The Citadel,=  58.36 ,7,22,68.40( 256),,0,0,|,0   1  |   58.28,332 |   58.66,329 |   58.27
 336;,SE Missouri State(SEM,O) =  57.62 ,3,24,69.47( 221),,0,0,|,0   1  |   57.77,335 |   57.76,336 |   57.04
 337;,NC A&T;,=  57.35 ,1,0  2,1   63.91( 342,),0,,1  |,0   2  |   57.15,338 |   57.83,335 |   57.42
 338;,UTSA,=  57.28 ,4,26,68.89( 239),,0,0,|,0   2  |   57.45,337 |   57.31,339 |   56.73
 339;,Prairie View A&M;,=  57.24 ,,7  2,4   66.33( 313,),0,,1  |,0   3  |   56.72,341 |   56.84,342 |   58.76
 340;,Maine,=  57.02 ,8,22,67.31( 289),,0,0,|,0   1  |   57.01,339 |   57.35,338 |   56.74
Colleg,e Basketball 2015-2016,Div I,gam,es o,nly    through,ga,mes,of,2016,March 16 Wednesday,, 
 ,, RATING ,W,L,SCHEDL(RANK),VS,top,25,| VS,top 50 |  PREDICTOR, | GOLDEN;_MEA,N  |  RECENT
 , HOME ADVANT,AGE=[  3.31],,,,,,,,[  3.31],[  3.31],[  3.31]
 341;,Southern Utah,=  56.84 ,4,24,68.67( 246),,0,1,|,0   3  |   56.77,340 |   56.99,340 |   56.88
 342;,Bryant,=  56.36 ,7,23,66.62( 308),,0,1,|,0   3  |   56.42,342 |   56.90,341 |   55.59
 343;,UTRGV,=  56.35 ,5,22,68.71( 244),,0,1,|,0   1  |   55.79,344 |   56.23,344 |   57.72
 344;,Northern Arizona,=  56.34 ,3,25,70.01( 205),,0,2,|,0   2  |   56.13,343 |   56.70,343 |   56.54
 345;,MVSU(Miss. Valley St.,)  =  55.23 ,8,27,65.91( 321),,0,0,|,0   1  |   54.95,347 |   54.95,346 |   56.16
 346;,Ark.-Pine Bluff,=  55.08 ,8,25,67.65( 285),,0,2,|,0   4  |   54.97,346 |   55.25,345 |   55.22
 347;,Chicago State,=  54.84 ,1,28,71.80( 150),,0,1,|,0   1  |   55.63,345 |   54.48,347 |   52.14
 348;,Delaware State,=  53.92 ,5,25,66.16( 315),,0,1,|,0   2  |   53.49,349 |   53.88,348 |   54.97
 349;,Grambling State,=  53.51 ,4,24,65.01( 332),,0,0,|,0   0  |   54.22,348 |   52.79,349 |   51.66
 350;,Central Connecticut S,t. =  52.99 ,4,25,64.42( 339),,0,0,|,0   1  |   52.57,351 |   52.68,350 |   54.21
Colleg,e Basketball 2015-2016,Div I,gam,es o,nly    through,ga,mes,of,2016,March 16 Wednesday,, 
 ,, RATING ,W,L,SCHEDL(RANK),VS,top,25,| VS,top 50 |  PREDICTOR, | GOLDEN;_MEA,N  |  RECENT
