 191,Lipscomb,=  70.36 ,16,13,68.00( 272),,0,1,|,,0   2,| ,69.47  201 | ,70.94,179
 192,Bowling Green,=  70.32 ,13,16,73.03( 150),,0,2,|,,0   2,| ,71.80  171 | ,68.52,213
 193,Quinnipiac,=  70.15 ,23,10,63.38( 338),,0,0,|,,0   2,| ,69.63  200 | ,70.37,188
 194,Citadel,=  70.12 ,14,16,70.79( 204),,0,3,|,,0   3,| ,69.86  199 | ,70.1,192
 195,Montana State,=  70.12 ,13,14,70.90( 198),,0,0,|,,0   0,| ,70.62  188 | ,69.32,200
 196,Texas A&M-CorpusC,hristi =  70.04 ,14,15,69.72( 234),,0,1,|,,0   3,| ,68.41  213 | ,71.34,171
 197,Lehigh,=  69.97 ,22,11,64.61( 328),,0,2,|,,0   3,| ,69.24  206 | ,70.42,187
 198,Loyola-Chicago,=  69.91 ,12,16,73.26( 145),,0,3,|,,0   3,| ,70.90  185 | ,68.62,210
 199,Eastern Illinois,=  69.83 ,17,12,68.51( 259),,0,0,|,,0   0,| ,70.93  182 | ,68.41,214
 200,Texas-San Antonio,=  69.82 ,16,11,67.36( 285),,0,0,|,,0   1,| ,69.34  205 | ,70.01,194
FINAL,College Basketball,2009-2010    Div I,ga,mes,only    through,ga,mes,of,2,10,April,5 Mo,nday - NCAA Champ,ionship,Game
HOME,ADVANTAGE=  3.78,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 201,CS Fullerton,=  69.75 ,14,15,70.55( 212),,0,0,|,,0   2,| ,70.62  187 | ,68.58,211
 202,San Francisco,=  69.69 ,10,18,74.81( 106),,0,1,|,,1   5,| ,70.52  191 | ,68.56,212
 203,Maine,=  69.63 ,18,11,67.54( 281),,0,1,|,,0   1,| ,70.90  184 | ,68.04,218
 204,Canisius,=  69.58 ,15,17,70.72( 207),,0,0,|,,0   0,| ,69.99  198 | ,68.89,205
 205,Portland State,=  69.25 ,11,19,72.53( 158),,0,0,|,,0   2,| ,68.73  209 | ,69.48,198
 206,Arkansas State,=  69.14 ,15,14,68.61( 257),,0,0,|,,0   2,| ,68.88  208 | ,69.12,202
 207,San Diego,=  69.09 ,10,21,74.33( 117),,0,0,|,,0   6,| ,69.02  207 | ,68.87,206
 208,SE Louisiana,=  69.08 ,15,12,67.04( 293),,0,0,|,,0   0,| ,68.13  215 | ,69.72,197
 209,Ball State,=  69.01 ,14,15,70.67( 209),,0,4,|,,0   4,| ,70.46  193 | ,67.21,224
 210,Mount St. Mary's,=  68.97 ,16,15,66.91( 296),,0,1,|,,0   3,| ,67.04  232 | ,70.51,186
FINAL,College Basketball,2009-2010    Div I,ga,mes,only    through,ga,mes,of,2,10,April,5 Mo,nday - NCAA Champ,ionship,Game
HOME,ADVANTAGE=  3.78,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 211,Mercer,=  68.68 ,14,17,70.27( 221),,0,0,|,,0   3,| ,68.34  214 | ,68.73,207
 212,Radford,=  68.59 ,17,12,65.98( 311),,0,2,|,,0   2,| ,69.42  203 | ,67.46,221
 213,Georgia State,=  68.47 ,11,20,71.80( 174),,0,0,|,,0   3,| ,67.44  228 | ,69.2,201
 214,Florida Atlantic,=  68.38 ,12,16,69.95( 227),,0,1,|,,0   1,| ,67.45  227 | ,68.99,204
 215,Loyola-Maryland,=  68.35 ,13,17,70.00( 226),,0,1,|,,0   1,| ,67.73  223 | ,68.69,209
 216,NC Wilmington,=  68.22 ,9,22,74.23( 122),,0,0,|,,0   3,| ,67.80  221 | ,68.36,215
 217,Northern Arizona,=  68.21 ,12,14,71.26( 192),,0,0,|,,0   2,| ,70.07  197 | ,65.92,239
 218,Manhattan,=  68.10 ,11,20,71.42( 188),,0,0,|,,0   1,| ,66.83  234 | ,69.03,203
 219,Evansville,=  68.08 ,8,21,74.77( 107),,1,2,|,,1   2,| ,67.69  224 | ,68.19,216
 220,James Madison,=  68.08 ,13,20,71.60( 180),,0,1,|,,0   3,| ,67.99  219 | ,67.89,219
FINAL,College Basketball,2009-2010    Div I,ga,mes,only    through,ga,mes,of,2,10,April,5 Mo,nday - NCAA Champ,ionship,Game
HOME,ADVANTAGE=  3.78,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 221,Ark.-Pine Bluff,=  67.90 ,18,16,66.32( 303),,0,3,|,,0   6,| ,68.10  216 | ,67.42,222
 222,Louisiana-Lafayet,te     =  67.74 ,12,16,68.77( 254),,0,0,|,,0   0,| ,66.40  238 | ,68.72,208
 223,UC Davis,=  67.67 ,12,18,70.75( 205),,0,0,|,,0   0,| ,68.69  210 | ,66.31,233
 224,Winthrop,=  67.50 ,17,14,67.09( 292),,0,0,|,,0   1,| ,68.60  212 | ,66.05,237
 225,UC Riverside,=  67.45 ,10,17,70.81( 202),,0,0,|,,0   2,| ,67.58  225 | ,67.04,225
 226,South Dakota Stat,e      =  67.44 ,12,16,68.83( 252),,0,1,|,,0   2,| ,66.85  233 | ,67.73,220
 227,CS Northridge,=  67.41 ,11,21,71.46( 187),,0,1,|,,0   2,| ,67.54  226 | ,67,226
 228,South Alabama,=  67.35 ,15,15,69.09( 247),,0,0,|,,0   0,| ,68.66  211 | ,65.67,244
 229,IPFW,=  67.02 ,14,15,68.10( 269),,0,2,|,,0   3,| ,67.73  222 | ,66,238
 230,South Dakota,=  66.92 ,18,10,62.77( 343),,0,1,|,,0   3,| ,67.89  220 | ,65.62,246
FINAL,College Basketball,2009-2010    Div I,ga,mes,only    through,ga,mes,of,2,10,April,5 Mo,nday - NCAA Champ,ionship,Game
HOME,ADVANTAGE=  3.78,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 231,Cal Poly-SLO,=  66.77 ,12,19,70.83( 201),,0,1,|,,0   2,| ,68.05  218 | ,65.1,252
 232,Hawaii,=  66.72 ,9,20,72.58( 157),,0,1,|,,0   6,| ,66.65  236 | ,66.5,230
 233,Santa Clara,=  66.58 ,9,21,72.96( 151),,0,0,|,,0   6,| ,67.11  230 | ,65.76,242
 234,Tennessee Tech,=  66.58 ,13,17,70.54( 213),,0,1,|,,0   2,| ,68.09  217 | ,64.63,258
 235,East Carolina,=  66.51 ,7,21,75.57(  84),,0,2,|,,0   5,| ,65.97  242 | ,66.76,228
 236,Chattanooga,=  66.48 ,13,18,69.92( 229),,0,1,|,,0   3,| ,67.40  229 | ,65.22,251
 237,Wyoming,=  66.46 ,8,21,74.03( 125),,0,4,|,,1   9,| ,65.96  243 | ,66.66,229
 238,Tulane,=  66.37 ,8,22,72.83( 155),,0,1,|,,0   2,| ,64.05  265 | ,68.12,217
 239,Furman,=  66.24 ,11,17,68.80( 253),,0,0,|,,0   1,| ,65.69  248 | ,66.48,231
 240,UC Irvine,=  66.21 ,12,18,69.35( 239),,0,1,|,,0   1,| ,67.05  231 | ,65.04,253
FINAL,College Basketball,2009-2010    Div I,ga,mes,only    through,ga,mes,of,2,10,April,5 Mo,nday - NCAA Champ,ionship,Game
HOME,ADVANTAGE=  3.78,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 241,Youngstown State,=  66.18 ,6,22,73.96( 126),,0,3,|,,0   4,| ,64.74  257 | ,67.23,223
 242,Illinois-Chicago,=  66.12 ,7,22,74.40( 115),,0,3,|,,0   3,| ,66.40  239 | ,65.56,247
 243,Texas State,=  66.12 ,11,16,69.30( 242),,0,1,|,,0   1,| ,65.68  249 | ,66.26,235
 244,Samford,=  66.00 ,8,20,72.06( 166),,0,1,|,,0   1,| ,65.31  253 | ,66.37,232
 245,Northern Illinois,=  65.97 ,10,20,71.30( 190),,0,2,|,,0   3,| ,65.87  245 | ,65.79,241
 246,Lafayette,=  65.85 ,19,13,63.98( 332),,0,1,|,,0   1,| ,65.78  246 | ,65.63,245
 247,Air Force,=  65.84 ,8,21,74.23( 121),,0,2,|,,0  10,| ,65.59  250 | ,65.8,240
 248,Towson,=  65.75 ,10,21,72.06( 167),,0,1,|,,0   4,| ,66.48  237 | ,64.69,256
 249,North Florida(UNF,)      =  65.64 ,12,18,70.42( 215),,0,0,|,,0   2,| ,66.80  235 | ,64.09,263
 250,NC Greensboro,=  65.56 ,8,23,73.40( 140),,0,2,|,,0   6,| ,65.55  251 | ,65.28,250
FINAL,College Basketball,2009-2010    Div I,ga,mes,only    through,ga,mes,of,2,10,April,5 Mo,nday - NCAA Champ,ionship,Game
HOME,ADVANTAGE=  3.78,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 251,Hampton,=  65.50 ,14,18,65.51( 317),,0,0,|,,0   0,| ,63.70  269 | ,66.82,227
 252,SC State,=  65.39 ,15,14,65.29( 320),,0,0,|,,0   1,| ,65.95  244 | ,64.53,259
 253,Delaware State,=  65.14 ,14,12,64.96( 325),,0,1,|,,0   1,| ,66.00  241 | ,63.92,265
 254,North Dakota Stat,e      =  65.13 ,9,18,69.14( 246),,0,0,|,,0   0,| ,64.40  261 | ,65.55,248
 255,Texas-Arlington,=  65.13 ,12,14,66.12( 307),,0,2,|,,0   2,| ,64.43  260 | ,65.52,249
 256,Delaware,=  65.08 ,7,24,74.29( 119),,0,2,|,,0   5,| ,64.89  255 | ,64.98,254
 257,Bucknell,=  64.88 ,14,17,66.04( 310),,0,0,|,,0   3,| ,63.63  271 | ,65.74,243
 258,Jackson State,=  64.67 ,18,13,63.55( 335),,0,1,|,,0   1,| ,66.36  240 | ,62.43,283
 259,Rice,=  64.61 ,7,23,72.02( 169),,0,1,|,,0   2,| ,62.46  284 | ,66.17,236
 260,New Hampshire,=  64.60 ,12,17,67.82( 278),,0,1,|,,0   2,| ,64.73  258 | ,64.19,262
FINAL,College Basketball,2009-2010    Div I,ga,mes,only    through,ga,mes,of,2,10,April,5 Mo,nday - NCAA Champ,ionship,Game
HOME,ADVANTAGE=  3.78,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 261,Binghamton-NY,=  64.48 ,11,18,69.75( 232),,0,0,|,,0   2,| ,65.76  247 | ,62.74,280
 262,Army,=  64.39 ,13,15,65.27( 321),,0,0,|,,0   0,| ,63.47  273 | ,64.98,255
 263,Tennessee State,=  64.30 ,9,23,71.74( 176),,0,0,|,,0   1,| ,63.83  268 | ,64.48,260
 264,Holy Cross,=  64.17 ,9,22,68.22( 266),,0,0,|,,0   2,| ,61.13  295 | ,66.31,234
 265,Elon,=  64.01 ,8,23,71.51( 184),,0,0,|,,0   1,| ,64.23  264 | ,63.5,266
 266,Pepperdine,=  63.89 ,6,23,72.92( 152),,0,0,|,,0   4,| ,64.29  262 | ,63.19,270
 267,Kennesaw State,=  63.87 ,11,20,68.90( 250),,0,0,|,,0   2,| ,63.96  266 | ,63.49,267
 268,Texas Southern,=  63.84 ,15,16,64.06( 331),,0,0,|,,0   1,| ,63.39  275 | ,63.99,264
 269,Louisiana-Monroe,=  63.81 ,10,19,69.14( 244),,0,0,|,,0   0,| ,64.26  263 | ,63.06,274
 270,Jacksonville Stat,e      =  63.76 ,9,19,68.62( 256),,0,0,|,,0   1,| ,62.41  286 | ,64.69,257
FINAL,College Basketball,2009-2010    Div I,ga,mes,only    through,ga,mes,of,2,10,April,5 Mo,nday - NCAA Champ,ionship,Game
HOME,ADVANTAGE=  3.78,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 271,Yale,=  63.69 ,11,19,67.96( 274),,0,0,|,,0   2,| ,62.58  283 | ,64.42,261
 272,Liberty,=  63.51 ,12,16,67.13( 291),,0,0,|,,0   3,| ,65.27  254 | ,61.11,301
 273,Georgia Southern,=  63.48 ,7,23,72.53( 159),,0,0,|,,0   0,| ,64.75  256 | ,61.74,293
 274,Nicholls State,=  63.39 ,8,18,70.31( 220),,0,0,|,,0   1,| ,63.55  272 | ,62.94,276
 275,NC Asheville,=  63.30 ,12,16,67.27( 286),,0,2,|,,0   2,| ,65.35  252 | ,60.44,309
 276,Long Island Unive,rsity  =  63.25 ,14,17,64.98( 324),,0,0,|,,0   0,| ,62.99  280 | ,63.21,268
 277,High Point,=  63.17 ,13,15,65.00( 323),,0,0,|,,0   1,| ,64.44  259 | ,61.42,296
 278,Idaho State,=  63.15 ,5,22,73.32( 143),,0,1,|,,0   3,| ,62.83  282 | ,63.19,271
 279,Eastern Washingto,n      =  63.14 ,7,21,71.64( 179),,0,1,|,,0   2,| ,63.93  267 | ,61.99,287
 280,Western Illinois,=  63.11 ,10,17,67.26( 287),,0,1,|,,0   1,| ,63.17  277 | ,62.77,279
FINAL,College Basketball,2009-2010    Div I,ga,mes,only    through,ga,mes,of,2,10,April,5 Mo,nday - NCAA Champ,ionship,Game
HOME,ADVANTAGE=  3.78,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 281,Bethune-Cookman,=  62.97 ,14,16,64.51( 329),,0,0,|,,0   1,| ,63.41  274 | ,62.23,284
 282,Ark.-Little Rock,=  62.85 ,6,22,71.01( 196),,0,0,|,,0   1,| ,62.17  290 | ,63.21,269
 283,Lamar,=  62.84 ,10,18,68.18( 267),,0,0,|,,0   0,| ,62.86  281 | ,62.53,282
 284,Sacred Heart,=  62.82 ,14,15,63.50( 336),,0,1,|,,0   1,| ,62.23  288 | ,63.1,272
 285,Sacramento State,=  62.69 ,7,21,70.69( 208),,0,0,|,,0   0,| ,63.65  270 | ,61.33,297
 286,Norfolk State,=  62.67 ,11,19,66.80( 297),,0,1,|,,0   2,| ,62.27  287 | ,62.77,278
 287,CS Bakersfield,=  62.60 ,7,22,71.05( 195),,0,0,|,,0   2,| ,63.12  278 | ,61.77,291
 288,Navy,=  62.60 ,13,17,65.57( 316),,0,0,|,,0   0,| ,63.01  279 | ,61.88,290
 289,UMKC,=  62.52 ,10,18,67.93( 277),,0,1,|,,0   1,| ,63.25  276 | ,61.45,295
 290,Brown,=  62.26 ,9,20,69.31( 241),,0,0,|,,0   5,| ,61.00  298 | ,63.09,273
FINAL,College Basketball,2009-2010    Div I,ga,mes,only    through,ga,mes,of,2,10,April,5 Mo,nday - NCAA Champ,ionship,Game
HOME,ADVANTAGE=  3.78,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 291,Columbia,=  62.22 ,11,17,66.64( 300),,0,1,|,,0   3,| ,62.18  289 | ,61.98,288
 292,USC Upstate,=  62.08 ,6,23,70.72( 206),,0,0,|,,0   1,| ,61.04  296 | ,62.74,281
 293,Colgate,=  62.08 ,10,19,66.07( 308),,0,1,|,,0   1,| ,60.74  301 | ,62.98,275
 294,McNeese State,=  61.98 ,7,20,68.76( 255),,0,0,|,,0   1,| ,60.61  304 | ,62.9,277
 295,Charleston Southe,rn     =  61.97 ,9,17,66.73( 299),,0,1,|,,0   2,| ,62.43  285 | ,61.2,300
 296,Monmouth-NJ,=  61.74 ,12,19,65.15( 322),,0,0,|,,0   0,| ,61.23  293 | ,61.95,289
 297,Alabama State,=  61.62 ,13,15,63.45( 337),,0,0,|,,0   1,| ,61.89  291 | ,61.07,302
 298,American Universi,ty     =  61.60 ,11,20,65.89( 312),,0,1,|,,0   1,| ,60.83  300 | ,62.04,286
 299,Florida Gulf Coas,t      =  61.27 ,8,21,68.12( 268),,0,1,|,,0   1,| ,61.01  297 | ,61.24,298
 300,Longwood,=  61.14 ,8,19,68.40( 261),,0,1,|,,0   4,| ,61.16  294 | ,60.84,304
FINAL,College Basketball,2009-2010    Div I,ga,mes,only    through,ga,mes,of,2,10,April,5 Mo,nday - NCAA Champ,ionship,Game
HOME,ADVANTAGE=  3.78,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 301,Savannah State,=  61.06 ,7,15,67.64( 280),,0,2,|,,0   2,| ,61.36  292 | ,60.47,308
 302,Fla. Internationa,l      =  61.04 ,6,25,70.60( 210),,0,0,|,,0   2,| ,60.56  305 | ,61.22,299
 303,Northwestern Stat,e      =  60.99 ,7,18,68.05( 271),,0,1,|,,0   1,| ,60.11  308 | ,61.5,294
 304,Albany-NY,=  60.95 ,7,25,69.02( 249),,0,1,|,,0   2,| ,59.29  320 | ,62.06,285
 305,NC A&T,=  60.82 ,8,22,67.64( 279),,0,1,|,,0   2,| ,59.42  314 | ,61.74,292
 306,Prairie View A&M,=  60.65 ,12,14,62.58( 345),,0,1,|,,0   2,| ,60.96  299 | ,60.04,312
 307,Fordham,=  60.46 ,2,26,75.83(  81),,0,5,|,,0   8,| ,59.80  309 | ,60.78,305
 308,Hartford,=  60.11 ,8,22,67.51( 282),,0,2,|,,0   2,| ,59.31  319 | ,60.56,306
 309,Central Connectic,ut St. =  60.06 ,12,18,63.34( 339),,0,0,|,,0   0,| ,59.72  312 | ,60.1,310
 310,St. Francis-NY,=  59.90 ,11,18,63.97( 333),,0,1,|,,0   1,| ,59.40  315 | ,60.09,311
FINAL,College Basketball,2009-2010    Div I,ga,mes,only    through,ga,mes,of,2,10,April,5 Mo,nday - NCAA Champ,ionship,Game
HOME,ADVANTAGE=  3.78,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 311,Pennsylvania,=  59.87 ,6,22,69.73( 233),,0,3,|,,1   4,| ,58.84  323 | ,60.51,307
 312,SE Missouri State,(SEMO) =  59.81 ,6,23,70.02( 225),,0,0,|,,0   0,| ,59.76  311 | ,59.58,314
 313,Central Arkansas,=  59.78 ,6,20,67.03( 294),,0,1,|,,0   1,| ,58.05  326 | ,60.91,303
 314,Saint Francis-Pa.,=  59.77 ,11,19,65.32( 319),,0,1,|,,0   2,| ,60.31  306 | ,58.89,315
 315,New Orleans,=  59.74 ,6,22,68.59( 258),,0,0,|,,0   0,| ,59.36  318 | ,59.81,313
 316,Fairleigh Dickins,on     =  59.40 ,11,21,65.63( 315),,0,2,|,,0   2,| ,60.30  307 | ,58.09,317
 317,Md.-Eastern Shore,(UMES) =  59.36 ,11,21,65.70( 314),,0,0,|,,0   1,| ,60.63  303 | ,57.52,321
 318,Toledo,=  59.28 ,3,28,73.10( 148),,0,1,|,,0   2,| ,59.67  313 | ,58.59,316
 319,Centenary,=  58.93 ,6,21,69.24( 243),,0,0,|,,0   2,| ,59.78  310 | ,57.67,320
 320,Winston-Salem Sta,te     =  58.62 ,8,17,66.99( 295),,0,1,|,,0   3,| ,60.64  302 | ,55.37,335
FINAL,College Basketball,2009-2010    Div I,ga,mes,only    through,ga,mes,of,2,10,April,5 Mo,nday - NCAA Champ,ionship,Game
HOME,ADVANTAGE=  3.78,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 321,Southern Utah,=  58.44 ,5,22,69.50( 236),,0,0,|,,0   2,| ,59.40  317 | ,57.03,324
 322,VMI,=  58.28 ,6,19,67.24( 288),,0,0,|,,0   2,| ,59.20  321 | ,56.92,325
 323,Stetson,=  58.27 ,5,22,69.86( 230),,0,0,|,,0   1,| ,59.40  316 | ,56.62,328
 324,Florida A&M,=  57.92 ,8,22,66.74( 298),,0,0,|,,0   1,| ,59.03  322 | ,56.27,330
 325,Houston Baptist,=  57.58 ,12,21,63.22( 341),,0,0,|,,0   0,| ,58.38  324 | ,56.38,329
 326,Coppin State,=  57.11 ,5,22,66.05( 309),,0,1,|,,0   2,| ,55.83  331 | ,57.89,318
 327,Utah Valley,=  56.81 ,8,18,62.34( 346),,0,1,|,,0   3,| ,55.40  335 | ,57.69,319
 328,Howard,=  56.79 ,7,25,67.15( 290),,0,0,|,,0   1,| ,58.06  325 | ,54.86,339
 329,Gardner-Webb,=  56.76 ,5,21,67.38( 284),,0,2,|,,0   3,| ,57.61  327 | ,55.46,334
 330,UMBC,=  56.61 ,4,26,67.98( 273),,0,0,|,,0   1,| ,55.44  334 | ,57.32,323
FINAL,College Basketball,2009-2010    Div I,ga,mes,only    through,ga,mes,of,2,10,April,5 Mo,nday - NCAA Champ,ionship,Game
HOME,ADVANTAGE=  3.78,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 331,MVSU(Miss. Valley,St.)  =  56.30 ,8,23,65.83( 313),,0,0,|,,0   1,| ,56.35  328 | ,55.97,332
 332,Marist,=  56.21 ,1,29,71.53( 183),,0,0,|,,0   0,| ,55.17  336 | ,56.81,326
 333,Tennessee-Martin,=  56.03 ,2,25,70.81( 203),,0,1,|,,0   2,| ,53.56  340 | ,57.48,322
 334,Presbyterian Coll,ege    =  56.03 ,4,26,69.54( 235),,0,2,|,,0   5,| ,55.68  332 | ,56.08,331
 335,Alabama A&M,=  55.93 ,8,15,61.48( 347),,0,0,|,,0   1,| ,56.32  329 | ,55.22,336
 336,Texas-Pan America,n      =  55.89 ,6,27,67.17( 289),,0,2,|,,0   2,| ,54.48  338 | ,56.75,327
 337,SIU-Edwardsville,=  55.74 ,3,23,70.41( 216),,0,1,|,,0   1,| ,56.19  330 | ,54.95,338
 338,NC Central,=  55.33 ,3,22,69.50( 237),,0,0,|,,0   2,| ,55.64  333 | ,54.7,340
 339,Dartmouth,=  55.09 ,4,23,67.94( 275),,0,0,|,,0   2,| ,54.84  337 | ,55.05,337
 340,Wagner,=  54.76 ,5,26,64.79( 326),,0,1,|,,0   1,| ,52.80  344 | ,55.92,333
FINAL,College Basketball,2009-2010    Div I,ga,mes,only    through,ga,mes,of,2,10,April,5 Mo,nday - NCAA Champ,ionship,Game
HOME,ADVANTAGE=  3.78,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 341,NJIT(New Jersey T,ech)   =  53.87 ,7,21,63.28( 340),,0,0,|,,0   0,| ,53.65  339 | ,53.79,341
 342,North Dakota,=  53.57 ,6,22,64.30( 330),,0,2,|,,0   2,| ,53.40  342 | ,53.46,342
 343,Chicago State,=  53.44 ,6,22,64.70( 327),,0,0,|,,0   0,| ,53.51  341 | ,53.08,343
 344,Grambling,=  53.07 ,6,21,62.61( 344),,0,1,|,,0   2,| ,52.98  343 | ,52.88,344
 345,Southern Universi,ty     =  51.13 ,5,24,62.93( 342),,0,2,|,,0   3,| ,50.42  345 | ,51.46,345
 346,Bryant,=  48.84 ,1,29,66.13( 306),,0,0,|,,0   1,| ,47.69  346 | ,49.45,346
 347,Alcorn State,=  47.22 ,2,29,65.48( 318),,0,2,|,,0   3,| ,47.09  347 | ,47.06,347
