 191,Lafayette,=  70.18 ,15,15,69.62( 253),,0,1,|,,0   2,| ,70.17,195 | ,69.91,188
 192,Delaware,=  70.04 ,14,17,72.13( 180),,0,0,|,,0   0,| ,70.88,186 | ,68.89,201
 193,Wyoming,=  69.97 ,10,18,73.97( 128),,0,0,|,,0   6,| ,68.92,200 | ,70.71,181
 194,Hampton,=  69.86 ,18,12,67.52( 314),,0,0,|,,0   0,| ,71.58,180 | ,67.76,222
 195,Colgate,=  69.85 ,18,14,68.98( 280),,0,1,|,,0   1,| ,70.9,185 | ,68.48,211
 196,SE Louisiana,=  69.82 ,13,13,69.56( 257),,0,0,|,,0   1,| ,69.96,196 | ,69.4,196
 197,Rutgers,=  69.76 ,11,20,76.18(  85),,1,7,|,,2  10,| ,70.43,192 | ,68.79,205
 198,Jacksonville,=  69.71 ,17,13,69.29( 272),,0,2,|,,0   3,| ,70.32,193 | ,68.8,204
 199,Sacred Heart,=  69.63 ,18,14,68.50( 288),,0,0,|,,0   0,| ,70.7,188 | ,68.22,213
 200,Wofford,=  69.59 ,12,16,73.69( 136),,0,4,|,,1   5,| ,70.8,187 | ,68.04,217
FINAL,College Basketball,2007-2008    Div I,ga,mes,only    through,ga,mes,of,2,8,April,7 Mo,nday,,,
HOME,ADVANTAGE=  4.13,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CH,ESS   | ,PREDIC,TOR  
 201,Albany-NY,=  69.58 ,15,15,68.44( 291),,0,1,|,,0   1,| ,67.86,220 | ,70.92,177
 202,Gardner-Webb,=  69.28 ,15,16,69.49( 259),,0,1,|,,0   4,| ,67.73,225 | ,70.46,184
 203,IPFW,=  69.20 ,11,18,73.97( 129),,0,3,|,,0   4,| ,68.55,208 | ,69.54,194
 204,Vermont,=  69.19 ,16,15,68.25( 300),,0,0,|,,0   1,| ,68.47,210 | ,69.61,193
 205,Montana,=  69.19 ,12,16,70.10( 242),,0,1,|,,0   2,| ,67.06,236 | ,70.88,179
 206,High Point,=  69.12 ,13,14,68.43( 292),,0,0,|,,0   2,| ,67.48,228 | ,70.38,185
 207,Navy,=  68.97 ,16,14,66.91( 324),,0,0,|,,0   0,| ,68.91,201 | ,68.74,207
 208,Youngstown State,=  68.84 ,7,21,76.52(  75),,0,4,|,,0   4,| ,68.75,204 | ,68.64,209
 209,Lipscomb,=  68.61 ,14,16,68.69( 283),,0,0,|,,0   2,| ,67.42,230 | ,69.46,195
 210,James Madison,=  68.61 ,13,17,70.34( 234),,0,0,|,,0   0,| ,68.88,203 | ,68.04,215
FINAL,College Basketball,2007-2008    Div I,ga,mes,only    through,ga,mes,of,2,8,April,7 Mo,nday,,,
HOME,ADVANTAGE=  4.13,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CH,ESS   | ,PREDIC,TOR  
 211,Buffalo,=  68.54 ,9,20,73.85( 133),,0,1,|,,0   2,| ,67.78,222 | ,68.98,200
 212,Florida Atlantic,=  68.50 ,15,18,70.64( 225),,0,1,|,,0   3,| ,68.66,205 | ,68.04,216
 213,Murray State,=  68.49 ,16,13,67.22( 320),,0,0,|,,0   2,| ,68.02,216 | ,68.67,208
 214,Montana State,=  68.31 ,13,15,69.46( 263),,0,0,|,,0   1,| ,67.75,223 | ,68.57,210
 215,Fresno State,=  68.29 ,12,19,70.89( 219),,0,1,|,,0   4,| ,66.3,248 | ,69.81,190
 216,Hofstra,=  68.23 ,12,18,71.03( 212),,0,0,|,,0   1,| ,68.48,209 | ,67.69,224
 217,Evansville,=  68.11 ,8,21,74.94( 111),,0,3,|,,0   3,| ,68.01,218 | ,67.93,218
 218,Utah Valley State,=  68.07 ,13,14,68.15( 303),,0,1,|,,0   1,| ,68.01,217 | ,67.85,219
 219,Central Connectic,ut St. =  68.06 ,14,16,68.29( 296),,0,0,|,,0   1,| ,67.39,231 | ,68.41,212
 220,Long Island Unive,rsity  =  68.04 ,15,15,68.02( 305),,0,1,|,,0   1,| ,67.97,219 | ,67.82,221
FINAL,College Basketball,2007-2008    Div I,ga,mes,only    through,ga,mes,of,2,8,April,7 Mo,nday,,,
HOME,ADVANTAGE=  4.13,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CH,ESS   | ,PREDIC,TOR  
 221,Yale,=  68.00 ,12,15,71.28( 206),,0,3,|,,0   4,| ,68.14,213 | ,67.58,227
 222,Alabama State,* =  67.88 ,17,11,63.79( 340),,0,0,|,,0   1,| ,66.55,246 | ,68.84,203
 223,Hartford,=  67.85 ,18,16,69.04( 278),,0,1,|,,0   3,| ,68.91,202 | ,66.43,247
 224,Southern Utah,=  67.80 ,11,18,71.80( 189),,0,0,|,,0   2,| ,67.09,234 | ,68.21,214
 225,Bucknell,=  67.77 ,12,19,71.04( 211),,0,0,|,,0   1,| ,68.25,212 | ,66.99,240
 226,East Carolina,=  67.75 ,9,18,73.44( 143),,0,2,|,,0   2,| ,67.69,226 | ,67.53,230
 227,Towson,=  67.72 ,13,18,70.74( 224),,0,0,|,,0   0,| ,68.64,206 | ,66.45,246
 228,Liberty,=  67.67 ,13,16,68.52( 287),,0,0,|,,0   1,| ,66.04,256 | ,68.88,202
 229,Quinnipiac,=  67.63 ,15,15,67.74( 312),,0,0,|,,0   1,| ,68.06,215 | ,66.91,243
 230,Drexel,=  67.48 ,12,20,71.54( 200),,0,0,|,,0   0,| ,68.39,211 | ,66.23,251
FINAL,College Basketball,2007-2008    Div I,ga,mes,only    through,ga,mes,of,2,8,April,7 Mo,nday,,,
HOME,ADVANTAGE=  4.13,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CH,ESS   | ,PREDIC,TOR  
 231,Binghamton-NY,=  67.38 ,14,16,68.14( 304),,0,0,|,,0   0,| ,66.77,242 | ,67.68,225
 232,Iona,=  67.34 ,12,20,71.53( 201),,0,2,|,,0   3,| ,66.63,245 | ,67.74,223
 233,Pepperdine,=  67.33 ,10,21,73.87( 132),,0,1,|,,0   7,| ,67.35,232 | ,67.03,239
 234,Troy,=  67.29 ,10,19,72.00( 183),,0,0,|,,0   3,| ,67.02,237 | ,67.27,234
 235,Denver,=  67.24 ,10,19,71.90( 187),,0,0,|,,0   2,| ,66.73,243 | ,67.45,232
 236,Boston University,=  67.21 ,14,17,69.29( 273),,0,1,|,,0   2,| ,66.99,239 | ,67.14,236
 237,Northwestern Stat,e      =  67.10 ,12,17,72.05( 182),,0,1,|,,0   2,| ,69.3,199 | ,64.23,278
 238,Detroit,=  67.10 ,6,23,75.29( 103),,0,3,|,,0   3,| ,66.77,241 | ,67.13,237
 239,Columbia,=  66.99 ,13,15,68.47( 289),,0,1,|,,0   2,| ,67.34,233 | ,66.36,249
 240,St. Bonaventure,=  66.90 ,8,22,74.26( 125),,0,1,|,,0   4,| ,66.31,247 | ,67.18,235
FINAL,College Basketball,2007-2008    Div I,ga,mes,only    through,ga,mes,of,2,8,April,7 Mo,nday,,,
HOME,ADVANTAGE=  4.13,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CH,ESS   | ,PREDIC,TOR  
 241,Lehigh,=  66.88 ,14,15,67.53( 313),,0,0,|,,0   0,| ,67.43,229 | ,66.03,256
 242,McNeese State,=  66.77 ,10,16,71.68( 193),,0,1,|,,0   1,| ,68.08,214 | ,65.03,267
 243,Cal Poly-SLO,=  66.71 ,11,18,71.72( 192),,0,0,|,,0   2,| ,67.8,221 | ,65.24,263
 244,Tennessee State,=  66.67 ,13,17,68.60( 286),,0,1,|,,0   2,| ,65.67,262 | ,67.33,233
 245,Tennessee-Martin,=  66.66 ,15,16,68.23( 302),,0,1,|,,0   4,| ,66.13,250 | ,66.88,244
 246,Hawaii,=  66.65 ,11,19,69.78( 246),,0,0,|,,0   2,| ,65.37,267 | ,67.55,229
 247,Northern Colorado,=  66.60 ,11,16,69.47( 261),,0,0,|,,0   1,| ,65.85,258 | ,67.04,238
 248,UMKC,=  66.55 ,9,21,72.68( 159),,0,1,|,,0   2,| ,65.03,274 | ,67.64,226
 249,Texas-Pan America,n      =  66.44 ,13,13,66.04( 331),,0,1,|,,0   1,| ,66.05,253 | ,66.54,245
 250,Western Carolina,=  66.35 ,9,21,72.59( 163),,0,3,|,,0   3,| ,66.04,255 | ,66.37,248
FINAL,College Basketball,2007-2008    Div I,ga,mes,only    through,ga,mes,of,2,8,April,7 Mo,nday,,,
HOME,ADVANTAGE=  4.13,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CH,ESS   | ,PREDIC,TOR  
 251,Ball State,=  66.34 ,6,24,74.29( 124),,0,2,|,,0   3,| ,64.75,278 | ,67.48,231
 252,Oregon State,=  66.31 ,6,24,77.69(  49),,0,6,|,,0  13,| ,64.21,283 | ,67.85,220
 253,Nicholls State,=  66.29 ,9,21,73.16( 148),,0,1,|,,0   3,| ,66.15,249 | ,66.15,254
 254,San Jose State,=  66.29 ,13,19,70.56( 228),,0,1,|,,0   1,| ,66.78,240 | ,65.5,261
 255,Manhattan,=  66.27 ,12,19,69.27( 274),,0,0,|,,0   0,| ,66.06,252 | ,66.2,252
 256,Delaware State,=  66.22 ,12,16,69.71( 249),,0,1,|,,0   3,| ,67.54,227 | ,64.45,274
 257,Army,=  66.17 ,14,16,68.44( 290),,0,0,|,,0   0,| ,67.73,224 | ,64.11,281
 258,Louisiana-Monroe,=  66.08 ,7,21,74.32( 123),,0,2,|,,0   6,| ,64.86,276 | ,66.91,242
 259,Chicago State,=  66.05 ,8,17,73.56( 138),,0,3,|,,0   3,| ,67.08,235 | ,64.63,270
 260,Western Illinois,=  66.03 ,10,18,71.87( 188),,0,1,|,,0   2,| ,65.78,260 | ,65.99,257
FINAL,College Basketball,2007-2008    Div I,ga,mes,only    through,ga,mes,of,2,8,April,7 Mo,nday,,,
HOME,ADVANTAGE=  4.13,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CH,ESS   | ,PREDIC,TOR  
 261,Texas-San Antonio,=  65.92 ,9,17,72.10( 181),,0,1,|,,0   2,| ,67.01,238 | ,64.42,275
 262,Colorado State,=  65.88 ,6,24,75.54(  96),,0,1,|,,0   8,| ,64.32,282 | ,66.98,241
 263,Fla. Internationa,l      =  65.78 ,8,20,72.39( 170),,0,0,|,,0   4,| ,65.33,269 | ,65.93,258
 264,Georgia State,=  65.76 ,9,21,70.98( 215),,0,0,|,,0   0,| ,65.51,265 | ,65.72,260
 265,San Francisco,=  65.73 ,9,21,72.23( 173),,0,1,|,,0   7,| ,64.83,277 | ,66.28,250
 266,Texas A&M-CorpusC,hristi =  65.59 ,9,20,71.48( 202),,0,0,|,,0   1,| ,66.01,257 | ,64.87,268
 267,Centenary,=  65.46 ,9,21,72.29( 171),,0,0,|,,0   1,| ,65.16,273 | ,65.48,262
 268,Texas State,=  65.37 ,10,16,69.62( 252),,0,2,|,,0   2,| ,65.65,263 | ,64.8,269
 269,Eastern Washingto,n      =  65.32 ,9,19,71.57( 199),,0,2,|,,0   4,| ,64.08,285 | ,66.16,253
 270,Morehead State,=  65.21 ,13,15,68.26( 298),,0,1,|,,0   2,| ,65.84,259 | ,64.24,277
FINAL,College Basketball,2007-2008    Div I,ga,mes,only    through,ga,mes,of,2,8,April,7 Mo,nday,,,
HOME,ADVANTAGE=  4.13,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CH,ESS   | ,PREDIC,TOR  
 271,Northern Illinois,=  65.19 ,6,22,74.46( 119),,0,1,|,,0   2,| ,65.62,264 | ,64.46,273
 272,VMI,=  65.13 ,10,15,68.24( 301),,0,1,|,,0   1,| ,64.74,279 | ,65.22,264
 273,Arkansas State,=  65.09 ,8,20,71.75( 191),,0,1,|,,0   2,| ,64,286 | ,65.8,259
 274,Tennessee Tech,=  65.08 ,11,19,68.25( 299),,0,0,|,,0   1,| ,63.57,290 | ,66.13,255
 275,Pennsylvania,=  65.06 ,13,18,69.35( 268),,0,1,|,,0   3,| ,66.65,244 | ,62.91,288
 276,Central Arkansas,=  65.05 ,10,16,68.86( 281),,0,0,|,,0   0,| ,65.3,270 | ,64.51,271
 277,Stetson,=  65.04 ,15,16,67.11( 322),,0,0,|,,0   2,| ,65.73,261 | ,64.01,283
 278,Coastal Carolina,=  65.04 ,10,15,69.13( 277),,0,0,|,,0   0,| ,65.29,271 | ,64.49,272
 279,SMU,=  64.78 ,8,20,72.78( 157),,0,2,|,,0   3,| ,64.11,284 | ,65.13,266
 280,Eastern Kentucky,=  64.52 ,12,16,67.84( 310),,0,1,|,,0   2,| ,64.58,280 | ,64.17,280
FINAL,College Basketball,2007-2008    Div I,ga,mes,only    through,ga,mes,of,2,8,April,7 Mo,nday,,,
HOME,ADVANTAGE=  4.13,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CH,ESS   | ,PREDIC,TOR  
 281,Norfolk State,=  64.28 ,16,15,64.90( 337),,0,0,|,,0   1,| ,66.05,254 | ,61.83,299
 282,Idaho State,=  64.20 ,10,19,71.94( 186),,0,2,|,,0   3,| ,65.42,266 | ,62.51,290
 283,Portland,=  64.17 ,8,22,71.66( 195),,0,0,|,,0   6,| ,63.64,289 | ,64.39,276
 284,NC A&T,=  63.94 ,11,16,69.65( 250),,0,3,|,,0   4,| ,66.1,251 | ,60.83,307
 285,South Dakota Stat,e      =  63.89 ,7,21,70.43( 231),,0,0,|,,0   0,| ,62.05,298 | ,65.14,265
 286,Samford,=  63.63 ,12,16,67.32( 317),,0,1,|,,0   1,| ,64.4,281 | ,62.49,291
 287,Savannah State,=  63.42 ,10,17,71.01( 214),,0,2,|,,0   4,| ,65.34,268 | ,60.67,309
 288,Coppin State,$ =  63.31 ,14,21,69.34( 269),,0,4,|,,0   5,| ,65.27,272 | ,60.48,310
 289,Furman,=  63.22 ,7,23,72.62( 162),,0,3,|,,0   3,| ,63.77,287 | ,62.36,294
 290,UC Riverside,=  63.10 ,8,21,71.61( 197),,0,0,|,,0   2,| ,63.52,291 | ,62.37,293
FINAL,College Basketball,2007-2008    Div I,ga,mes,only    through,ga,mes,of,2,8,April,7 Mo,nday,,,
HOME,ADVANTAGE=  4.13,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CH,ESS   | ,PREDIC,TOR  
 291,Mercer,=  63.00 ,10,19,67.18( 321),,0,0,|,,1   0,| ,61.68,301 | ,63.86,284
 292,Saint Peter's,=  62.93 ,6,24,70.42( 232),,0,0,|,,0   0,| ,61.01,308 | ,64.22,279
 293,New Hampshire,=  62.88 ,8,20,67.88( 307),,0,0,|,,0   0,| ,61.08,306 | ,64.09,282
 294,Harvard,=  62.86 ,8,22,69.79( 245),,0,1,|,,0   1,| ,62.43,295 | ,62.98,287
 295,Florida A&M,=  62.73 ,13,17,67.92( 306),,0,2,|,,0   6,| ,64.9,275 | ,59.47,318
 296,SE Missouri State,=  62.35 ,10,19,67.88( 308),,0,1,|,,0   1,| ,61.91,300 | ,62.48,292
 297,Campbell,=  62.29 ,9,20,67.24( 319),,0,0,|,,0   0,| ,61,309 | ,63.12,286
 298,Florida Gulf Coas,t      =  62.26 ,10,21,69.37( 267),,0,2,|,,0   2,| ,62.55,294 | ,61.68,300
 299,Idaho,=  62.15 ,7,21,71.29( 205),,0,1,|,,0   2,| ,61.66,302 | ,62.33,295
 300,Radford,=  62.14 ,8,20,70.77( 223),,0,2,|,,0   2,| ,62.35,296 | ,61.63,301
FINAL,College Basketball,2007-2008    Div I,ga,mes,only    through,ga,mes,of,2,8,April,7 Mo,nday,,,
HOME,ADVANTAGE=  4.13,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CH,ESS   | ,PREDIC,TOR  
 301,USC Upstate,=  61.90 ,6,22,71.61( 198),,0,0,|,,0   0,| ,60.84,311 | ,62.54,289
 302,Dartmouth,=  61.87 ,9,18,67.80( 311),,0,0,|,,0   0,| ,62.88,293 | ,60.41,311
 303,Fairleigh Dickins,on     =  61.85 ,8,20,69.46( 262),,0,0,|,,0   0,| ,62.2,297 | ,61.2,304
 304,SC State,=  61.62 ,12,20,66.70( 327),,0,1,|,,0   1,| ,63.13,292 | ,59.43,319
 305,MVSU(Miss. Valley,St.)$ =  61.56 ,15,16,66.54( 328),,0,3,|,,0   5,| ,63.66,288 | ,58.28,325
 306,St. Francis-NY,=  61.52 ,7,22,68.33( 295),,0,0,|,,0   0,| ,60.67,313 | ,62,297
 307,Presbyterian Coll,ege    =  61.49 ,2,25,76.43(  79),,0,2,|,,0   5,| ,57.53,331 | ,63.75,285
 308,Princeton,=  61.24 ,5,22,70.04( 243),,0,1,|,,0   1,| ,59.77,320 | ,62.18,296
 309,Monmouth-NJ,=  61.04 ,7,24,69.48( 260),,0,1,|,,0   1,| ,60.91,310 | ,60.88,306
 310,Long Beach State,=  61.04 ,6,25,70.61( 227),,0,0,|,,0   1,| ,60.19,317 | ,61.51,303
FINAL,College Basketball,2007-2008    Div I,ga,mes,only    through,ga,mes,of,2,8,April,7 Mo,nday,,,
HOME,ADVANTAGE=  4.13,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CH,ESS   | ,PREDIC,TOR  
 311,Jackson State,=  60.88 ,14,20,65.29( 334),,0,1,|,,0   3,| ,61.42,303 | ,60.01,314
 312,UC Davis,=  60.87 ,7,22,71.07( 210),,0,2,|,,0   2,| ,61.2,305 | ,60.23,312
 313,Rice,=  60.85 ,3,27,75.37( 101),,0,3,|,,0   5,| ,59.18,322 | ,61.92,298
 314,Kennesaw State,=  60.76 ,9,20,66.92( 323),,0,0,|,,0   2,| ,60.29,315 | ,60.91,305
 315,Canisius,=  60.54 ,6,25,71.11( 209),,0,1,|,,0   1,| ,61.06,307 | ,59.69,315
 316,Charleston Southe,rn     =  60.50 ,6,20,69.45( 264),,0,0,|,,0   2,| ,59.91,319 | ,60.75,308
 317,Stony Brook-NY,=  60.36 ,7,23,67.49( 315),,0,0,|,,0   1,| ,58.4,328 | ,61.59,302
 318,CS Bakersfield,=  60.27 ,8,21,68.63( 284),,0,0,|,,0   1,| ,60.79,312 | ,59.42,320
 319,Winston-Salem Sta,te     =  60.25 ,10,18,66.29( 330),,0,0,|,,0   1,| ,62.04,299 | ,57.47,329
 320,Bethune-Cookman,=  59.90 ,9,20,65.51( 333),,0,0,|,,0   1,| ,60.5,314 | ,58.95,322
FINAL,College Basketball,2007-2008    Div I,ga,mes,only    through,ga,mes,of,2,8,April,7 Mo,nday,,,
HOME,ADVANTAGE=  4.13,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CH,ESS   | ,PREDIC,TOR  
 321,Southern Universi,ty     =  59.71 ,10,18,65.23( 335),,0,0,|,,0   1,| ,59.67,321 | ,59.47,317
 322,Alabama A&M,=  59.58 ,11,15,63.59( 341),,0,0,|,,0   2,| ,60.24,316 | ,58.57,324
 323,St. Francis-Pa.,=  59.57 ,5,23,69.24( 275),,0,0,|,,0   0,| ,58.75,325 | ,60.02,313
 324,Louisiana Tech,=  58.96 ,6,24,69.41( 266),,0,0,|,,0   1,| ,58.66,326 | ,58.96,321
 325,Eastern Illinois,=  58.83 ,6,22,66.71( 326),,0,0,|,,0   0,| ,57.63,330 | ,59.55,316
 326,Ark.-Pine Bluff,=  58.77 ,11,18,63.85( 339),,0,1,|,,0   1,| ,59.16,323 | ,58.05,328
 327,Loyola Marymount,=  58.55 ,5,26,72.44( 167),,0,0,|,,0   7,| ,59.97,318 | ,56.38,332
 328,NC Central,=  58.39 ,3,23,76.97(  63),,0,3,|,,0   6,| ,61.23,304 | ,51.73,340
 329,Longwood,=  58.10 ,6,22,69.19( 276),,0,1,|,,0   1,| ,58.62,327 | ,57.24,330
 330,Citadel,=  57.60 ,2,24,73.65( 137),,0,3,|,,0   4,| ,56.62,332 | ,58.15,326
FINAL,College Basketball,2007-2008    Div I,ga,mes,only    through,ga,mes,of,2,8,April,7 Mo,nday,,,
HOME,ADVANTAGE=  4.13,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CH,ESS   | ,PREDIC,TOR  
 331,Jacksonville Stat,e      =  57.60 ,5,22,65.68( 332),,0,0,|,,0   0,| ,55.91,335 | ,58.6,323
 332,Maine,=  57.54 ,6,23,68.36( 293),,0,0,|,,0   1,| ,57.67,329 | ,57.13,331
 333,Howard,=  56.76 ,6,26,68.35( 294),,0,0,|,,0   1,| ,58.81,324 | ,52.94,337
 334,Sacramento State,=  56.66 ,2,24,71.78( 190),,0,2,|,,0   4,| ,54,339 | ,58.12,327
 335,Texas Southern,=  56.08 ,7,25,67.29( 318),,0,1,|,,0   2,| ,56.06,334 | ,55.82,333
 336,Prairie View A&M,=  55.58 ,7,22,66.42( 329),,0,2,|,,0   3,| ,55.85,336 | ,55.01,335
 337,Grambling,=  54.94 ,7,17,64.00( 338),,0,0,|,,0   0,| ,56.36,333 | ,52.55,338
 338,Alcorn State,=  54.09 ,6,23,65.00( 336),,0,0,|,,0   2,| ,54.43,338 | ,53.43,336
 339,North Florida(UNF,)      =  53.67 ,2,26,69.44( 265),,0,1,|,,0   3,| ,50.92,340 | ,55.05,334
 340,UMES(Md.-Eastern,Shore) =  53.66 ,4,28,68.28( 297),,0,1,|,,0   2,| ,54.62,337 | ,52.13,339
FINAL,College Basketball,2007-2008    Div I,ga,mes,only    through,ga,mes,of,2,8,April,7 Mo,nday,,,
HOME,ADVANTAGE=  4.13,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CH,ESS   | ,PREDIC,TOR  
 341,NJIT(New Jersey T,ech)   =  46.91 ,0,29,68.61( 285),,0,0,|,,0   0,| ,43.49,341 | ,48.22,341
