 193,Colorado,=  69.95 ,8,22,76.84(  59),,0,8,|,,0  12,| ,67.67  227 | ,71.9,163
 194,San Jose State,=  69.95 ,11,17,72.93( 141),,0,0,|,,0   3,| ,69.23  201 | ,70.43,190
 195,Missouri State,=  69.91 ,11,20,73.39( 131),,0,0,|,,0   1,| ,69.07  203 | ,70.52,188
 196,IUPUI,=  69.84 ,13,14,70.51( 220),,0,1,|,,0   1,| ,68.21  216 | ,71.19,175
 197,Utah Valley State,=  69.83 ,15,11,65.59( 334),,0,0,|,,0   1,| ,67.65  228 | ,71.68,167
 198,East Carolina,=  69.75 ,10,17,73.81( 115),,0,3,|,,0   3,| ,69.60  198 | ,69.68,203
 199,CS Fullerton,=  69.74 ,14,17,71.50( 186),,0,1,|,,0   3,| ,69.40  199 | ,69.87,199
 200,Navy,=  69.64 ,19,11,66.78( 323),,0,1,|,,0   1,| ,70.55  180 | ,68.48,223
FINAL,College Basketball,2008-2009    Div I,ga,mes,only    through,20,9,Apri,l,6,Monday,#NAME?,ampionship Game,,
HOME,ADVANTAGE=  3.81,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 201,Iona,=  69.62 ,12,19,71.93( 173),,0,0,|,,0   2,| ,68.60  211 | ,70.4,191
 202,UC Riverside,=  69.61 ,16,13,69.78( 255),,0,0,|,,0   0,| ,70.37  185 | ,68.62,221
 203,Lipscomb,=  69.53 ,16,14,66.79( 322),,0,0,|,,0   0,| ,67.14  237 | ,71.55,168
 204,Fresno State,=  69.52 ,13,21,72.22( 164),,0,0,|,,0   5,| ,68.50  214 | ,70.31,192
 205,South Dakota,=  69.39 ,5,7,70.75( 213),,0,0,|,,0   1,| ,68.74  208 | ,69.82,201
 206,Loyola-Chicago,=  69.31 ,14,17,71.99( 171),,0,1,|,,1   2,| ,70.22  186 | ,68.13,229
 207,Stony Brook-NY,=  69.21 ,15,14,67.73( 309),,0,1,|,,0   1,| ,68.14  217 | ,70.03,197
 208,Sacred Heart,=  69.19 ,17,14,67.19( 317),,0,0,|,,0   1,| ,67.97  221 | ,70.16,193
 209,Montana State,=  69.07 ,13,17,71.80( 179),,0,0,|,,0   0,| ,69.68  195 | ,68.22,227
 210,Mercer,=  69.02 ,16,15,70.15( 235),,0,2,|,,0   2,| ,69.36  200 | ,68.45,224
FINAL,College Basketball,2008-2009    Div I,ga,mes,only    through,20,9,Apri,l,6,Monday,#NAME?,ampionship Game,,
HOME,ADVANTAGE=  3.81,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 211,Indiana State,=  68.92 ,10,21,74.50(  96),,0,2,|,,0   2,| ,68.55  212 | ,69.07,213
 212,Delaware,=  68.92 ,13,19,71.41( 187),,0,0,|,,0   0,| ,68.80  206 | ,68.82,216
 213,Hawaii,=  68.88 ,13,17,70.45( 225),,0,1,|,,0   3,| ,67.88  222 | ,69.64,205
 214,Denver,=  68.84 ,15,16,68.74( 287),,0,0,|,,0   0,| ,68.35  215 | ,69.11,212
 215,Lamar,=  68.83 ,11,15,72.35( 162),,0,2,|,,0   2,| ,68.52  213 | ,68.91,214
 216,Wofford,=  68.82 ,15,14,69.65( 257),,0,1,|,,0   1,| ,70.19  187 | ,67.13,244
 217,Northern Colorado,=  68.64 ,13,18,70.07( 237),,0,0,|,,0   1,| ,67.57  232 | ,69.46,206
 218,Chattanooga,=  68.62 ,16,17,71.01( 207),,0,3,|,,0   5,| ,70.07  191 | ,66.83,248
 219,Loyola-Maryland,=  68.37 ,12,20,72.56( 156),,0,1,|,,0   1,| ,68.75  207 | ,67.76,235
 220,UC Davis,=  68.27 ,13,19,69.89( 248),,0,0,|,,0   0,| ,67.15  236 | ,69.13,211
FINAL,College Basketball,2008-2009    Div I,ga,mes,only    through,20,9,Apri,l,6,Monday,#NAME?,ampionship Game,,
HOME,ADVANTAGE=  3.81,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 221,Albany-NY,=  68.25 ,15,16,69.80( 254),,0,2,|,,0   2,| ,68.61  209 | ,67.66,238
 222,Western Carolina,=  68.12 ,14,15,69.83( 252),,0,2,|,,0   3,| ,69.03  204 | ,66.93,247
 223,Youngstown State,=  68.05 ,9,19,73.22( 136),,0,0,|,,0   3,| ,67.68  226 | ,68.19,228
 224,Valparaiso,=  67.98 ,7,22,75.41(  79),,0,2,|,,0   4,| ,66.93  242 | ,68.77,218
 225,Arkansas State,=  67.95 ,11,17,69.95( 243),,0,1,|,,0   1,| ,67.01  240 | ,68.64,220
 226,UC Irvine,=  67.95 ,12,19,71.33( 192),,0,0,|,,0   3,| ,67.55  233 | ,68.12,230
 227,Georgia State,=  67.94 ,10,20,72.67( 150),,0,0,|,,0   2,| ,67.86  223 | ,67.81,232
 228,SMU,=  67.93 ,8,21,74.32(  99),,0,2,|,,0   3,| ,66.14  250 | ,69.37,207
 229,Alabama State,=  67.90 ,20,10,63.33( 345),,0,0,|,,0   0,| ,66.78  243 | ,68.76,219
 230,SE Louisiana,=  67.89 ,9,17,71.22( 198),,0,0,|,,0   2,| ,65.57  257 | ,69.77,202
FINAL,College Basketball,2008-2009    Div I,ga,mes,only    through,20,9,Apri,l,6,Monday,#NAME?,ampionship Game,,
HOME,ADVANTAGE=  3.81,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 231,Rice,=  67.87 ,10,22,74.76(  93),,0,3,|,,0   5,| ,68.12  219 | ,67.41,240
 232,Texas State,=  67.83 ,10,16,69.95( 242),,0,1,|,,0   1,| ,66.11  251 | ,69.21,209
 233,San Francisco,=  67.81 ,9,19,74.05( 108),,0,2,|,,0   6,| ,67.61  229 | ,67.79,233
 234,IPFW,=  67.77 ,12,17,72.20( 166),,0,4,|,,0   4,| ,67.04  239 | ,68.27,226
 235,Canisius,=  67.77 ,11,20,72.62( 151),,0,1,|,,0   1,| ,68.01  220 | ,67.3,241
 236,Towson,=  67.71 ,12,22,72.58( 155),,0,1,|,,0   2,| ,68.61  210 | ,66.54,252
 237,UMBC,=  67.64 ,14,17,70.78( 212),,0,1,|,,0   1,| ,69.15  202 | ,65.73,263
 238,William & Mary,=  67.43 ,9,20,71.93( 172),,0,0,|,,0   1,| ,66.94  241 | ,67.69,236
 239,Eastern Washingto,n      =  67.38 ,11,18,72.19( 167),,0,2,|,,0   4,| ,67.58  231 | ,66.95,246
 240,Chicago State,=  67.27 ,17,13,65.89( 330),,0,2,|,,0   3,| ,66.52  246 | ,67.78,234
FINAL,College Basketball,2008-2009    Div I,ga,mes,only    through,20,9,Apri,l,6,Monday,#NAME?,ampionship Game,,
HOME,ADVANTAGE=  3.81,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 241,South Dakota Stat,e      =  67.22 ,11,20,71.03( 205),,0,0,|,,0   1,| ,65.18  263 | ,68.84,215
 242,Ball State,=  67.21 ,14,17,69.15( 270),,0,1,|,,0   2,| ,66.52  245 | ,67.67,237
 243,Southern Utah,=  67.04 ,10,19,71.15( 199),,0,0,|,,0   2,| ,65.17  264 | ,68.54,222
 244,Air Force,=  67.01 ,8,21,73.36( 132),,0,0,|,,0   7,| ,64.79  275 | ,68.78,217
 245,Gardner-Webb,=  67.00 ,10,17,70.86( 210),,0,1,|,,0   2,| ,67.05  238 | ,66.72,249
 246,Presbyterian Coll,ege    =  66.87 ,12,17,71.11( 201),,0,3,|,,0   3,| ,67.82  224 | ,65.61,267
 247,Fla. Internationa,l      =  66.81 ,12,19,71.91( 174),,0,2,|,,0   4,| ,67.69  225 | ,65.63,266
 248,Long Island Unive,rsity  =  66.69 ,16,14,65.25( 338),,0,0,|,,0   0,| ,65.97  255 | ,67.17,242
 249,Harvard,=  66.65 ,13,14,67.74( 308),,0,0,|,,0   0,| ,66.63  244 | ,66.45,255
 250,Samford,=  66.64 ,14,16,68.50( 294),,0,0,|,,0   1,| ,67.48  234 | ,65.51,270
FINAL,College Basketball,2008-2009    Div I,ga,mes,only    through,20,9,Apri,l,6,Monday,#NAME?,ampionship Game,,
HOME,ADVANTAGE=  3.81,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 251,Northern Arizona,=  66.49 ,6,19,72.61( 153),,0,0,|,,0   1,| ,64.17  286 | ,68.32,225
 252,New Hampshire,=  66.43 ,13,16,69.29( 267),,0,0,|,,0   1,| ,67.60  230 | ,64.9,273
 253,Yale,=  66.43 ,12,15,68.20( 303),,0,0,|,,0   0,| ,65.96  256 | ,66.67,250
 254,NC Asheville,=  66.26 ,12,16,71.08( 203),,0,2,|,,0   4,| ,68.12  218 | ,63.82,284
 255,Marist,=  66.24 ,10,23,71.87( 176),,0,1,|,,0   1,| ,66.03  253 | ,66.23,257
 256,Tennessee Tech,=  66.23 ,10,18,69.41( 264),,0,0,|,,0   1,| ,64.21  285 | ,67.81,231
 257,McNeese State,=  66.20 ,9,18,69.92( 246),,0,0,|,,0   2,| ,64.36  282 | ,67.63,239
 258,Jacksonville Stat,e      =  66.16 ,9,17,70.09( 236),,0,0,|,,0   0,| ,64.85  274 | ,67.17,243
 259,Lehigh,=  66.10 ,15,14,65.43( 336),,0,0,|,,0   0,| ,65.98  254 | ,66,260
 260,Appalachian State,=  66.07 ,12,18,69.25( 268),,0,1,|,,0   1,| ,66.39  247 | ,65.51,269
FINAL,College Basketball,2008-2009    Div I,ga,mes,only    through,20,9,Apri,l,6,Monday,#NAME?,ampionship Game,,
HOME,ADVANTAGE=  3.81,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 261,Campbell,=  65.99 ,12,16,67.41( 313),,0,0,|,,0   0,| ,65.27  261 | ,66.48,254
 262,Jackson State,=  65.86 ,18,15,66.54( 326),,0,3,|,,0   6,| ,64.90  273 | ,66.56,251
 263,Saint Peter's,=  65.75 ,11,19,69.88( 249),,0,0,|,,0   0,| ,66.24  249 | ,65.01,272
 264,Stetson,=  65.66 ,11,17,70.44( 226),,0,2,|,,0   5,| ,65.38  259 | ,65.72,264
 265,Louisiana-Lafayet,te     =  65.60 ,9,20,71.14( 200),,0,0,|,,0   2,| ,64.92  272 | ,66.05,258
 266,Central Michigan,=  65.56 ,12,19,68.69( 290),,0,1,|,,0   1,| ,64.29  284 | ,66.52,253
 267,Hampton,=  65.54 ,15,16,66.81( 321),,0,0,|,,0   1,| ,66.26  248 | ,64.52,275
 268,Western Michigan,=  65.52 ,10,21,69.47( 263),,0,0,|,,0   0,| ,63.44  290 | ,67.12,245
 269,Coppin State,=  65.50 ,12,19,70.83( 211),,0,5,|,,0   6,| ,65.28  260 | ,65.49,271
 270,Detroit,=  65.36 ,6,23,74.77(  91),,0,2,|,,0   4,| ,64.96  270 | ,65.53,268
FINAL,College Basketball,2008-2009    Div I,ga,mes,only    through,20,9,Apri,l,6,Monday,#NAME?,ampionship Game,,
HOME,ADVANTAGE=  3.81,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 271,Princeton,=  65.35 ,12,14,65.95( 329),,0,0,|,,0   0,| ,64.46  279 | ,65.99,261
 272,North Dakota,=  65.17 ,5,10,72.56( 157),,0,0,|,,0   1,| ,67.42  235 | ,62.04,302
 273,Pennsylvania,=  65.03 ,10,18,69.47( 262),,0,2,|,,0   3,| ,63.70  288 | ,66.04,259
 274,Tennessee State,=  65.00 ,11,17,69.55( 259),,0,0,|,,0   0,| ,65.24  262 | ,64.53,274
 275,Eastern Illinois,=  64.97 ,10,18,68.79( 283),,0,0,|,,0   0,| ,63.95  287 | ,65.7,265
 276,Quinnipiac,=  64.95 ,15,16,65.71( 331),,0,0,|,,0   0,| ,65.16  265 | ,64.5,276
 277,Winthrop,=  64.93 ,10,19,70.46( 224),,0,0,|,,0   1,| ,66.07  252 | ,63.4,287
 278,Wagner,=  64.88 ,16,14,65.06( 339),,0,0,|,,0   1,| ,65.41  258 | ,64.07,280
 279,Centenary,=  64.72 ,8,23,72.49( 159),,0,1,|,,0   4,| ,62.69  300 | ,66.27,256
 280,SC State,=  64.67 ,13,14,65.40( 337),,0,1,|,,0   1,| ,64.95  271 | ,64.16,279
FINAL,College Basketball,2008-2009    Div I,ga,mes,only    through,20,9,Apri,l,6,Monday,#NAME?,ampionship Game,,
HOME,ADVANTAGE=  3.81,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 281,Central Connectic,ut St. =  64.65 ,13,17,67.70( 310),,0,1,|,,0   1,| ,65.03  267 | ,64.03,282
 282,CS Bakersfield,=  64.52 ,8,21,71.51( 185),,0,0,|,,0   2,| ,64.33  283 | ,64.5,277
 283,Cal Poly-SLO,=  64.52 ,7,21,70.44( 227),,0,0,|,,0   2,| ,62.84  297 | ,65.79,262
 284,New Orleans,=  64.40 ,10,19,69.29( 266),,0,0,|,,0   0,| ,64.97  269 | ,63.56,285
 285,Columbia,=  63.95 ,12,16,66.01( 328),,0,0,|,,0   0,| ,63.64  289 | ,64.03,281
 286,Pepperdine,=  63.87 ,7,23,74.30( 100),,0,3,|,,0   7,| ,65.08  266 | ,62.22,300
 287,Bethune-Cookman,=  63.79 ,14,16,65.65( 332),,0,0,|,,0   0,| ,64.44  281 | ,62.84,292
 288,Louisiana-Monroe,=  63.72 ,9,20,70.53( 219),,0,0,|,,0   0,| ,64.74  276 | ,62.32,296
 289,Elon,=  63.63 ,9,20,70.29( 230),,0,1,|,,0   2,| ,64.64  278 | ,62.23,299
 290,NC A&T,=  63.48 ,13,16,66.54( 327),,0,0,|,,0   1,| ,64.45  280 | ,62.13,301
FINAL,College Basketball,2008-2009    Div I,ga,mes,only    through,20,9,Apri,l,6,Monday,#NAME?,ampionship Game,,
HOME,ADVANTAGE=  3.81,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 291,Coastal Carolina,=  63.33 ,8,19,68.89( 279),,0,0,|,,0   1,| ,63.37  291 | ,63.08,288
 292,Florida Atlantic,=  63.16 ,6,26,71.99( 170),,0,0,|,,0   2,| ,61.45  312 | ,64.43,278
 293,NC Wilmington,=  63.14 ,7,25,73.09( 137),,0,1,|,,0   2,| ,64.65  277 | ,61.02,309
 294,Army,=  63.06 ,11,19,66.88( 319),,0,0,|,,0   1,| ,63.06  295 | ,62.84,293
 295,Savannah State,=  63.06 ,11,14,69.08( 272),,0,2,|,,0   5,| ,65.02  268 | ,60.17,316
 296,USC Upstate,=  62.88 ,9,21,70.46( 223),,0,1,|,,0   2,| ,63.21  293 | ,62.3,298
 297,UMKC,=  62.85 ,7,24,71.26( 195),,0,1,|,,0   2,| ,61.42  313 | ,63.91,283
 298,Northern Illinois,=  62.81 ,9,20,68.05( 305),,0,0,|,,0   0,| ,61.90  307 | ,63.44,286
 299,Maine,=  62.80 ,8,21,69.58( 258),,0,1,|,,0   1,| ,62.32  301 | ,63.05,289
 300,St. Francis-NY,=  62.65 ,10,20,68.00( 306),,0,0,|,,0   0,| ,62.75  299 | ,62.32,297
FINAL,College Basketball,2008-2009    Div I,ga,mes,only    through,20,9,Apri,l,6,Monday,#NAME?,ampionship Game,,
HOME,ADVANTAGE=  3.81,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 301,Toledo,=  62.57 ,6,25,72.34( 163),,0,1,|,,0   2,| ,61.89  308 | ,63,290
 302,Norfolk State,=  62.48 ,13,18,65.58( 335),,0,0,|,,0   1,| ,63.16  294 | ,61.49,306
 303,Bucknell,=  62.30 ,7,23,70.20( 233),,0,1,|,,0   2,| ,61.94  306 | ,62.44,295
 304,Longwood,=  62.20 ,13,14,65.05( 340),,0,1,|,,0   2,| ,63.24  292 | ,60.74,311
 305,Florida Gulf Coas,t      =  62.18 ,10,20,68.74( 288),,0,1,|,,0   4,| ,62.13  303 | ,62.01,303
 306,Colgate,=  62.03 ,10,20,68.19( 304),,0,1,|,,0   2,| ,62.84  298 | ,60.86,310
 307,Brown,=  62.02 ,9,19,68.45( 296),,0,0,|,,0   0,| ,62.02  305 | ,61.8,304
 308,Western Illinois,=  61.82 ,8,20,69.23( 269),,0,0,|,,0   1,| ,60.62  317 | ,62.68,294
 309,Georgia Southern,=  61.81 ,7,22,70.69( 214),,0,1,|,,0   2,| ,62.21  302 | ,61.15,307
 310,Prairie View A&M,=  61.76 ,13,16,65.03( 341),,0,2,|,,0   3,| ,60.11  323 | ,62.95,291
FINAL,College Basketball,2008-2009    Div I,ga,mes,only    through,20,9,Apri,l,6,Monday,#NAME?,ampionship Game,,
HOME,ADVANTAGE=  3.81,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 311,SIU-Edwardsville,=  61.32 ,4,19,73.63( 118),,0,1,|,,0   2,| ,62.95  296 | ,58.89,325
 312,Eastern Michigan,=  61.26 ,6,24,71.38( 188),,0,2,|,,0   3,| ,60.78  316 | ,61.51,305
 313,Hartford,=  61.11 ,7,26,71.03( 204),,0,1,|,,0   3,| ,60.95  315 | ,61.05,308
 314,Lafayette,=  61.07 ,8,22,68.39( 299),,0,0,|,,0   1,| ,61.55  311 | ,60.31,315
 315,Charleston Southe,rn     =  60.90 ,6,20,68.98( 276),,0,0,|,,0   1,| ,61.01  314 | ,60.55,313
 316,High Point,=  60.74 ,6,21,68.77( 285),,0,0,|,,0   1,| ,60.56  318 | ,60.71,312
 317,Northwestern Stat,e      =  60.68 ,8,20,69.87( 250),,0,1,|,,0   2,| ,62.08  304 | ,58.6,328
 318,Central Arkansas,=  60.67 ,6,19,69.93( 244),,0,0,|,,0   0,| ,61.66  310 | ,59.23,321
 319,Ark.-Pine Bluff,=  60.27 ,13,18,67.28( 316),,0,2,|,,0   4,| ,60.41  320 | ,59.89,318
 320,Delaware State,=  60.22 ,7,23,70.39( 228),,0,2,|,,0   5,| ,59.84  327 | ,60.37,314
FINAL,College Basketball,2008-2009    Div I,ga,mes,only    through,20,9,Apri,l,6,Monday,#NAME?,ampionship Game,,
HOME,ADVANTAGE=  3.81,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 321,Dartmouth,=  60.20 ,8,19,67.06( 318),,0,0,|,,0   1,| ,60.16  322 | ,60.03,317
 322,Fordham,=  60.17 ,3,25,74.23( 105),,0,3,|,,0   3,| ,60.29  321 | ,59.81,319
 323,Loyola Marymount,=  60.11 ,3,28,74.76(  92),,0,3,|,,0   7,| ,60.52  319 | ,59.41,320
 324,Florida A&M,=  60.06 ,10,21,68.28( 300),,0,0,|,,0   3,| ,61.82  309 | ,57.25,333
 325,Monmouth-NJ,=  59.30 ,8,23,67.41( 314),,0,1,|,,0   1,| ,59.32  330 | ,59.05,323
 326,Bryant,=  59.29 ,8,21,68.65( 291),,0,1,|,,0   2,| ,60.09  325 | ,58.08,329
 327,St. Francis-Pa.,=  58.95 ,6,23,68.25( 301),,0,0,|,,0   0,| ,58.83  331 | ,58.85,326
 328,Howard,=  58.92 ,8,23,67.39( 315),,0,0,|,,0   1,| ,59.93  326 | ,57.4,332
 329,NC Greensboro,=  58.89 ,4,25,70.50( 221),,0,0,|,,0   0,| ,59.45  329 | ,58.01,330
 330,Houston Baptist,=  58.49 ,4,25,72.17( 168),,0,2,|,,0   4,| ,57.63  334 | ,59.06,322
FINAL,College Basketball,2008-2009    Div I,ga,mes,only    through,20,9,Apri,l,6,Monday,#NAME?,ampionship Game,,
HOME,ADVANTAGE=  3.81,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 331,Fairleigh Dickins,on     =  58.43 ,7,23,68.78( 284),,0,1,|,,0   1,| ,59.54  328 | ,56.72,337
 332,North Florida(UNF,)      =  58.37 ,7,22,69.02( 275),,0,1,|,,0   3,| ,60.10  324 | ,55.48,340
 333,Texas-Pan America,n      =  58.31 ,6,17,66.63( 325),,0,0,|,,0   1,| ,57.32  336 | ,58.98,324
 334,Furman,=  58.21 ,4,24,70.03( 238),,0,0,|,,0   1,| ,58.40  332 | ,57.77,331
 335,Kennesaw State,=  56.94 ,6,22,66.65( 324),,0,0,|,,0   0,| ,57.98  333 | ,55.32,341
 336,Texas Southern,=  56.86 ,7,25,67.50( 312),,0,4,|,,0   4,| ,53.60  341 | ,58.73,327
 337,Sacramento State,=  56.86 ,2,27,71.36( 189),,0,0,|,,0   0,| ,57.01  337 | ,56.48,338
 338,Winston-Salem Sta,te     =  56.13 ,6,22,66.81( 320),,0,1,|,,0   1,| ,57.32  335 | ,54.2,342
 339,SE Missouri State,(SEMO) =  55.90 ,2,27,69.91( 247),,0,0,|,,0   1,| ,53.89  340 | ,57.18,334
 340,Southern Universi,ty     =  55.79 ,8,21,63.33( 346),,0,0,|,,0   1,| ,54.18  339 | ,56.86,336
FINAL,College Basketball,2008-2009    Div I,ga,mes,only    through,20,9,Apri,l,6,Monday,#NAME?,ampionship Game,,
HOME,ADVANTAGE=  3.81,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 341,MVSU(Miss. Valley,St.)  =  55.78 ,7,25,67.53( 311),,0,2,|,,0   3,| ,53.58  342 | ,57.15,335
 342,Md.-Eastern Shore,(UMES) =  54.99 ,7,23,64.94( 342),,0,1,|,,0   1,| ,56.16  338 | ,53.02,343
 343,Alabama A&M,=  54.82 ,7,17,63.05( 347),,0,0,|,,0   0,| ,53.55  343 | ,55.66,339
 344,NC Central,=  52.23 ,3,26,70.23( 231),,0,1,|,,0   4,| ,52.83  344 | ,51.22,346
 345,Grambling,=  51.69 ,5,23,64.64( 344),,0,1,|,,0   2,| ,50.84  345 | ,52.22,344
 346,Alcorn State,=  50.73 ,4,24,64.88( 343),,0,1,|,,0   2,| ,49.53  346 | ,51.49,345
 347,NJIT(New Jersey T,ech)   =  47.92 ,1,30,65.64( 333),,0,0,|,,0   1,| ,47.62  347 | ,48.01,347
