 184,Toledo,=  71.62 ,15,13,70.42( 239),,0,,1,|,,0   1,|   71.97  179 | ,71.17,189
 185,Houston,=  71.59 ,19,13,69.01( 282),,0,,0,|,,0   1,|   70.87  192 | ,72.2,167
 186,Charleston Southe,rn     =  71.29 ,16,13,67.75( 315),,0,,2,|,,0   2,|   70.26  199 | ,72.2,168
 187,Texas Southern,=  71.21 ,17,14,66.72( 333),,0,,1,|,,0   5,|   69.71  216 | ,72.56,160
 188,Buffalo,=  71.13 ,12,20,73.01( 141),,0,,0,|,,0   1,|   71.15  189 | ,71,191
 189,Lafayette,=  71.12 ,18,15,71.10( 207),,0,,1,|,,0   2,|   71.25  186 | ,70.89,193
 190,Rhode Island,=  70.87 ,8,21,76.75(  78),,1,,3,|,,1   6,|   70.43  197 | ,71.2,188
FINAL,College Basketball,2012-2013    Div I,ga,mes,only   through,201,3,Ap,ril,,8 Mo,nday -,NCAA Championship,,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_SCORE    | PR,EDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.47]       [ ,3.52],
 191,Georgia State,=  70.83 ,14,16,70.60( 231),,0,,1,|,,0   1,|   70.21  202 | ,71.34,184
 192,Long Island U.,=  70.79 ,20,14,68.62( 292),,0,,0,|,,0   1,|   71.22  188 | ,70.26,199
 193,South Alabama,=  70.74 ,16,13,70.44( 236),,0,,0,|,,0   2,|   71.03  190 | ,70.33,197
 194,Mount St. Mary's,=  70.68 ,18,14,70.53( 233),,0,,3,|,,0   3,|   72.38  175 | ,68.79,221
 195,Auburn,=  70.59 ,9,23,75.90( 100),,0,,1,|,,0   7,|   69.60  217 | ,71.45,181
 196,USC Upstate,=  70.52 ,14,17,69.70( 263),,0,,1,|,,0   3,|   70.06  207 | ,70.86,194
 197,Norfolk State,=  70.42 ,21,12,67.81( 313),,0,,0,|,,0   3,|   71.41  184 | ,69.29,212
 198,Gardner-Webb,=  70.40 ,18,13,67.46( 325),,0,,0,|,,0   3,|   69.77  213 | ,70.92,192
 199,Columbia,=  70.38 ,10,16,70.42( 238),,0,,0,|,,0   0,|   69.89  210 | ,70.75,195
 200,Quinnipiac,=  70.34 ,15,16,70.29( 244),,0,,0,|,,0   1,|   70.89  191 | ,69.68,210
FINAL,College Basketball,2012-2013    Div I,ga,mes,only   through,201,3,Ap,ril,,8 Mo,nday -,NCAA Championship,,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_SCORE    | PR,EDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.47]       [ ,3.52],
 201,Oakland-Mich.,=  70.33 ,14,17,73.11( 138),,0,,2,|,,0   2,|   70.46  196 | ,70.09,200
 202,Jacksonville Stat,e      =  70.27 ,15,11,69.80( 259),,0,,1,|,,0   4,|   70.64  193 | ,69.8,206
 203,CS Fullerton,=  70.24 ,12,18,70.62( 229),,0,,0,|,,0   0,|   70.40  198 | ,69.97,203
 204,Savannah State,=  70.20 ,17,15,69.22( 276),,0,,4,|,,0   5,|   70.57  194 | ,69.72,208
 205,South Carolina,=  70.17 ,14,18,73.22( 134),,0,,1,|,,1   4,|   70.20  203 | ,70.03,201
 206,Idaho,=  70.14 ,11,18,72.96( 143),,0,,1,|,,0   1,|   69.73  215 | ,70.44,196
 207,Hawai'i,=  70.12 ,16,15,70.03( 255),,0,,1,|,,0   4,|   70.25  200 | ,69.89,204
 208,Yale,=  70.06 ,12,17,72.99( 142),,0,,3,|,,0   3,|   70.18  204 | ,69.83,205
 209,Missouri State,=  69.95 ,9,22,77.30(  66),,0,,5,|,,0   7,|   70.50  195 | ,69.28,214
 210,CS Northridge,=  69.71 ,12,17,71.39( 187),,0,,0,|,,0   1,|   70.22  201 | ,69.08,217
FINAL,College Basketball,2012-2013    Div I,ga,mes,only   through,201,3,Ap,ril,,8 Mo,nday -,NCAA Championship,,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_SCORE    | PR,EDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.47]       [ ,3.52],
 211,Elon,=  69.70 ,19,12,67.65( 320),,0,,1,|,,0   2,|   69.29  220 | ,69.99,202
 212,NC Asheville,=  69.66 ,13,16,69.28( 274),,0,,1,|,,0   2,|   68.89  224 | ,70.3,198
 213,Loyola Marymount,=  69.58 ,10,22,75.07( 113),,0,,6,|,,0   7,|   69.88  211 | ,69.16,216
 214,Morgan State,=  69.55 ,17,15,67.46( 323),,0,,0,|,,0   1,|   69.30  219 | ,69.69,209
 215,Pepperdine,=  69.55 ,11,18,73.66( 127),,0,,4,|,,0   4,|   69.73  214 | ,69.25,215
 216,UC Davis,=  69.51 ,14,17,70.61( 230),,0,,0,|,,0   1,|   69.98  208 | ,68.93,220
 217,Morehead State,=  69.44 ,13,18,72.45( 158),,0,,0,|,,0   3,|   70.09  206 | ,68.67,222
 218,Marshall,=  69.43 ,12,19,73.59( 130),,0,,0,|,,0   4,|   69.78  212 | ,68.97,219
 219,Ark.-Little Rock,=  69.40 ,16,15,70.39( 240),,0,,0,|,,0   4,|   70.12  205 | ,68.55,224
 220,St. Francis-NY,=  69.36 ,12,18,70.83( 223),,0,,0,|,,0   1,|   69.58  218 | ,69.03,218
FINAL,College Basketball,2012-2013    Div I,ga,mes,only   through,201,3,Ap,ril,,8 Mo,nday -,NCAA Championship,,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_SCORE    | PR,EDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.47]       [ ,3.52],
 221,William & Mary,=  69.28 ,12,17,70.28( 245),,0,,0,|,,0   0,|   68.77  226 | ,69.66,211
 222,Bowling Green,=  69.12 ,11,19,71.38( 189),,0,,1,|,,0   2,|   68.34  233 | ,69.76,207
 223,Hartford,=  69.06 ,17,14,69.80( 260),,0,,0,|,,0   2,|   69.90  209 | ,68.09,228
 224,UC Santa Barbara,=  68.94 ,9,20,73.59( 131),,0,,0,|,,0   1,|   69.24  222 | ,68.53,225
 225,Stetson,=  68.61 ,14,16,69.76( 262),,0,,2,|,,0   2,|   69.02  223 | ,68.08,229
 226,High Point,=  68.40 ,15,14,66.63( 335),,0,,0,|,,0   0,|   67.34  244 | ,69.29,213
 227,Texas Tech,=  68.36 ,11,20,76.56(  84),,1,,5,|,,1  11,|   68.82  225 | ,67.79,234
 228,Sam Houston State,=  68.30 ,14,17,68.94( 286),,0,,1,|,,0   1,|   68.63  227 | ,67.86,233
 229,SE Missouri State,(SEMO) =  68.30 ,15,16,67.68( 318),,0,,1,|,,0   3,|   68.08  236 | ,68.42,226
 230,Louisiana-Lafayet,te     =  68.09 ,12,20,70.95( 216),,0,,1,|,,0   4,|   67.64  242 | ,68.41,227
FINAL,College Basketball,2012-2013    Div I,ga,mes,only   through,201,3,Ap,ril,,8 Mo,nday -,NCAA Championship,,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_SCORE    | PR,EDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.47]       [ ,3.52],
 231,Brown,=  68.07 ,12,15,70.94( 219),,0,,0,|,,0   1,|   68.57  229 | ,67.44,238
 232,Florida Atlantic,=  68.05 ,13,18,70.28( 246),,0,,1,|,,0   4,|   68.57  228 | ,67.41,239
 233,Marist,=  67.99 ,10,21,72.74( 153),,0,,0,|,,0   0,|   68.55  230 | ,67.31,241
 234,Duquesne,=  67.96 ,8,22,76.22(  91),,0,,4,|,,1   6,|   67.72  239 | ,68.07,230
 235,Cleveland State,=  67.95 ,11,18,74.14( 123),,0,,1,|,,0   2,|   69.27  221 | ,66.41,256
 236,NC A&T,=  67.92 ,19,17,67.85( 312),,0,,2,|,,0   3,|   67.78  238 | ,67.95,231
 237,Holy Cross,=  67.92 ,12,18,71.10( 209),,0,,0,|,,0   0,|   67.99  237 | ,67.73,235
 238,North Florida(UNF,)      =  67.86 ,12,19,71.31( 193),,0,,2,|,,0   5,|   68.23  234 | ,67.38,240
 239,Eastern Michigan,=  67.84 ,13,18,71.14( 205),,0,,2,|,,0   3,|   68.46  231 | ,67.09,244
 240,Mississippi State,=  67.73 ,10,22,76.17(  92),,0,,3,|,,1   7,|   68.36  232 | ,66.97,248
FINAL,College Basketball,2012-2013    Div I,ga,mes,only   through,201,3,Ap,ril,,8 Mo,nday -,NCAA Championship,,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_SCORE    | PR,EDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.47]       [ ,3.52],
 241,Coastal Carolina,=  67.64 ,11,15,68.38( 301),,0,,0,|,,0   1,|   66.49  254 | ,68.6,223
 242,Miami-Ohio,=  67.42 ,8,22,73.52( 133),,0,,1,|,,0   2,|   67.72  240 | ,67.01,246
 243,Central Connectic,ut St. =  67.36 ,13,17,70.15( 250),,0,,2,|,,1   2,|   68.08  235 | ,66.49,255
 244,Northern Kentucky,=  67.34 ,11,16,69.50( 270),,0,,1,|,,0   1,|   67.67  241 | ,66.89,249
 245,CS Bakersfield,=  67.11 ,10,16,71.35( 191),,0,,0,|,,0   3,|   66.81  248 | ,67.3,242
 246,Central Michigan,=  67.09 ,10,20,72.11( 166),,0,,1,|,,0   2,|   66.50  253 | ,67.54,237
 247,Fordham,=  66.95 ,7,24,77.94(  49),,0,,3,|,,0   8,|   67.24  246 | ,66.54,252
 248,Fort Wayne(IPFW),=  66.89 ,14,17,68.97( 285),,0,,0,|,,0   1,|   66.62  250 | ,67.06,245
 249,Ball State,=  66.77 ,14,15,70.03( 254),,0,,1,|,,0   2,|   67.25  245 | ,66.17,261
 250,South Dakota,=  66.75 ,8,20,71.30( 194),,0,,1,|,,0   3,|   66.74  249 | ,66.65,251
FINAL,College Basketball,2012-2013    Div I,ga,mes,only   through,201,3,Ap,ril,,8 Mo,nday -,NCAA Championship,,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_SCORE    | PR,EDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.47]       [ ,3.52],
 251,Seattle,=  66.74 ,7,22,71.01( 211),,0,,0,|,,0   1,|   65.33  274 | ,67.91,232
 252,Wofford,=  66.56 ,12,19,68.83( 290),,0,,0,|,,0   2,|   65.86  264 | ,67.12,243
 253,TCU,=  66.54 ,10,21,75.88( 102),,1,,3,|,,1   9,|   66.48  255 | ,66.49,254
 254,Cornell,=  66.53 ,12,18,71.16( 203),,0,,2,|,,0   2,|   66.61  251 | ,66.34,258
 255,Northern Colorado,=  66.50 ,11,18,68.28( 303),,0,,1,|,,0   2,|   66.54  252 | ,66.37,257
 256,Texas-San Antonio,(UTSA) =  66.50 ,10,22,71.83( 172),,0,,1,|,,0   1,|   66.17  260 | ,66.72,250
 257,Maine,=  66.46 ,10,19,71.10( 208),,0,,0,|,,0   0,|   67.49  243 | ,65.24,270
 258,Pennsylvania,=  66.32 ,9,22,72.36( 162),,0,,0,|,,0   3,|   65.99  262 | ,66.54,253
 259,Western Carolina,=  66.27 ,12,19,68.39( 300),,0,,2,|,,0   3,|   64.53  284 | ,67.68,236
 260,North Texas,=  66.26 ,11,19,70.04( 252),,0,,2,|,,0   5,|   65.36  273 | ,66.98,247
FINAL,College Basketball,2012-2013    Div I,ga,mes,only   through,201,3,Ap,ril,,8 Mo,nday -,NCAA Championship,,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_SCORE    | PR,EDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.47]       [ ,3.52],
 261,Portland,=  66.25 ,9,21,75.65( 104),,0,,5,|,,0   8,|   66.21  259 | ,66.17,260
 262,New Hampshire,=  66.21 ,8,20,70.95( 217),,0,,0,|,,0   1,|   66.32  256 | ,66,263
 263,North Dakota,=  66.13 ,14,17,68.17( 306),,0,,0,|,,0   1,|   66.26  257 | ,65.89,265
 264,Texas State,=  65.95 ,11,22,71.67( 177),,0,,0,|,,0   0,|   65.45  271 | ,66.31,259
 265,NJIT(New Jersey T,ech)   =  65.93 ,12,13,64.95( 345),,0,,0,|,,0   0,|   65.65  268 | ,66.09,262
 266,Colgate,=  65.78 ,11,21,71.61( 179),,0,,2,|,,0   3,|   65.69  266 | ,65.76,266
 267,Appalachian State,=  65.76 ,13,16,67.32( 328),,0,,0,|,,0   1,|   65.43  272 | ,65.97,264
 268,Sacred Heart,=  65.71 ,9,20,71.58( 180),,0,,0,|,,0   1,|   66.26  258 | ,65.02,274
 269,Tennessee Tech,=  65.65 ,10,17,70.97( 215),,0,,0,|,,0   3,|   66.82  247 | ,64.24,283
 270,American U.,=  65.45 ,10,20,71.21( 201),,0,,3,|,,0   3,|   65.55  270 | ,65.24,269
FINAL,College Basketball,2012-2013    Div I,ga,mes,only   through,201,3,Ap,ril,,8 Mo,nday -,NCAA Championship,,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_SCORE    | PR,EDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.47]       [ ,3.52],
 271,Hampton,=  65.25 ,14,17,66.67( 334),,0,,0,|,,0   0,|   65.28  275 | ,65.11,273
 272,Bethune-Cookman,=  65.20 ,12,20,68.49( 296),,0,,1,|,,0   1,|   65.03  278 | ,65.26,268
 273,Winthrop,=  65.09 ,11,17,68.88( 289),,0,,2,|,,0   2,|   64.45  286 | ,65.59,267
 274,Jacksonville,=  65.03 ,12,18,69.56( 267),,0,,2,|,,0   2,|   65.67  267 | ,64.24,282
 275,Saint Peter's,=  65.01 ,9,21,71.70( 176),,0,,0,|,,0   0,|   65.21  276 | ,64.7,277
 276,Siena,=  64.93 ,8,24,72.47( 157),,0,,0,|,,0   1,|   66.05  261 | ,63.57,292
 277,Eastern Illinois,=  64.91 ,11,20,68.99( 284),,0,,1,|,,0   2,|   64.79  283 | ,64.92,275
 278,SE Louisiana,=  64.88 ,11,18,70.51( 234),,0,,3,|,,0   3,|   65.55  269 | ,64.06,284
 279,Delaware State,=  64.86 ,13,18,68.49( 297),,0,,1,|,,0   1,|   65.84  265 | ,63.68,290
 280,Troy,=  64.82 ,12,21,69.12( 279),,0,,0,|,,0   2,|   65.06  277 | ,64.47,279
FINAL,College Basketball,2012-2013    Div I,ga,mes,only   through,201,3,Ap,ril,,8 Mo,nday -,NCAA Championship,,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_SCORE    | PR,EDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.47]       [ ,3.52],
 281,Sacramento State,=  64.77 ,12,15,66.78( 332),,0,,0,|,,0   0,|   64.91  281 | ,64.52,278
 282,Lipscomb,=  64.72 ,11,18,70.93( 220),,0,,0,|,,0   5,|   65.99  263 | ,63.16,297
 283,Dartmouth,=  64.70 ,8,19,70.95( 218),,0,,0,|,,0   0,|   64.52  285 | ,64.77,276
 284,Liberty,=  64.61 ,12,21,67.80( 314),,0,,1,|,,0   1,|   63.90  291 | ,65.16,271
 285,NC Wilmington,=  64.40 ,9,20,71.06( 210),,0,,0,|,,0   0,|   65.01  279 | ,63.65,291
 286,Old Dominion,=  64.39 ,5,25,71.21( 200),,0,,1,|,,1   1,|   63.42  297 | ,65.15,272
 287,Georgia Southern,=  64.35 ,12,19,68.58( 293),,0,,0,|,,0   0,|   64.17  290 | ,64.42,280
 288,Ark.-Pine Bluff,=  64.15 ,16,14,66.40( 337),,0,,2,|,,0   3,|   64.96  280 | ,63.16,296
 289,McNeese State,=  63.98 ,11,17,69.77( 261),,0,,0,|,,0   2,|   64.90  282 | ,62.85,303
 290,Milwaukee,=  63.76 ,6,24,73.63( 128),,0,,1,|,,0   1,|   64.18  289 | ,63.22,295
FINAL,College Basketball,2012-2013    Div I,ga,mes,only   through,201,3,Ap,ril,,8 Mo,nday -,NCAA Championship,,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_SCORE    | PR,EDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.47]       [ ,3.52],
 291,Nicholls State,=  63.75 ,9,21,69.81( 258),,0,,1,|,,0   2,|   63.61  294 | ,63.78,288
 292,San Jose State,=  63.73 ,8,20,71.84( 171),,0,,1,|,,0   1,|   64.20  287 | ,63.13,298
 293,VMI,=  63.65 ,11,17,67.09( 331),,0,,0,|,,0   0,|   63.49  295 | ,63.69,289
 294,Campbell,=  63.44 ,11,19,67.38( 326),,0,,2,|,,0   3,|   62.96  301 | ,63.79,287
 295,Central Arkansas,=  63.41 ,11,17,68.00( 308),,0,,0,|,,0   1,|   63.47  296 | ,63.23,294
 296,Samford,=  63.40 ,10,21,67.99( 309),,0,,2,|,,0   4,|   62.62  304 | ,64,285
 297,Utah Valley,=  63.37 ,10,18,67.33( 327),,0,,0,|,,0   0,|   63.37  298 | ,63.27,293
 298,Monmouth-NJ,=  63.37 ,10,21,70.24( 247),,0,,1,|,,0   2,|   64.20  288 | ,62.35,308
 299,Radford,=  63.26 ,10,19,67.27( 330),,0,,0,|,,0   0,|   62.36  309 | ,63.95,286
 300,Northern Arizona,=  63.04 ,11,21,69.45( 271),,0,,2,|,,0   4,|   63.64  293 | ,62.28,310
FINAL,College Basketball,2012-2013    Div I,ga,mes,only   through,201,3,Ap,ril,,8 Mo,nday -,NCAA Championship,,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_SCORE    | PR,EDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.47]       [ ,3.52],
 301,Hofstra,=  62.95 ,6,25,71.63( 178),,0,,0,|,,0   0,|   63.32  299 | ,62.45,306
 302,SIU-Edwardsville,=  62.80 ,7,18,69.14( 277),,0,,1,|,,0   3,|   62.57  305 | ,62.92,301
 303,NC Greensboro,=  62.75 ,7,22,67.72( 316),,0,,0,|,,0   1,|   60.55  322 | ,64.34,281
 304,Chicago State,=  62.74 ,7,22,69.11( 280),,0,,1,|,,0   3,|   62.37  308 | ,62.98,299
 305,UMBC,=  62.66 ,7,23,71.36( 190),,0,,1,|,,0   1,|   63.07  300 | ,62.13,313
 306,East Tennessee St,ate    =  62.65 ,9,22,71.93( 170),,0,,2,|,,0   4,|   63.81  292 | ,61.19,316
 307,Navy,=  62.62 ,7,23,70.03( 253),,0,,0,|,,0   0,|   62.76  302 | ,62.38,307
 308,Eastern Washingto,n      =  62.52 ,10,21,67.65( 321),,0,,1,|,,0   1,|   62.00  310 | ,62.9,302
 309,Chattanooga,=  62.37 ,11,19,67.46( 324),,0,,1,|,,0   1,|   61.61  314 | ,62.95,300
 310,Montana State,=  62.33 ,11,17,66.36( 338),,0,,0,|,,0   0,|   61.79  312 | ,62.72,305
FINAL,College Basketball,2012-2013    Div I,ga,mes,only   through,201,3,Ap,ril,,8 Mo,nday -,NCAA Championship,,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_SCORE    | PR,EDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.47]       [ ,3.52],
 311,Southern Utah,=  61.99 ,9,20,68.05( 307),,0,,1,|,,0   1,|   61.99  311 | ,61.88,314
 312,Coppin State,=  61.91 ,7,24,70.36( 242),,0,,1,|,,0   2,|   61.56  315 | ,62.14,312
 313,Austin Peay,=  61.89 ,6,23,69.64( 265),,0,,0,|,,0   2,|   61.45  316 | ,62.19,311
 314,Portland State,=  61.83 ,6,20,67.53( 322),,0,,1,|,,0   2,|   60.53  323 | ,62.8,304
 315,UC Riverside,=  61.75 ,4,24,71.57( 182),,0,,0,|,,0   0,|   62.48  306 | ,60.83,320
 316,Texas-Pan America,n      =  61.74 ,12,16,65.98( 341),,0,,0,|,,0   1,|   62.40  307 | ,60.91,318
 317,Texas A&M-CorpusC,hristi =  61.57 ,5,23,70.81( 224),,0,,0,|,,0   1,|   60.60  321 | ,62.31,309
 318,Omaha(Neb.-Omaha),=  61.44 ,10,19,70.00( 256),,0,,2,|,,0   2,|   62.63  303 | ,59.9,324
 319,Kansas City(UMKC),=  61.21 ,7,24,70.99( 213),,0,,3,|,,0   4,|   61.68  313 | ,60.59,322
 320,Jackson State,=  61.10 ,11,18,65.52( 344),,0,,1,|,,0   2,|   60.92  318 | ,61.17,317
FINAL,College Basketball,2012-2013    Div I,ga,mes,only   through,201,3,Ap,ril,,8 Mo,nday -,NCAA Championship,,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_SCORE    | PR,EDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.47]       [ ,3.52],
 321,Northern Illinois,=  60.80 ,4,25,71.24( 197),,0,,0,|,,0   0,|   60.83  319 | ,60.67,321
 322,Rice,=  60.65 ,4,25,72.80( 151),,0,,0,|,,0   2,|   59.89  327 | ,61.21,315
 323,Houston Baptist,=  60.54 ,11,17,66.19( 339),,0,,1,|,,0   1,|   61.34  317 | ,59.54,328
 324,Prairie View A&M,=  60.03 ,12,19,64.84( 346),,0,,0,|,,0   1,|   60.17  324 | ,59.78,325
 325,Louisiana-Monroe,=  59.84 ,4,23,71.75( 174),,0,,0,|,,0   2,|   59.94  326 | ,59.64,326
 326,Saint Francis-Pa.,=  59.83 ,5,24,70.58( 232),,0,,0,|,,0   1,|   60.03  325 | ,59.52,329
 327,Alcorn State,=  59.80 ,9,23,67.67( 319),,0,,1,|,,0   3,|   58.33  333 | ,60.86,319
 328,Idaho State,=  59.75 ,5,24,68.75( 291),,0,,1,|,,0   1,|   58.86  330 | ,60.41,323
 329,Howard,=  59.55 ,6,23,68.46( 298),,0,,2,|,,0   3,|   59.43  328 | ,59.55,327
 330,Fairleigh Dickins,on     =  59.50 ,7,24,70.05( 251),,0,,1,|,,0   1,|   60.82  320 | ,57.7,334
FINAL,College Basketball,2012-2013    Div I,ga,mes,only   through,201,3,Ap,ril,,8 Mo,nday -,NCAA Championship,,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_SCORE    | PR,EDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.47]       [ ,3.52],
 331,Florida A&M,=  59.15 ,6,23,69.38( 273),,0,,0,|,,0   0,|   58.75  331 | ,59.41,330
 332,IUPUI,=  58.67 ,4,26,71.14( 206),,0,,1,|,,0   2,|   58.44  332 | ,58.77,332
 333,Tennessee-Martin,=  58.65 ,7,21,69.60( 266),,0,,1,|,,0   4,|   58.93  329 | ,58.26,333
 334,Kennesaw State,=  58.01 ,3,27,69.68( 264),,0,,1,|,,0   2,|   56.38  338 | ,59.12,331
 335,Alabama State,=  57.72 ,9,22,65.61( 343),,0,,1,|,,0   2,|   57.70  335 | ,57.63,335
 336,The Citadel,=  57.62 ,6,22,67.86( 311),,0,,0,|,,0   0,|   57.70  334 | ,57.44,336
 337,Alabama A&M,=  56.98 ,9,20,65.69( 342),,0,,1,|,,0   1,|   56.52  337 | ,57.29,337
 338,Presbyterian Coll,ege    =  56.75 ,5,24,68.54( 295),,0,,2,|,,0   2,|   56.19  339 | ,57.14,338
 339,Longwood,=  56.51 ,6,25,68.20( 305),,0,,3,|,,0   3,|   56.64  336 | ,56.26,342
 340,SC State,=  56.27 ,4,24,68.93( 288),,0,,0,|,,0   2,|   55.78  342 | ,56.61,339
FINAL,College Basketball,2012-2013    Div I,ga,mes,only   through,201,3,Ap,ril,,8 Mo,nday -,NCAA Championship,,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_SCORE    | PR,EDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.47]       [ ,3.52],
 341,Furman,=  56.26 ,5,24,68.26( 304),,0,,0,|,,0   0,|   55.87  341 | ,56.51,340
 342,Binghamton-NY,=  56.17 ,2,27,70.91( 221),,0,,1,|,,0   1,|   56.18  340 | ,56.04,343
 343,MVSU(Miss. Valley,St.)  =  56.01 ,5,23,66.63( 336),,0,,0,|,,0   3,|   55.37  345 | ,56.46,341
 344,Md.-Eastern Shore,(UMES) =  55.77 ,2,26,69.50( 269),,0,,0,|,,0   2,|   55.64  343 | ,55.78,344
 345,New Orleans,=  54.91 ,4,18,67.96( 310),,0,,0,|,,0   1,|   55.49  344 | ,54.15,346
 346,Lamar,=  54.40 ,3,28,70.91( 222),,0,,0,|,,0   3,|   53.94  346 | ,54.69,345
 347,Grambling State,=  41.57 ,0,28,66.13( 340),,0,,0,|,,0   0,|   39.25  347 | ,42.61,347
