 190,Savannah State,=  71.08 ,19,12,67.72( 329),,0,,3,|,,0   3,|   70.76  194 |   71.05,188
FINAL,College Basketball,2011-2012    Div I,ga,mes,only   through,201,2,Ap,ril,,2 Mo,nday -,NCAA Championship Game,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_CHESS    | PREDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.54]       [  3.46],
 191,Louisiana Tech,=  71.02 ,16,16,72.25( 184),,0,,0,|,,0   0,|   72.47  174 |   70.54,196
 192,Western Kentucky,=  70.96 ,16,19,73.18( 156),,0,,2,|,,0   5,|   72.39  175 |   70.48,197
 193,Florida Atlantic,=  70.93 ,10,19,74.31( 124),,0,,1,|,,0   4,|   69.87  211 |   71.08,187
 194,South Alabama,=  70.91 ,16,12,71.43( 207),,0,,1,|,,0   1,|   73.68  159 |   70.08,204
 195,Boston U.,=  70.88 ,16,16,70.69( 244),,0,,0,|,,0   2,|   70.21  204 |   70.94,190
 196,SMU,=  70.75 ,11,19,73.95( 130),,0,,1,|,,0   1,|   70.52  195 |   70.70,194
 197,Wofford,=  70.72 ,17,14,70.29( 255),,0,,1,|,,0   1,|   71.69  182 |   70.36,199
 198,Miami-Ohio,=  70.66 ,8,21,75.13( 110),,0,,2,|,,1   4,|   68.31  239 |   71.11,185
 199,Ball State,=  70.58 ,14,15,69.57( 285),,0,,0,|,,0   0,|   69.24  226 |   70.80,193
 200,Morehead State,=  70.41 ,15,15,71.14( 225),,0,,0,|,,0   3,|   71.91  180 |   69.91,211
FINAL,College Basketball,2011-2012    Div I,ga,mes,only   through,201,2,Ap,ril,,2 Mo,nday -,NCAA Championship Game,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_CHESS    | PREDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.54]       [  3.46],
 201,Tennessee Tech,=  70.34 ,17,14,71.29( 216),,0,,0,|,,0   4,|   72.53  172 |   69.66,215
 202,Cornell,=  70.34 ,11,16,73.79( 135),,0,,0,|,,0   2,|   71.34  187 |   69.97,207
 203,Louisiana-Lafayet,te     =  70.21 ,15,16,71.47( 206),,0,,0,|,,0   0,|   70.78  192 |   69.95,208
 204,Portland State,=  70.18 ,15,15,69.96( 270),,0,,0,|,,0   0,|   70.00  209 |   70.11,203
 205,IUPUI,=  70.14 ,12,18,72.08( 187),,0,,2,|,,0   2,|   69.75  213 |   70.13,202
 206,Arizona State,=  70.12 ,10,21,76.04(  93),,0,,1,|,,0   6,|   70.46  196 |   69.93,210
 207,Lipscomb,=  70.05 ,12,18,73.36( 152),,0,,1,|,,1   4,|   69.55  218 |   70.06,206
 208,Eastern Washingto,n      =  70.05 ,13,17,70.90( 236),,0,,1,|,,0   2,|   68.64  235 |   70.28,200
 209,Wright State,=  69.95 ,12,19,73.98( 129),,0,,2,|,,0   3,|   71.59  186 |   69.41,219
 210,Hawaii,=  69.95 ,14,16,72.03( 188),,0,,1,|,,1   2,|   71.15  189 |   69.53,216
FINAL,College Basketball,2011-2012    Div I,ga,mes,only   through,201,2,Ap,ril,,2 Mo,nday -,NCAA Championship Game,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_CHESS    | PREDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.54]       [  3.46],
 211,Southern Californ,ia     =  69.91 ,6,26,78.38(  42),,0,,2,|,,0  10,|   67.53  251 |   70.36,198
 212,Arkansas State,=  69.91 ,13,20,73.06( 158),,0,,2,|,,0   3,|   69.35  221 |   69.93,209
 213,Toledo,=  69.89 ,17,17,69.85( 277),,0,,0,|,,0   1,|   70.23  203 |   69.70,214
 214,Albany-NY,=  69.86 ,19,15,67.09( 334),,0,,1,|,,0   1,|   68.02  244 |   70.19,201
 215,Hofstra,=  69.56 ,10,22,72.68( 170),,0,,0,|,,0   2,|   66.84  262 |   70.07,205
 216,Austin Peay,=  69.55 ,11,20,73.49( 148),,0,,1,|,,0   6,|   69.33  222 |   69.49,218
 217,NC Central,=  69.44 ,13,15,68.38( 315),,0,,1,|,,0   2,|   67.40  254 |   69.82,212
 218,Rider,=  69.37 ,13,19,72.31( 183),,0,,1,|,,0   1,|   69.62  217 |   69.20,221
 219,Central Connectic,ut St. =  69.36 ,13,16,69.62( 283),,0,,1,|,,0   1,|   67.47  253 |   69.70,213
 220,Jacksonville Stat,e      =  69.34 ,13,17,69.38( 292),,0,,0,|,,0   2,|   68.24  240 |   69.49,217
FINAL,College Basketball,2011-2012    Div I,ga,mes,only   through,201,2,Ap,ril,,2 Mo,nday -,NCAA Championship Game,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_CHESS    | PREDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.54]       [  3.46],
 221,San Diego,=  69.28 ,11,18,73.46( 150),,0,,2,|,,0   8,|   69.83  212 |   69.03,223
 222,Texas Tech,=  69.14 ,8,23,78.48(  41),,0,,8,|,,0  12,|   70.20  206 |   68.76,227
 223,Southern Illinois,=  69.09 ,8,22,76.18(  87),,0,,4,|,,0   7,|   69.12  228 |   68.97,224
 224,Rhode Island,=  69.08 ,7,24,76.08(  91),,1,,0,|,,1   3,|   68.05  243 |   69.22,220
 225,St. Francis-NY,=  69.07 ,15,15,68.42( 314),,0,,0,|,,0   0,|   68.54  237 |   69.09,222
 226,Campbell,=  68.95 ,16,15,69.47( 290),,0,,0,|,,0   2,|   68.76  231 |   68.89,225
 227,Siena,=  68.94 ,14,17,71.59( 203),,0,,0,|,,0   0,|   70.21  205 |   68.49,228
 228,Holy Cross,=  68.66 ,15,14,70.13( 263),,0,,0,|,,0   2,|   70.81  191 |   67.97,237
 229,Seattle,=  68.56 ,10,15,69.95( 271),,0,,0,|,,0   4,|   66.77  266 |   68.87,226
 230,NC Wilmington,=  68.56 ,10,21,74.18( 127),,0,,0,|,,0   2,|   68.74  232 |   68.40,231
FINAL,College Basketball,2011-2012    Div I,ga,mes,only   through,201,2,Ap,ril,,2 Mo,nday -,NCAA Championship Game,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_CHESS    | PREDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.54]       [  3.46],
 231,McNeese State,=  68.53 ,14,16,71.04( 230),,0,,0,|,,0   1,|   69.73  215 |   68.10,235
 232,Furman,=  68.36 ,13,16,70.45( 252),,0,,0,|,,0   0,|   69.48  219 |   67.95,239
 233,Utah Valley,=  68.33 ,16,13,67.42( 331),,0,,0,|,,0   0,|   68.68  234 |   68.13,234
 234,Sacred Heart,=  68.33 ,14,18,69.37( 293),,0,,0,|,,0   1,|   67.53  250 |   68.41,230
 235,Georgia Southern,=  68.32 ,13,15,70.75( 242),,0,,0,|,,0   1,|   70.27  202 |   67.69,244
 236,Niagara,=  68.26 ,14,19,71.66( 202),,0,,1,|,,0   1,|   69.27  224 |   67.88,241
 237,SE Missouri State,(SEMO) =  68.26 ,13,16,68.69( 307),,0,,1,|,,0   3,|   67.77  247 |   68.27,232
 238,Fla. Internationa,l      =  68.24 ,8,20,72.91( 164),,0,,0,|,,0   0,|   66.92  260 |   68.45,229
 239,Southern Utah,=  68.23 ,12,17,71.29( 215),,0,,0,|,,0   0,|   69.26  225 |   67.85,242
 240,Lafayette,=  68.19 ,13,18,71.05( 229),,0,,1,|,,0   1,|   69.16  227 |   67.83,243
FINAL,College Basketball,2011-2012    Div I,ga,mes,only   through,201,2,Ap,ril,,2 Mo,nday -,NCAA Championship Game,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_CHESS    | PREDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.54]       [  3.46],
 241,Northwestern Stat,e      =  68.18 ,13,16,70.10( 265),,0,,1,|,,0   2,|   68.59  236 |   67.97,238
 242,Western Carolina,=  68.14 ,15,18,70.61( 248),,0,,1,|,,0   3,|   69.46  220 |   67.67,245
 243,MVSU(Miss. Valley,St.)  =  68.10 ,21,13,66.22( 337),,0,,3,|,,0   5,|   70.42  198 |   67.35,249
 244,James Madison,=  68.05 ,12,20,71.91( 199),,0,,0,|,,0   1,|   67.49  252 |   68.08,236
 245,CS Bakersfield,=  67.96 ,15,15,69.51( 287),,0,,0,|,,0   1,|   69.06  229 |   67.55,247
 246,High Point,=  67.82 ,11,18,69.65( 282),,0,,1,|,,0   1,|   65.42  279 |   68.25,233
 247,Boston College,=  67.78 ,9,22,76.65(  71),,1,,4,|,,1   9,|   70.16  207 |   67.02,252
 248,Jacksonville,=  67.76 ,8,22,74.62( 120),,0,,3,|,,0   7,|   66.55  269 |   67.93,240
 249,Stetson,=  67.47 ,8,20,73.66( 143),,0,,3,|,,0   5,|   66.37  271 |   67.62,246
 250,Presbyterian Coll,ege    =  67.34 ,13,15,68.82( 305),,0,,1,|,,1   1,|   66.78  265 |   67.36,248
FINAL,College Basketball,2011-2012    Div I,ga,mes,only   through,201,2,Ap,ril,,2 Mo,nday -,NCAA Championship Game,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_CHESS    | PREDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.54]       [  3.46],
 251,UC Irvine,=  67.25 ,10,19,71.98( 193),,0,,0,|,,0   4,|   66.79  264 |   67.26,251
 252,Elon,=  67.21 ,13,16,70.51( 251),,0,,1,|,,0   2,|   68.86  230 |   66.65,259
 253,Delaware State,=  67.20 ,13,14,68.11( 321),,0,,0,|,,0   2,|   67.95  246 |   66.90,255
 254,Appalachian State,=  67.13 ,11,18,70.40( 254),,0,,1,|,,0   2,|   67.57  249 |   66.90,254
 255,Central Michigan,=  66.96 ,10,21,72.34( 182),,0,,0,|,,0   3,|   67.18  257 |   66.80,257
 256,Northern Colorado,=  66.96 ,8,18,70.85( 239),,0,,1,|,,0   2,|   64.85  286 |   67.33,250
 257,Fordham,=  66.88 ,10,19,75.26( 107),,0,,2,|,,1   5,|   70.29  201 |   65.77,272
 258,Marist,=  66.83 ,14,18,70.58( 250),,0,,1,|,,0   2,|   68.43  238 |   66.28,263
 259,Eastern Kentucky,=  66.77 ,14,16,68.97( 301),,0,,0,|,,0   1,|   68.70  233 |   66.13,267
 260,Bradley,=  66.74 ,7,25,76.07(  92),,0,,4,|,,0   6,|   67.17  258 |   66.52,260
FINAL,College Basketball,2011-2012    Div I,ga,mes,only   through,201,2,Ap,ril,,2 Mo,nday -,NCAA Championship Game,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_CHESS    | PREDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.54]       [  3.46],
 261,Troy,=  66.73 ,9,18,72.58( 177),,0,,0,|,,0   1,|   68.17  241 |   66.23,264
 262,Eastern Michigan,=  66.61 ,13,18,72.02( 189),,0,,3,|,,0   3,|   69.31  223 |   65.72,273
 263,Winthrop,=  66.58 ,10,20,70.72( 243),,0,,1,|,,0   2,|   65.09  284 |   66.82,256
 264,North Dakota,=  66.48 ,13,15,67.90( 327),,0,,2,|,,0   2,|   67.02  259 |   66.22,265
 265,Chattanooga,=  66.44 ,8,21,69.86( 275),,0,,2,|,,0   2,|   63.36  301 |   66.97,253
 266,Gardner-Webb,=  66.36 ,10,20,69.87( 274),,0,,1,|,,0   1,|   63.99  293 |   66.77,258
 267,Bethune-Cookman,=  66.34 ,16,17,67.95( 325),,0,,1,|,,0   3,|   67.72  248 |   65.86,270
 268,Portland,=  66.15 ,6,24,76.64(  72),,0,,4,|,,0   9,|   66.89  261 |   65.84,271
 269,Pepperdine,=  66.08 ,9,19,72.85( 165),,0,,2,|,,0   6,|   67.26  256 |   65.65,275
 270,Santa Clara,=  66.07 ,6,22,73.66( 142),,1,,2,|,,1   6,|   64.32  289 |   66.36,262
FINAL,College Basketball,2011-2012    Div I,ga,mes,only   through,201,2,Ap,ril,,2 Mo,nday -,NCAA Championship Game,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_CHESS    | PREDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.54]       [  3.46],
 271,Coppin State,=  66.07 ,11,16,68.28( 318),,0,,1,|,,0   2,|   65.15  283 |   66.18,266
 272,Texas State,=  65.97 ,9,17,69.32( 295),,0,,0,|,,0   1,|   65.55  276 |   65.96,268
 273,Morgan State,=  65.92 ,9,20,69.08( 299),,0,,0,|,,0   3,|   63.22  303 |   66.39,261
 274,IPFW,=  65.92 ,10,19,71.32( 214),,0,,1,|,,0   2,|   66.73  267 |   65.60,276
 275,VMI,=  65.92 ,14,16,68.63( 310),,0,,1,|,,0   1,|   66.31  272 |   65.70,274
 276,UC Riverside,=  65.77 ,12,17,71.24( 221),,0,,0,|,,0   2,|   68.12  242 |   64.98,282
 277,Maine,=  65.69 ,11,17,67.97( 324),,0,,0,|,,0   2,|   64.47  287 |   65.86,269
 278,Loyola-Chicago,=  65.62 ,6,23,72.93( 162),,0,,1,|,,0   1,|   65.35  280 |   65.58,277
 279,Illinois-Chicago,=  65.58 ,7,21,73.27( 154),,0,,0,|,,0   0,|   67.35  255 |   64.97,284
 280,Samford,=  65.57 ,9,19,70.67( 245),,0,,1,|,,0   1,|   66.25  273 |   65.28,280
FINAL,College Basketball,2011-2012    Div I,ga,mes,only   through,201,2,Ap,ril,,2 Mo,nday -,NCAA Championship Game,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_CHESS    | PREDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.54]       [  3.46],
 281,NC Greensboro,=  65.51 ,12,19,71.53( 204),,0,,3,|,,0   4,|   67.98  245 |   64.68,287
 282,UMKC,=  65.50 ,10,20,71.41( 208),,0,,3,|,,0   3,|   66.55  270 |   65.11,281
 283,Pacific,=  65.49 ,9,19,70.87( 237),,0,,0,|,,0   3,|   65.34  281 |   65.42,278
 284,San Jose State,=  65.46 ,8,22,72.22( 185),,0,,0,|,,0   1,|   65.43  278 |   65.35,279
 285,Liberty,=  64.95 ,11,18,69.18( 297),,0,,0,|,,0   0,|   64.86  285 |   64.86,285
 286,South Dakota,=  64.95 ,8,18,71.03( 232),,0,,0,|,,0   0,|   65.61  275 |   64.66,288
 287,Texas Southern,=  64.90 ,15,18,65.72( 340),,0,,3,|,,0   3,|   64.13  291 |   64.97,283
 288,Sam Houston State,=  64.85 ,9,19,71.13( 226),,0,,0,|,,0   2,|   65.45  277 |   64.58,289
 289,Hampton,=  64.75 ,12,21,67.33( 332),,0,,0,|,,0   0,|   63.81  296 |   64.86,286
 290,New Hampshire,=  64.15 ,12,16,66.66( 335),,0,,0,|,,0   0,|   63.94  294 |   64.09,291
FINAL,College Basketball,2011-2012    Div I,ga,mes,only   through,201,2,Ap,ril,,2 Mo,nday -,NCAA Championship Game,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_CHESS    | PREDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.54]       [  3.46],
 291,Monmouth-NJ,=  64.12 ,12,20,71.34( 213),,0,,2,|,,0   3,|   66.73  268 |   63.22,295
 292,Montana State,=  64.10 ,10,17,69.33( 294),,0,,1,|,,0   1,|   65.76  274 |   63.51,293
 293,Sacramento State,=  64.02 ,8,18,68.07( 323),,0,,0,|,,0   0,|   62.58  304 |   64.23,290
 294,Utah,=  63.92 ,5,25,77.74(  50),,0,,0,|,,1   6,|   66.82  263 |   62.91,300
 295,Eastern Illinois,=  63.54 ,10,17,68.24( 319),,0,,0,|,,0   2,|   65.16  282 |   62.96,299
 296,NC A&T,=  63.39 ,9,20,69.76( 278),,0,,0,|,,0   2,|   63.90  295 |   63.15,296
 297,Army,=  63.31 ,11,18,67.45( 330),,0,,0,|,,0   0,|   63.62  298 |   63.13,297
 298,William & Mary,=  63.30 ,5,26,73.34( 153),,0,,1,|,,0   3,|   62.34  305 |   63.41,294
 299,Dartmouth,=  63.05 ,4,25,70.91( 235),,0,,0,|,,0   3,|   58.98  325 |   63.67,292
 300,Mount St. Mary's,=  63.02 ,8,21,69.86( 276),,0,,1,|,,0   2,|   62.17  308 |   63.11,298
FINAL,College Basketball,2011-2012    Div I,ga,mes,only   through,201,2,Ap,ril,,2 Mo,nday -,NCAA Championship Game,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_CHESS    | PREDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.54]       [  3.46],
 301,Idaho State,=  63.01 ,8,21,71.03( 231),,0,,1,|,,0   1,|   64.36  288 |   62.52,302
 302,NJIT(New Jersey T,ech)   =  63.01 ,11,17,66.21( 338),,0,,1,|,,0   1,|   63.29  302 |   62.83,301
 303,SE Louisiana,=  62.45 ,9,17,68.15( 320),,0,,0,|,,0   0,|   64.07  292 |   61.87,304
 304,CS Northridge,=  61.98 ,5,21,71.37( 212),,0,,0,|,,0   3,|   61.84  312 |   61.90,303
 305,SIU-Edwardsville,=  61.96 ,8,17,68.90( 304),,0,,0,|,,0   1,|   64.32  290 |   61.12,309
 306,Texas A&M-CorpusC,hristi =  61.95 ,6,24,71.11( 227),,0,,0,|,,0   1,|   62.25  307 |   61.76,306
 307,Saint Francis-Pa.,=  61.65 ,6,23,70.65( 246),,0,,0,|,,0   1,|   60.22  322 |   61.85,305
 308,Hartford,=  61.49 ,9,22,68.64( 309),,0,,0,|,,0   0,|   61.81  313 |   61.30,307
 309,Brown,=  61.45 ,7,23,70.59( 249),,0,,0,|,,0   2,|   61.60  314 |   61.30,308
 310,Howard,=  61.25 ,9,21,70.06( 266),,0,,4,|,,0   4,|   63.39  300 |   60.48,314
FINAL,College Basketball,2011-2012    Div I,ga,mes,only   through,201,2,Ap,ril,,2 Mo,nday -,NCAA Championship Game,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_CHESS    | PREDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.54]       [  3.46],
 311,Texas-Pan America,n      =  61.21 ,7,21,69.92( 272),,0,,1,|,,0   1,|   62.30  306 |   60.80,313
 312,Saint Peter's,=  61.05 ,5,26,72.42( 178),,0,,0,|,,0   1,|   60.54  319 |   61.06,310
 313,Louisiana-Monroe,=  60.96 ,3,25,72.75( 168),,0,,0,|,,0   1,|   60.89  317 |   60.86,312
 314,Colgate,=  60.72 ,8,22,69.76( 279),,0,,2,|,,0   2,|   62.16  309 |   60.19,317
 315,Southern U.,=  60.61 ,14,14,63.87( 345),,0,,0,|,,0   0,|   63.79  297 |   59.37,322
 316,Radford,=  60.57 ,4,26,70.15( 260),,0,,1,|,,0   2,|   57.89  329 |   60.97,311
 317,Florida A&M,=  60.27 ,8,23,68.81( 306),,0,,0,|,,0   1,|   62.13  310 |   59.59,320
 318,Canisius,=  60.13 ,5,25,70.23( 258),,0,,0,|,,0   1,|   58.85  326 |   60.30,316
 319,Citadel,=  60.00 ,4,24,70.29( 256),,0,,0,|,,0   0,|   60.50  320 |   59.76,319
 320,Houston Baptist,=  59.80 ,7,20,67.93( 326),,0,,1,|,,0   3,|   61.14  315 |   59.31,323
FINAL,College Basketball,2011-2012    Div I,ga,mes,only   through,201,2,Ap,ril,,2 Mo,nday -,NCAA Championship Game,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_CHESS    | PREDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.54]       [  3.46],
 321,Kennesaw State,=  59.79 ,2,28,74.22( 126),,0,,2,|,,0   5,|   55.22  338 |   60.39,315
 322,Alabama State,=  59.65 ,10,19,65.05( 341),,0,,1,|,,0   2,|   59.86  324 |   59.49,321
 323,Navy,=  59.56 ,2,26,70.27( 257),,0,,1,|,,0   1,|   55.80  336 |   60.08,318
 324,Central Arkansas,=  59.43 ,6,20,69.68( 281),,0,,0,|,,0   2,|   62.02  311 |   58.45,328
 325,Prairie View A&M,=  59.21 ,11,18,64.30( 344),,0,,1,|,,0   3,|   60.21  323 |   58.81,324
 326,Ark.-Pine Bluff,=  59.15 ,11,22,66.65( 336),,0,,1,|,,0   2,|   60.76  318 |   58.55,327
 327,Md.-Eastern Shore,(UMES) =  59.04 ,6,23,70.13( 262),,0,,1,|,,0   2,|   61.07  316 |   58.28,330
 328,Nicholls State,=  58.93 ,8,20,70.11( 264),,0,,1,|,,0   2,|   63.44  299 |   56.79,337
 329,UC Davis,=  58.81 ,4,26,71.25( 218),,0,,0,|,,0   4,|   58.45  327 |   58.79,325
 330,Nebraska-Omaha,=  58.52 ,1,15,72.14( 186),,0,,1,|,,0   1,|   57.62  330 |   58.61,326
FINAL,College Basketball,2011-2012    Div I,ga,mes,only   through,201,2,Ap,ril,,2 Mo,nday -,NCAA Championship Game,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_CHESS    | PREDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.54]       [  3.46],
 331,Northern Illinois,=  58.51 ,4,26,71.38( 210),,0,,1,|,,0   1,|   60.39  321 |   57.80,332
 332,Fairleigh Dickins,on     =  58.06 ,3,26,70.15( 261),,0,,1,|,,0   1,|   55.46  337 |   58.43,329
 333,Tennessee-Martin,=  57.80 ,2,27,71.40( 209),,0,,1,|,,0   3,|   55.82  335 |   58.07,331
 334,Jackson State,=  57.51 ,6,24,67.15( 333),,0,,4,|,,0   6,|   55.94  334 |   57.72,333
 335,Northern Arizona,=  57.22 ,3,24,70.05( 267),,0,,0,|,,0   1,|   57.23  331 |   57.11,336
 336,Bryant,=  57.16 ,2,28,70.83( 240),,0,,0,|,,0   1,|   52.97  344 |   57.68,334
 337,Towson,=  56.82 ,1,31,75.22( 108),,0,,2,|,,0   6,|   53.90  342 |   57.21,335
 338,Chicago State,=  56.55 ,3,25,71.08( 228),,0,,1,|,,0   3,|   57.10  332 |   56.29,339
 339,Longwood,=  56.37 ,6,21,68.28( 317),,0,,2,|,,0   4,|   57.94  328 |   55.76,341
 340,Alcorn State,=  56.26 ,7,21,64.56( 342),,0,,0,|,,0   1,|   56.57  333 |   56.07,340
FINAL,College Basketball,2011-2012    Div I,ga,mes,only   through,201,2,Ap,ril,,2 Mo,nday -,NCAA Championship Game,
 ,, RATING ,W,L,SCHEDL(RANK),VS,t,op,25,|,VS,top 50,| ELO_CHESS    | PREDICT,OR  
 , HOME A,DVANTAGE=[  3.51],,,,,,,,,,,[  3.54]       [  3.46],
 341,Alabama A&M,=  56.14 ,5,21,64.46( 343),,0,,1,|,,0   2,|   54.49  341 |   56.35,338
 342,UMBC,=  55.64 ,4,26,68.63( 311),,0,,1,|,,0   1,|   54.66  339 |   55.74,342
 343,SC State,=  55.10 ,3,26,68.67( 308),,0,,1,|,,0   2,|   54.64  340 |   55.09,343
 344,Binghamton-NY,=  54.22 ,2,29,68.08( 322),,0,,1,|,,0   1,|   51.34  345 |   54.58,344
 345,Grambling State,=  50.39 ,4,24,65.92( 339),,0,,0,|,,0   0,|   53.25  343 |   48.94,345
