  63,Akron,=  81.33 ,25,7,71.21( 188),,0,0,|,,0   1,| ,79.59   74 | ,83.07,48
  64,NC State,=  81.27 ,20,16,78.62(  25),,2,7,|,,6  14,| ,82.19   52 | ,80.11,69
  65,Wichita State,=  80.41 ,16,14,77.55(  50),,0,3,|,,2   7,| ,79.09   78 | ,81.55,60
  66,Oklahoma,=  80.35 ,15,15,76.77(  69),,0,6,|,,0  10,| ,77.65   90 | ,83.63,45
  67,Appalachian State,=  80.22 ,22,8,72.93( 148),,0,0,|,,2   2,| ,81.29   63 | ,78.93,76
  68,Texas Tech,$=  80.10 ,21,13,77.73(  42),,3,1,|,,4   6,| ,80.96   65 | ,78.99,74
  69,Connecticut,=  80.01 ,17,14,75.77(  84),,0,4,|,,1  12,| ,77.31   93 | ,83.22,47
  70,Oklahoma State,=  79.98 ,21,13,76.86(  64),,2,4,|,,5   6,| ,79.83   72 | ,79.78,71
FINAL,College Basketball,2006-2007    Div I,ga,mes,only    through,20,7,Apri,l,2,Monday,_ Ch,ampionship Game,,
HOME,ADVANTAGE=  4.20,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
  71,San Diego State,=  79.98 ,20,11,76.07(  79),,1,2,|,,4   6,| ,81.73   58 | ,78.18,82
  72,Old Dominion,$=  79.87 ,24,9,73.11( 143),,1,1,|,,1   4,| ,80.60   67 | ,78.87,77
  73,Missouri,=  79.74 ,18,12,75.40(  94),,0,4,|,,2   5,| ,78.94   82 | ,80.24,68
  74,Northern Iowa,=  79.73 ,17,13,77.62(  46),,1,1,|,,2   5,| ,79.89   68 | ,79.22,73
  75,Providence,=  79.72 ,18,13,76.39(  72),,1,4,|,,3   9,| ,78.70   83 | ,80.47,67
  76,Auburn,=  79.51 ,16,15,77.43(  53),,1,5,|,,5  10,| ,79.88   69 | ,78.81,78
  77,California,=  79.45 ,16,17,80.04(   6),,2,8,|,,2  12,| ,79.84   71 | ,78.73,79
  78,Iowa,=  79.38 ,17,14,77.06(  60),,3,6,|,,3   9,| ,79.07   80 | ,79.35,72
  79,Santa Clara,=  78.99 ,20,10,73.71( 129),,0,1,|,,0   4,| ,78.70   84 | ,78.93,75
  80,George Washington,$=  78.85 ,23,9,72.26( 164),,0,1,|,,1   4,| ,79.87   70 | ,77.6,84
FINAL,College Basketball,2006-2007    Div I,ga,mes,only    through,20,7,Apri,l,2,Monday,_ Ch,ampionship Game,,
HOME,ADVANTAGE=  4.20,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
  81,Kent State,=  78.62 ,20,11,73.92( 123),,0,3,|,,0   3,| ,77.00  101 | ,80.07,70
  82,Nebraska,=  78.50 ,15,14,76.84(  65),,0,4,|,,1   5,| ,78.02   89 | ,78.64,80
  83,Wake Forest,=  78.49 ,15,16,78.56(  27),,0,4,|,,5  13,| ,79.64   73 | ,77.11,92
  84,Drexel,=  78.19 ,22,9,73.63( 132),,0,0,|,,3   0,| ,79.01   81 | ,77.09,93
  85,Texas A&M CorpusC,hristi$=  77.70 ,24,7,69.69( 242),,0,3,|,,0   4,| ,79.12   77 | ,76.09,108
  86,New Mexico State,$=  77.61 ,24,9,72.36( 162),,0,1,|,,1   3,| ,79.52   75 | ,75.61,117
  87,Houston,=  77.59 ,18,15,75.69(  87),,0,6,|,,0   7,| ,77.24   97 | ,77.59,85
  88,Saint Louis,=  77.57 ,19,13,75.09(  99),,0,3,|,,2   4,| ,78.52   86 | ,76.34,102
  89,Loyola-Chicago,=  77.56 ,19,11,74.12( 117),,1,4,|,,1   4,| ,77.22   98 | ,77.54,87
  90,Wright State,$=  77.52 ,23,10,73.65( 130),,2,2,|,,2   2,| ,78.60   85 | ,76.18,104
FINAL,College Basketball,2006-2007    Div I,ga,mes,only    through,20,7,Apri,l,2,Monday,_ Ch,ampionship Game,,
HOME,ADVANTAGE=  4.20,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
  91,Hawaii,=  77.49 ,18,13,73.63( 134),,0,2,|,,1   4,| ,77.30   94 | ,77.32,90
  92,Miami-Ohio,$=  77.45 ,18,15,75.55(  89),,0,2,|,,0   3,| ,76.40  106 | ,78.22,81
  93,Fresno State,=  77.36 ,22,10,72.00( 170),,0,0,|,,1   3,| ,78.39   87 | ,76.07,110
  94,South Carolina,=  77.26 ,14,16,79.20(  18),,2,6,|,,4  13,| ,79.22   76 | ,75.2,123
  95,Utah State,=  77.21 ,22,12,74.15( 116),,0,0,|,,2   2,| ,79.08   79 | ,75.23,121
  96,Marist,=  77.20 ,25,9,69.03( 266),,0,0,|,,0   1,| ,77.28   95 | ,76.77,98
  97,Holy Cross,$=  77.16 ,25,9,70.47( 212),,0,2,|,,0   3,| ,77.17   99 | ,76.81,97
  98,Illinois State,=  77.13 ,14,16,76.77(  68),,0,2,|,,1   6,| ,75.81  111 | ,78.18,83
  99,Hofstra,=  76.91 ,21,10,72.44( 160),,0,0,|,,0   2,| ,77.32   92 | ,76.16,106
 100,Baylor,=  76.69 ,14,16,75.04( 100),,0,3,|,,0   7,| ,75.51  117 | ,77.59,86
FINAL,College Basketball,2006-2007    Div I,ga,mes,only    through,20,7,Apri,l,2,Monday,_ Ch,ampionship Game,,
HOME,ADVANTAGE=  4.20,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 101,Long Beach State,$=  76.68 ,23,8,70.93( 198),,0,3,|,,0   4,| ,78.25   88 | ,74.92,126
 102,Oral Roberts,$=  76.63 ,22,11,72.35( 163),,1,1,|,,1   4,| ,76.30  107 | ,76.61,100
 103,Drake,=  76.62 ,16,15,76.58(  71),,0,3,|,,0   7,| ,77.09  100 | ,75.83,114
 104,Central Florida(U,CF)    =  76.57 ,20,9,70.06( 224),,0,1,|,,0   1,| ,76.18  109 | ,76.62,99
 105,Toledo,=  76.57 ,19,13,74.98( 103),,0,1,|,,0   4,| ,76.75  103 | ,76.04,111
 106,Evansville,=  76.45 ,14,17,76.75(  70),,1,2,|,,2   5,| ,75.12  123 | ,77.51,88
 107,Bucknell,=  76.36 ,22,9,70.67( 206),,0,0,|,,1   0,| ,76.63  104 | ,75.76,115
 108,Colorado State,=  76.33 ,15,13,75.51(  90),,0,3,|,,1   6,| ,77.26   96 | ,75.1,125
 109,Saint Joseph's,=  76.23 ,17,14,74.43( 114),,0,0,|,,1   3,| ,75.31  119 | ,76.83,96
 110,Western Kentucky,=  76.06 ,21,11,71.42( 183),,0,3,|,,1   3,| ,75.60  115 | ,76.18,105
FINAL,College Basketball,2006-2007    Div I,ga,mes,only    through,20,7,Apri,l,2,Monday,_ Ch,ampionship Game,,
HOME,ADVANTAGE=  4.20,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 111,Boise State,=  75.99 ,16,14,73.47( 137),,0,0,|,,1   3,| ,75.48  118 | ,76.15,107
 112,George Mason,=  75.88 ,18,15,72.96( 147),,0,1,|,,1   2,| ,74.14  130 | ,77.39,89
 113,Pennsylvania,$=  75.86 ,21,9,71.17( 189),,0,2,|,,0   4,| ,75.81  112 | ,75.57,118
 114,Wyoming,=  75.86 ,16,15,75.68(  88),,1,1,|,,2   6,| ,76.55  105 | ,74.85,127
 115,Southern Miss,=  75.75 ,16,11,72.20( 166),,0,2,|,,0   3,| ,74.80  126 | ,76.39,101
 116,Tulsa,=  75.68 ,18,11,71.83( 172),,0,2,|,,0   3,| ,75.17  122 | ,75.85,113
 117,Miami-Florida,=  75.61 ,12,20,78.32(  33),,2,2,|,,4  13,| ,74.81  125 | ,76.09,109
 118,Vermont,=  75.61 ,25,8,69.41( 255),,0,2,|,,1   2,| ,76.86  102 | ,74.09,135
 119,Dayton,=  75.52 ,19,12,73.88( 124),,0,2,|,,2   5,| ,77.32   91 | ,73.52,141
 120,Utah Valley State,=  75.36 ,20,7,66.99( 315),,0,0,|,,0   0,| ,74.40  128 | ,76.01,112
FINAL,College Basketball,2006-2007    Div I,ga,mes,only    through,20,7,Apri,l,2,Monday,_ Ch,ampionship Game,,
HOME,ADVANTAGE=  4.20,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 121,UAB,=  75.36 ,15,16,75.47(  92),,0,3,|,,1   4,| ,74.13  131 | ,76.3,103
 122,Saint Mary's-Cal.,=  75.28 ,14,15,74.07( 119),,0,2,|,,0   3,| ,73.23  140 | ,77.14,91
 123,College of Charle,ston   =  75.28 ,22,11,70.47( 213),,0,1,|,,0   2,| ,75.79  113 | ,74.44,130
 124,Ohio University,=  75.26 ,18,13,73.33( 140),,0,0,|,,0   1,| ,74.88  124 | ,75.3,120
 125,North Dakota Stat,e      =  75.21 ,16,8,68.02( 292),,0,0,|,,1   0,| ,73.23  141 | ,76.97,94
 126,St. John's,=  74.99 ,16,15,75.02( 102),,1,5,|,,3  10,| ,76.10  110 | ,73.58,140
 127,Seton Hall,=  74.87 ,12,16,75.73(  85),,0,5,|,,0  10,| ,72.66  146 | ,76.88,95
 128,Belmont,$=  74.67 ,22,10,68.31( 287),,0,2,|,,0   2,| ,73.39  138 | ,75.64,116
 129,Western Michigan,=  74.67 ,15,16,74.91( 107),,0,3,|,,1   3,| ,73.55  135 | ,75.47,119
 130,Indiana State,=  74.57 ,12,18,78.51(  30),,2,3,|,,3   7,| ,75.20  121 | ,73.61,139
FINAL,College Basketball,2006-2007    Div I,ga,mes,only    through,20,7,Apri,l,2,Monday,_ Ch,ampionship Game,,
HOME,ADVANTAGE=  4.20,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 131,Albany-NY,$=  74.49 ,23,10,70.02( 228),,0,0,|,,0   1,| ,75.65  114 | ,73.03,145
 132,Sam Houston State,=  74.49 ,18,10,70.08( 223),,0,1,|,,0   1,| ,74.52  127 | ,74.1,134
 133,Rhode Island,=  74.46 ,17,14,74.51( 111),,0,1,|,,1   4,| ,76.19  108 | ,72.48,153
 134,New Mexico,=  74.30 ,14,17,74.07( 120),,0,2,|,,0   6,| ,74.10  132 | ,74.15,133
 135,Fordham,=  74.28 ,18,12,72.46( 159),,0,3,|,,0   4,| ,75.56  116 | ,72.71,149
 136,Oakland-Mich.,=  74.21 ,18,14,73.55( 136),,0,3,|,,0   5,| ,74.28  129 | ,73.78,136
 137,Iowa State,=  74.04 ,14,16,76.29(  75),,0,4,|,,0   5,| ,75.25  120 | ,72.52,152
 138,Cincinnati,=  73.86 ,11,19,77.50(  52),,1,7,|,,2  11,| ,72.20  154 | ,75.23,122
 139,Wis.-Green Bay,=  73.71 ,16,15,72.73( 152),,0,4,|,,0   4,| ,72.32  152 | ,74.78,128
 140,Tulane,=  73.51 ,15,13,72.89( 150),,0,3,|,,0   3,| ,73.37  139 | ,73.3,142
FINAL,College Basketball,2006-2007    Div I,ga,mes,only    through,20,7,Apri,l,2,Monday,_ Ch,ampionship Game,,
HOME,ADVANTAGE=  4.20,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 141,South Alabama,=  73.45 ,18,12,70.91( 199),,0,0,|,,0   2,| ,73.86  134 | ,72.7,150
 142,Valparaiso,=  73.41 ,15,15,72.84( 151),,0,2,|,,0   4,| ,72.10  156 | ,74.38,131
 143,Northwestern,=  73.38 ,11,18,76.90(  63),,0,9,|,,1   9,| ,72.20  155 | ,74.23,132
 144,North Texas,$=  73.34 ,20,11,69.20( 262),,0,1,|,,0   1,| ,73.50  136 | ,72.83,147
 145,Utah,=  73.28 ,11,19,77.13(  58),,0,3,|,,3   6,| ,73.93  133 | ,72.29,156
 146,Temple,=  73.18 ,12,18,74.22( 115),,0,1,|,,0   3,| ,70.91  169 | ,75.15,124
 147,Charlotte,=  73.09 ,14,16,73.93( 121),,0,1,|,,0   4,| ,73.04  143 | ,72.78,148
 148,San Diego,=  73.06 ,15,14,72.50( 158),,0,0,|,,0   0,| ,72.65  147 | ,73.12,143
 149,UC Santa Barbara,=  72.82 ,17,11,70.03( 227),,1,0,|,,1   0,| ,73.43  137 | ,71.87,161
 150,UTEP,=  72.69 ,14,17,71.55( 181),,0,1,|,,0   2,| ,70.44  174 | ,74.63,129
FINAL,College Basketball,2006-2007    Div I,ga,mes,only    through,20,7,Apri,l,2,Monday,_ Ch,ampionship Game,,
HOME,ADVANTAGE=  4.20,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 151,Siena,=  72.61 ,20,12,68.37( 285),,0,1,|,,0   1,| ,72.03  158 | ,72.84,146
 152,Illinois-Chicago,=  72.33 ,13,18,74.62( 110),,1,1,|,,1   1,| ,71.64  159 | ,72.67,151
 153,Cal Poly-SLO,=  72.31 ,17,11,69.71( 241),,0,0,|,,0   0,| ,73.22  142 | ,71.05,167
 154,South Florida,=  72.30 ,12,18,74.87( 108),,1,4,|,,1  11,| ,71.13  165 | ,73.11,144
 155,Penn State,=  72.21 ,11,19,75.98(  80),,0,9,|,,0  10,| ,70.31  179 | ,73.76,137
 156,Rice,=  72.05 ,14,16,73.65( 131),,0,2,|,,0   3,| ,72.36  151 | ,71.39,164
 157,East Tennessee St,ate    =  71.98 ,22,10,67.63( 299),,0,1,|,,0   3,| ,72.37  150 | ,71.23,166
 158,San Francisco,=  71.97 ,12,18,74.93( 106),,0,2,|,,0   3,| ,71.37  163 | ,72.23,157
 159,CS Fullerton,=  71.87 ,18,10,68.43( 283),,0,1,|,,0   1,| ,72.92  144 | ,70.46,178
 160,Niagara,$=  71.80 ,23,12,68.53( 280),,0,1,|,,0   1,| ,72.60  148 | ,70.64,172
FINAL,College Basketball,2006-2007    Div I,ga,mes,only    through,20,7,Apri,l,2,Monday,_ Ch,ampionship Game,,
HOME,ADVANTAGE=  4.20,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 161,Oregon State,=  71.78 ,10,21,77.06(  61),,0,8,|,,0  11,| ,71.18  164 | ,72.03,159
 162,Weber State,$=  71.72 ,17,12,70.76( 203),,0,1,|,,0   2,| ,72.77  145 | ,70.3,180
 163,Northern Arizona,=  71.71 ,16,12,70.93( 197),,0,3,|,,0   3,| ,72.05  157 | ,71.02,168
 164,Tennessee Tech,=  71.64 ,18,13,69.54( 249),,0,1,|,,0   2,| ,71.51  161 | ,71.41,163
 165,Detroit,=  71.57 ,11,19,75.27(  96),,0,3,|,,0   5,| ,70.42  175 | ,72.35,154
 166,Arizona State,=  71.43 ,7,22,78.46(  31),,1,7,|,,1  10,| ,68.81  203 | ,73.65,138
 167,Minnesota,=  71.38 ,9,22,77.71(  43),,1,8,|,,1   9,| ,70.09  182 | ,72.3,155
 168,Towson,=  71.29 ,15,17,72.10( 168),,0,2,|,,0   2,| ,70.35  178 | ,71.88,160
 169,Eastern Kentucky,$=  71.27 ,19,12,69.49( 251),,0,3,|,,0   3,| ,71.62  160 | ,70.57,175
 170,Austin Peay,=  71.22 ,19,12,69.60( 247),,0,1,|,,0   2,| ,72.23  153 | ,69.85,183
FINAL,College Basketball,2006-2007    Div I,ga,mes,only    through,20,7,Apri,l,2,Monday,_ Ch,ampionship Game,,
HOME,ADVANTAGE=  4.20,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 171,TCU,=  71.22 ,13,17,73.84( 125),,0,2,|,,1   6,| ,72.52  149 | ,69.54,187
 172,Youngstown State,=  71.00 ,12,17,75.03( 101),,0,4,|,,0   4,| ,71.10  166 | ,70.55,176
 173,SMU,=  70.97 ,12,17,73.09( 144),,0,2,|,,0   3,| ,70.15  181 | ,71.43,162
 174,Northwestern Stat,e      =  70.94 ,16,15,70.48( 211),,0,0,|,,0   3,| ,70.90  170 | ,70.64,173
 175,Marshall,=  70.93 ,13,19,74.48( 113),,0,3,|,,1   3,| ,70.97  168 | ,70.54,177
 176,Portland State,=  70.71 ,17,13,69.11( 263),,0,1,|,,0   1,| ,70.45  173 | ,70.63,174
 177,NC Greensboro,=  70.54 ,16,14,69.81( 235),,0,1,|,,0   2,| ,69.85  185 | ,70.87,169
 178,Yale,=  70.39 ,13,13,70.03( 226),,0,0,|,,0   1,| ,69.67  191 | ,70.76,171
 179,Southern Utah,=  70.32 ,14,14,70.32( 215),,0,0,|,,0   1,| ,69.96  184 | ,70.32,179
 180,Delaware State,=  70.25 ,20,13,69.00( 268),,0,4,|,,0   6,| ,71.50  162 | ,68.6,203
FINAL,College Basketball,2006-2007    Div I,ga,mes,only    through,20,7,Apri,l,2,Monday,_ Ch,ampionship Game,,
HOME,ADVANTAGE=  4.20,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 181,High Point,=  70.23 ,18,10,67.26( 305),,0,2,|,,0   5,| ,67.91  218 | ,72.1,158
 182,Loyola Marymount,=  70.23 ,11,18,74.98( 104),,0,1,|,,0   2,| ,71.03  167 | ,69.05,196
 183,Idaho State,=  70.16 ,12,17,72.56( 156),,0,2,|,,0   5,| ,68.70  207 | ,71.24,165
 184,Loyola-Maryland,=  70.09 ,18,13,67.99( 293),,0,1,|,,0   1,| ,69.74  187 | ,70.09,181
 185,Rutgers,=  70.06 ,9,19,76.30(  74),,0,4,|,,0   8,| ,70.01  183 | ,69.75,186
 186,UC Irvine,=  70.03 ,15,18,71.79( 173),,0,1,|,,0   3,| ,70.85  171 | ,68.82,200
 187,Middle Tennessee,=  70.02 ,14,17,71.63( 178),,0,2,|,,0   3,| ,70.50  172 | ,69.19,193
 188,Montana,=  69.86 ,15,15,69.74( 237),,0,1,|,,0   2,| ,69.51  194 | ,69.86,182
 189,American Universi,ty     =  69.85 ,16,14,68.73( 275),,0,1,|,,0   3,| ,68.47  210 | ,70.83,170
 190,Central Connectic,ut St.$=  69.79 ,22,12,66.71( 317),,0,1,|,,0   1,| ,69.74  186 | ,69.48,189
FINAL,College Basketball,2006-2007    Div I,ga,mes,only    through,20,7,Apri,l,2,Monday,_ Ch,ampionship Game,,
HOME,ADVANTAGE=  4.20,  RATING ,W,L,SCHEDL(RANK),VS,to,p 25,|,V,S top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 191,Eastern Washingto,n      =  69.63 ,12,14,71.70( 177),,0,2,|,,0   2,| ,69.72  188 | ,69.18,195
