 192,VMI,=  70.27 ,14,13,69.28( 270),,0,1,|,,0   2,| ,70.56  189 | ,69.61,200
 193,Southern Illinois,=  70.19 ,13,19,73.68( 133),,1,3,|,,1   3,| ,70.56  188 | ,69.46,203
 194,NC Wilmington,=  70.18 ,13,18,72.85( 152),,0,2,|,,0   7,| ,70.48  193 | ,69.52,202
 195,Liberty,=  70.12 ,16,13,69.72( 259),,0,1,|,,0   2,| ,71.94  170 | ,67.84,230
 196,Drake,=  70.12 ,13,18,73.30( 143),,0,2,|,,0   3,| ,70.50  192 | ,69.37,204
 197,Charlotte,=  70.04 ,10,20,75.14(  96),,0,0,|,,1   5,| ,70.06  196 | ,69.66,199
 198,Siena,=  70.04 ,13,18,72.35( 162),,0,1,|,,0   1,| ,70.53  191 | ,69.18,207
 199,Sam Houston State,=  70.03 ,14,13,68.86( 284),,0,1,|,,0   1,| ,68.59  220 | ,71.05,176
 200,Columbia,=  69.93 ,14,13,69.96( 247),,0,0,|,,0   1,| ,71.16  185 | ,68.28,226
FINAL,College Basketball,2010-2011    Div I,ga,mes,only    through,ga,mes,of,2,11,April,4 Mo,nday - Championsh,ip Game,
HOME,ADVANTAGE=  3.76,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 201,Arkansas State,=  69.85 ,15,15,69.74( 256),,0,0,|,,0   1,| ,69.24  211 | ,70.09,194
 202,Bradley,=  69.82 ,11,20,73.57( 135),,0,4,|,,0   4,| ,68.78  217 | ,70.47,187
 203,North Florida(UNF,)      =  69.82 ,15,19,73.76( 132),,0,3,|,,0   9,| ,71.51  179 | ,67.66,233
 204,Tulane,=  69.74 ,10,17,72.39( 161),,0,1,|,,0   2,| ,67.11  240 | ,71.83,168
 205,Lehigh,=  69.67 ,16,15,68.61( 291),,0,0,|,,0   1,| ,69.39  209 | ,69.59,201
 206,Western Kentucky,=  69.66 ,16,16,69.91( 248),,0,1,|,,0   2,| ,69.85  198 | ,69.1,210
 207,Middle Tennessee,=  69.65 ,15,16,68.81( 285),,0,0,|,,0   2,| ,68.31  223 | ,70.58,184
 208,Mercer,=  69.63 ,14,18,71.31( 197),,0,0,|,,0   4,| ,69.56  203 | ,69.34,205
 209,Cornell,=  69.48 ,10,18,72.54( 158),,0,1,|,,0   1,| ,68.86  216 | ,69.74,198
 210,DePaul,=  69.41 ,7,24,79.36(  27),,0  1,2,|,,0  14,| ,68.58  221 | ,69.86,196
FINAL,College Basketball,2010-2011    Div I,ga,mes,only    through,ga,mes,of,2,11,April,4 Mo,nday - Championsh,ip Game,
HOME,ADVANTAGE=  3.76,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 211,Tennessee Tech,=  69.34 ,17,13,68.47( 297),,0,0,|,,0   1,| ,69.93  197 | ,68.37,221
 212,Ark.-Little Rock,=  69.17 ,17,17,69.91( 249),,0,0,|,,0   0,| ,69.29  210 | ,68.69,216
 213,Charleston Southe,rn     =  69.17 ,12,16,70.66( 223),,0,0,|,,0   1,| ,69.01  212 | ,68.97,213
 214,McNeese State,=  69.17 ,17,12,67.98( 311),,0,1,|,,0   2,| ,69.54  205 | ,68.43,219
 215,Georgia State,=  69.04 ,12,19,72.24( 169),,0,0,|,,1   6,| ,68.97  214 | ,68.76,215
 216,Stephen F. Austin,=  68.99 ,14,11,65.78( 333),,0,0,|,,0   1,| ,67.02  241 | ,70.47,188
 217,Texas-San Antonio,(UTSA) =  68.90 ,17,14,68.39( 301),,0,1,|,,0   1,| ,69.40  208 | ,68.02,229
 218,Winthrop,=  68.85 ,11,17,71.39( 193),,0,1,|,,0   3,| ,69.01  213 | ,68.33,225
 219,William & Mary,=  68.85 ,9,22,75.20(  95),,0,2,|,,0   8,| ,68.75  218 | ,68.58,217
 220,St. Francis-NY,=  68.82 ,15,15,68.60( 292),,0,0,|,,0   1,| ,68.95  215 | ,68.33,224
FINAL,College Basketball,2010-2011    Div I,ga,mes,only    through,ga,mes,of,2,11,April,4 Mo,nday - Championsh,ip Game,
HOME,ADVANTAGE=  3.76,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 221,LSU,=  68.79 ,11,21,74.16( 119),,0,3,|,,0   7,| ,68.17  226 | ,69.05,211
 222,Wagner,=  68.69 ,13,17,71.14( 207),,0,0,|,,0   2,| ,69.67  200 | ,67.3,239
 223,Maine,=  68.69 ,14,15,68.09( 308),,0,1,|,,1   1,| ,67.87  230 | ,69.14,209
 224,Houston,=  68.58 ,10,18,72.51( 159),,0,0,|,,0   0,| ,67.57  233 | ,69.2,206
 225,Illinois State,=  68.41 ,12,19,71.76( 180),,0,2,|,,0   3,| ,68.01  229 | ,68.46,218
 226,Loyola Marymount,=  68.20 ,9,21,72.87( 151),,0,0,|,,0   3,| ,65.99  258 | ,69.84,197
 227,Pepperdine,=  68.18 ,11,21,73.47( 139),,0,0,|,,0   4,| ,67.60  232 | ,68.4,220
 228,Louisiana-Lafayet,te     =  68.13 ,13,14,69.23( 273),,0,0,|,,0   0,| ,68.17  225 | ,67.73,231
 229,Auburn,=  68.11 ,10,20,73.89( 128),,0,2,|,,1   5,| ,67.50  234 | ,68.35,222
 230,Presbyterian Coll,ege    =  68.06 ,13,18,71.78( 179),,0,0,|,,0   4,| ,69.57  202 | ,66.03,257
FINAL,College Basketball,2010-2011    Div I,ga,mes,only    through,ga,mes,of,2,11,April,4 Mo,nday - Championsh,ip Game,
HOME,ADVANTAGE=  3.76,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 231,Wyoming,=  67.87 ,8,21,75.35(  92),,0,4,|,,0   7,| ,66.52  247 | ,68.79,214
 232,Chattanooga,=  67.86 ,14,16,71.32( 195),,0,1,|,,0   1,| ,70.25  195 | ,64.68,273
 233,Albany-NY,=  67.72 ,16,16,68.23( 304),,0,0,|,,0   1,| ,68.43  222 | ,66.62,248
 234,Elon,=  67.71 ,11,17,70.70( 222),,0,1,|,,0   1,| ,67.48  235 | ,67.58,234
 235,Bowling Green,=  67.70 ,13,19,71.07( 209),,0,0,|,,0   2,| ,68.24  224 | ,66.77,245
 236,Denver,=  67.66 ,13,17,69.10( 278),,0,0,|,,0   1,| ,66.64  244 | ,68.26,227
 237,Morgan State,=  67.65 ,17,14,66.60( 327),,0,2,|,,0   2,| ,68.74  219 | ,66.13,256
 238,CS Northridge,=  67.63 ,12,18,70.97( 212),,0,0,|,,0   2,| ,67.23  237 | ,67.67,232
 239,UC Irvine,=  67.56 ,12,19,69.75( 255),,0,1,|,,0   2,| ,65.54  262 | ,69.01,212
 240,Nicholls State,=  67.16 ,10,14,68.93( 283),,0,1,|,,0   2,| ,65.46  264 | ,68.35,223
FINAL,College Basketball,2010-2011    Div I,ga,mes,only    through,ga,mes,of,2,11,April,4 Mo,nday - Championsh,ip Game,
HOME,ADVANTAGE=  3.76,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 241,Lafayette,=  67.13 ,12,19,70.55( 232),,0,0,|,,0   2,| ,67.12  239 | ,66.79,243
 242,Tennessee State,=  67.09 ,12,16,69.44( 266),,0,0,|,,0   1,| ,66.40  250 | ,67.4,237
 243,UMKC,=  67.04 ,15,14,68.68( 289),,0,2,|,,0   3,| ,68.16  227 | ,65.47,260
 244,Stony Brook-NY,=  67.03 ,14,17,67.89( 314),,0,2,|,,0   2,| ,66.56  245 | ,67.13,241
 245,Brown,=  67.02 ,10,17,70.62( 229),,0,0,|,,0   0,| ,67.31  236 | ,66.35,253
 246,Wake Forest,=  66.92 ,8,24,76.50(  72),,0,2,|,,0  11,| ,66.56  246 | ,66.91,242
 247,Bethune-Cookman,=  66.86 ,17,13,66.76( 324),,0,1,|,,0   2,| ,69.55  204 | ,63.13,293
 248,Louisiana Tech,=  66.65 ,11,20,71.30( 198),,0,1,|,,0   3,| ,66.24  252 | ,66.69,247
 249,Texas Southern,=  66.62 ,19,13,64.67( 337),,0,1,|,,0   2,| ,67.83  231 | ,64.91,268
 250,Youngstown State,=  66.60 ,7,21,74.55( 106),,1,1,|,,1   1,| ,66.45  249 | ,66.39,251
FINAL,College Basketball,2010-2011    Div I,ga,mes,only    through,ga,mes,of,2,11,April,4 Mo,nday - Championsh,ip Game,
HOME,ADVANTAGE=  3.76,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 251,Campbell,=  66.58 ,11,19,69.74( 257),,0,0,|,,0   3,| ,66.02  257 | ,66.77,244
 252,Eastern Kentucky,=  66.50 ,13,16,67.91( 313),,0,0,|,,0   0,| ,65.43  265 | ,67.14,240
 253,Montana State,=  66.48 ,11,18,70.20( 242),,0,0,|,,0   1,| ,66.18  253 | ,66.42,249
 254,Northwestern Stat,e      =  66.43 ,16,13,66.54( 328),,0,0,|,,0   0,| ,67.22  238 | ,65.22,263
 255,Texas State,=  66.41 ,14,15,67.32( 319),,0,1,|,,0   1,| ,66.05  255 | ,66.4,250
 256,Gardner-Webb,=  66.13 ,9,21,72.35( 163),,0,1,|,,0   3,| ,66.77  242 | ,65.09,266
 257,Utah Valley,=  65.97 ,15,11,63.68( 342),,0,1,|,,0   2,| ,65.18  268 | ,66.37,252
 258,UC Davis,=  65.93 ,8,20,70.84( 216),,0,0,|,,0   1,| ,63.80  286 | ,67.42,236
 259,Coppin State,=  65.92 ,13,14,66.01( 330),,0,4,|,,0   4,| ,65.92  259 | ,65.57,259
 260,Mount St. Mary's,=  65.84 ,11,21,71.19( 206),,0,1,|,,0   4,| ,66.50  248 | ,64.77,271
FINAL,College Basketball,2010-2011    Div I,ga,mes,only    through,ga,mes,of,2,11,April,4 Mo,nday - Championsh,ip Game,
HOME,ADVANTAGE=  3.76,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 261,Holy Cross,=  65.81 ,8,21,70.10( 243),,0,0,|,,0   0,| ,63.65  289 | ,67.32,238
 262,Portland State,=  65.80 ,13,16,68.21( 305),,0,0,|,,0   0,| ,66.05  256 | ,65.18,265
 263,Illinois-Chicago,=  65.69 ,6,24,75.04(  97),,1,3,|,,1   3,| ,64.75  274 | ,66.22,254
 264,Southern Utah,=  65.67 ,10,18,70.27( 239),,0,0,|,,0   2,| ,64.71  276 | ,66.21,255
 265,SE Louisiana,=  65.67 ,12,14,68.06( 309),,0,0,|,,0   3,| ,65.61  261 | ,65.37,262
 266,Lamar,=  65.43 ,9,17,67.85( 315),,0,1,|,,0   1,| ,62.45  304 | ,67.46,235
 267,UC Riverside,=  65.42 ,10,19,71.21( 204),,0,0,|,,0   1,| ,65.66  260 | ,64.82,270
 268,Texas-Arlington,=  65.36 ,9,16,68.39( 300),,0,1,|,,0   1,| ,63.31  294 | ,66.77,246
 269,Savannah State,=  65.36 ,8,18,72.28( 167),,0,1,|,,0   3,| ,65.15  269 | ,65.21,264
 270,Seattle,=  65.18 ,11,20,70.23( 240),,0,1,|,,0   1,| ,65.32  266 | ,64.68,274
FINAL,College Basketball,2010-2011    Div I,ga,mes,only    through,ga,mes,of,2,11,April,4 Mo,nday - Championsh,ip Game,
HOME,ADVANTAGE=  3.76,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 271,CS Fullerton,=  65.14 ,10,20,69.84( 251),,0,1,|,,0   1,| ,64.13  281 | ,65.73,258
 272,Fordham,=  64.99 ,7,21,73.90( 127),,0,0,|,,1   4,| ,66.11  254 | ,63.37,289
 273,Sacred Heart,=  64.98 ,11,18,68.51( 295),,0,0,|,,0   0,| ,65.22  267 | ,64.37,275
 274,NC A&T,=  64.81 ,12,17,68.54( 293),,0,2,|,,0   2,| ,66.31  251 | ,62.65,298
 275,Central Michigan,=  64.65 ,9,21,70.77( 218),,0,0,|,,0   2,| ,64.21  279 | ,64.71,272
 276,New Hampshire,=  64.52 ,11,18,68.25( 303),,0,1,|,,0   2,| ,64.74  275 | ,63.92,281
 277,Florida Gulf Coas,t      =  64.47 ,10,20,70.29( 238),,0,1,|,,0   3,| ,64.97  272 | ,63.57,285
 278,High Point,=  64.41 ,10,19,70.52( 234),,0,0,|,,0   1,| ,66.66  243 | ,61.05,312
 279,Eastern Washingto,n      =  64.39 ,8,20,70.72( 221),,0,1,|,,0   2,| ,63.47  291 | ,64.89,269
 280,Towson,=  64.26 ,4,26,74.21( 114),,0,0,|,,0   4,| ,62.52  301 | ,65.4,261
FINAL,College Basketball,2010-2011    Div I,ga,mes,only    through,ga,mes,of,2,11,April,4 Mo,nday - Championsh,ip Game,
HOME,ADVANTAGE=  3.76,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 281,Hartford,=  64.23 ,11,20,68.68( 288),,0,0,|,,0   1,| ,64.57  278 | ,63.51,286
 282,Northern Illinois,=  64.22 ,8,21,70.76( 219),,0,0,|,,0   3,| ,63.02  297 | ,64.94,267
 283,Citadel,=  64.21 ,8,22,71.73( 184),,0,0,|,,0   2,| ,63.73  287 | ,64.31,278
 284,Samford,=  64.20 ,10,19,70.06( 245),,0,0,|,,0   0,| ,65.50  263 | ,62.32,302
 285,Army,=  64.09 ,10,19,68.66( 290),,0,0,|,,0   0,| ,63.99  283 | ,63.84,284
 286,Troy,=  64.06 ,7,21,71.45( 192),,0,0,|,,0   3,| ,63.65  288 | ,64.09,279
 287,Saint Francis-Pa.,=  64.05 ,9,21,70.88( 213),,0,2,|,,0   2,| ,64.83  273 | ,62.84,295
 288,NC Greensboro,=  63.91 ,7,24,73.12( 148),,0,1,|,,0   6,| ,63.59  290 | ,63.87,283
 289,South Alabama,=  63.87 ,10,16,68.45( 298),,0,1,|,,0   2,| ,63.98  284 | ,63.39,288
 290,Norfolk State,=  63.80 ,12,20,68.02( 310),,0,0,|,,0   0,| ,64.64  277 | ,62.49,300
FINAL,College Basketball,2010-2011    Div I,ga,mes,only    through,ga,mes,of,2,11,April,4 Mo,nday - Championsh,ip Game,
HOME,ADVANTAGE=  3.76,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 291,Navy,=  63.78 ,10,20,68.79( 286),,0,1,|,,0   1,| ,63.84  285 | ,63.37,290
 292,Fla. Internationa,l      =  63.76 ,9,19,68.69( 287),,0,1,|,,0   2,| ,63.23  295 | ,63.92,282
 293,Jackson State,=  63.71 ,15,15,63.20( 343),,0,1,|,,0   1,| ,62.65  300 | ,64.32,277
 294,Stetson,=  63.69 ,8,22,71.08( 208),,0,0,|,,0   3,| ,64.07  282 | ,62.93,294
 295,Niagara,=  63.69 ,9,23,71.38( 194),,0,0,|,,0   0,| ,65.10  270 | ,61.61,305
 296,NC Central,=  63.62 ,11,15,67.08( 322),,0,0,|,,0   1,| ,65.10  271 | ,61.45,306
 297,Monmouth-NJ,=  63.57 ,9,21,69.39( 269),,0,0,|,,0   1,| ,63.36  292 | ,63.42,287
 298,South Dakota,=  63.10 ,14,15,62.80( 344),,0,2,|,,0   2,| ,61.18  315 | ,64.35,276
 299,North Dakota,=  63.04 ,15,15,64.70( 336),,0,1,|,,0   1,| ,63.14  296 | ,62.57,299
 300,Bryant,=  62.95 ,8,21,71.19( 205),,0,0,|,,0   1,| ,64.19  280 | ,61.11,311
FINAL,College Basketball,2010-2011    Div I,ga,mes,only    through,ga,mes,of,2,11,April,4 Mo,nday - Championsh,ip Game,
HOME,ADVANTAGE=  3.76,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 301,Idaho State,=  62.90 ,7,20,71.25( 202),,0,1,|,,0   2,| ,62.78  299 | ,62.67,297
 302,Eastern Michigan,=  62.76 ,6,22,70.47( 235),,0,0,|,,0   1,| ,60.75  317 | ,64.05,280
 303,CS Bakersfield,=  62.59 ,9,19,69.52( 264),,0,0,|,,0   2,| ,63.31  293 | ,61.41,308
 304,Tennessee-Martin,=  62.48 ,10,21,69.12( 275),,0,1,|,,0   1,| ,62.49  302 | ,62.11,304
 305,San Diego,=  62.47 ,4,24,74.69( 104),,0,1,|,,0   3,| ,61.32  314 | ,63.14,292
 306,Manhattan,=  62.41 ,6,25,72.11( 174),,0,1,|,,0   2,| ,62.96  298 | ,61.45,307
 307,SE Missouri State,(SEMO) =  62.14 ,9,22,69.05( 279),,0,0,|,,0   0,| ,61.62  310 | ,62.28,303
 308,Delaware State,=  62.11 ,7,21,69.11( 277),,0,1,|,,0   2,| ,61.38  313 | ,62.43,301
 309,Eastern Illinois,=  61.99 ,7,20,69.26( 272),,0,0,|,,0   0,| ,60.68  318 | ,62.78,296
 310,Alabama State,=  61.70 ,15,18,64.29( 338),,0,0,|,,0   1,| ,61.85  308 | ,61.19,310
FINAL,College Basketball,2010-2011    Div I,ga,mes,only    through,ga,mes,of,2,11,April,4 Mo,nday - Championsh,ip Game,
HOME,ADVANTAGE=  3.76,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 311,USC Upstate,=  61.69 ,5,25,73.20( 145),,0,0,|,,0   4,| ,62.05  306 | ,60.94,315
 312,Texas A&M-CorpusC,hristi =  61.53 ,7,21,70.64( 226),,0,2,|,,0   3,| ,61.73  309 | ,60.96,314
 313,Kennesaw State,=  61.51 ,7,23,70.64( 225),,0,0,|,,0   3,| ,62.46  303 | ,60.03,317
 314,Binghamton-NY,=  61.32 ,8,23,69.49( 265),,0,0,|,,0   0,| ,62.39  305 | ,59.67,319
 315,MVSU(Miss. Valley,St.)  =  61.07 ,13,19,65.81( 331),,0,4,|,,0   4,| ,60.82  316 | ,60.96,313
 316,Marist,=  61.06 ,6,27,72.44( 160),,0,0,|,,0   2,| ,62.02  307 | ,59.56,321
 317,NJIT(New Jersey T,ech)   =  61.05 ,11,15,64.07( 340),,0,0,|,,0   0,| ,60.43  321 | ,61.27,309
 318,Jacksonville Stat,e      =  60.99 ,4,25,69.28( 271),,0,0,|,,0   0,| ,56.60  334 | ,63.33,291
 319,Dartmouth,=  60.74 ,5,23,71.72( 186),,0,0,|,,0   0,| ,61.61  311 | ,59.35,322
 320,Longwood,=  60.51 ,8,19,69.15( 274),,0,2,|,,0   3,| ,61.42  312 | ,59.05,324
FINAL,College Basketball,2010-2011    Div I,ga,mes,only    through,ga,mes,of,2,11,April,4 Mo,nday - Championsh,ip Game,
HOME,ADVANTAGE=  3.76,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 321,Colgate,=  59.86 ,7,23,69.12( 276),,0,2,|,,0   2,| ,60.53  319 | ,58.73,326
 322,Sacramento State,=  59.69 ,5,21,69.40( 268),,0,0,|,,0   0,| ,59.44  323 | ,59.57,320
 323,Florida A&M,=  59.52 ,8,20,66.70( 326),,0,1,|,,0   2,| ,60.50  320 | ,57.94,329
 324,Fairleigh Dickins,on     =  59.44 ,5,24,68.94( 282),,0,1,|,,0   1,| ,57.96  331 | ,60.3,316
 325,Alabama A&M,=  59.26 ,10,15,62.24( 345),,0,1,|,,0   2,| ,58.15  330 | ,59.87,318
 326,Louisiana-Monroe,=  58.87 ,5,24,69.60( 261),,0,0,|,,0   0,| ,58.28  328 | ,59.06,323
 327,Radford,=  58.47 ,2,24,72.33( 165),,0,1,|,,0   2,| ,58.80  325 | ,57.75,332
 328,SC State,=  58.42 ,6,22,66.74( 325),,0,0,|,,0   1,| ,58.54  327 | ,57.93,330
 329,Western Illinois,=  58.17 ,4,23,69.83( 252),,0,0,|,,0   1,| ,56.64  333 | ,59.04,325
 330,Md.-Eastern Shore,(UMES) =  58.13 ,7,22,67.66( 317),,0,1,|,,0   2,| ,59.64  322 | ,55.59,337
FINAL,College Basketball,2010-2011    Div I,ga,mes,only    through,ga,mes,of,2,11,April,4 Mo,nday - Championsh,ip Game,
HOME,ADVANTAGE=  3.76,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 331,UMBC,=  57.94 ,5,25,69.67( 260),,0,2,|,,0   2,| ,59.04  324 | ,56.12,335
 332,Grambling,=  57.60 ,12,21,63.81( 341),,0,0,|,,0   1,| ,58.24  329 | ,56.49,333
 333,Toledo,=  57.53 ,3,28,71.99( 177),,0,2,|,,0   4,| ,56.50  335 | ,58.07,328
 334,Howard,=  57.20 ,6,24,67.30( 320),,0,1,|,,0   1,| ,58.68  326 | ,54.65,340
 335,Georgia Southern,=  56.94 ,2,27,70.83( 217),,0,2,|,,0   2,| ,53.89  338 | ,58.53,327
 336,SIU-Edwardsville,=  56.25 ,4,21,70.10( 244),,0,0,|,,0   1,| ,57.86  332 | ,53.32,341
 337,Texas-Pan America,n      =  55.79 ,3,25,67.15( 321),,0,0,|,,0   1,| ,51.08  343 | ,57.79,331
 338,Houston Baptist,=  55.30 ,5,24,65.27( 334),,0,0,|,,0   0,| ,53.32  339 | ,56.37,334
 339,Ark.-Pine Bluff,=  55.17 ,7,24,66.79( 323),,0,0,|,,0   2,| ,54.87  336 | ,55.11,339
 340,Prairie View A&M,=  55.04 ,7,22,64.86( 335),,0,2,|,,0   4,| ,54.19  337 | ,55.43,338
FINAL,College Basketball,2010-2011    Div I,ga,mes,only    through,ga,mes,of,2,11,April,4 Mo,nday - Championsh,ip Game,
HOME,ADVANTAGE=  3.76,  RATING ,W,L,SCHEDL(RANK),VS,top,25,|,VS,top 5,0 | ,ELO_CHESS   | ,PREDIC,TOR  
 341,Central Arkansas,=  54.82 ,2,24,68.52( 294),,0,0,|,,0   1,| ,52.33  341 | ,56.1,336
 342,Alcorn State,=  52.27 ,4,24,65.80( 332),,0,1,|,,0   3,| ,50.64  344 | ,53.1,342
 343,Centenary,=  52.23 ,1,27,71.28( 201),,0,1,|,,0   1,| ,52.58  340 | ,51.46,343
 344,Chicago State,=  51.29 ,4,25,68.49( 296),,0,3,|,,0   3,| ,52.05  342 | ,49.9,344
 345,Southern Universi,ty     =  49.51 ,3,24,64.12( 339),,0,0,|,,0   2,| ,48.82  345 | ,49.75,345
