gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,team_alive,team_id,team_name,team_rating,team_region,team_seed
mens,2018-03-12,0,1.0,0.233710084206,0.037203691071,0.009619285862,0.002300117806,0.000424125827,8.3196985e-05,1,2571,South Dakota State,78.07,West,12
mens,2018-03-12,0,1.0,0.16370070172,0.040015286454,0.004681940803,0.001228509979,0.000289545535,7.697589e-05,1,93,Murray State,78.93,East,12
mens,2018-03-12,0,1.0,0.151787581414,0.038384014093,0.004995863111,0.001287991766,0.000354182334,7.5734755e-05,1,2084,Buffalo,79.07,South,13
mens,2018-03-12,0,1.0,0.08298961178,0.02519383387,0.005935385511,0.001297996036,0.000236368508,4.5825833e-05,1,2430,North Carolina-Greensboro,78.03,West,13
mens,2018-03-12,0,1.0,0.077241476591,0.026512356857,0.004313736544,0.001011441089,0.000178169089,3.947341e-05,1,2083,Bucknell,78.25,Midwest,14
mens,2018-03-12,0,1.0,0.065901126453,0.02208511531,0.006492023879,0.001031776642,0.000196546475,2.9279207e-05,1,2247,Georgia State,75.89,South,15
mens,2018-03-12,0,1.0,0.10710244185,0.023718656318,0.004828308074,0.001088803235,0.000163874816,2.6550271e-05,1,149,Montana,76.79,West,14
mens,2018-03-12,0,1.0,0.201172851431,0.052888473523,0.006766485467,0.000845041625,0.000124781635,2.3601832e-05,1,232,College of Charleston,76.45,Midwest,13
mens,2018-03-12,0,1.0,0.09083530581,0.014653040923,0.001188435616,0.000226067565,3.4417291e-05,6.141191e-06,1,276,Marshall,75.58,East,13
mens,2018-03-12,0,1.0,0.106072862508,0.021395250868,0.002327974144,0.000187853416,3.1467779e-05,6.132617e-06,1,2617,Stephen F. Austin,74.78,East,14
mens,2018-03-12,0,1.0,0.045231365789,0.010000764645,0.002745343536,0.000298666603,3.6704878e-05,5.875012e-06,1,219,Pennsylvania,75.45,Midwest,16
mens,2018-03-12,0,1.0,0.092524614962,0.019909636307,0.002506523084,0.000239470009,3.9099038e-05,5.007091e-06,1,2750,Wright State,74.3,South,14
mens,2018-03-12,0,1.0,0.042101221824,0.010789340477,0.001146080605,0.000174806386,1.9881609e-05,2.963772e-06,1,314,Iona,74.81,Midwest,15
mens,2018-03-12,0,1.0,0.035188879471,0.006843402664,0.000739792174,8.403313e-05,8.181683e-06,8.74839e-07,1,288,Lipscomb,72.45,West,15
mens,2018-03-12,0,1.0,0.017381456108,0.002803835192,0.000273419183,2.6536165e-05,2.791005e-06,2.32132e-07,1,2378,Maryland-Baltimore County,71.36,South,16
mens,2018-03-12,1,0.665023923412,0.011143144135,0.001680329951,0.000169344395,1.8708021e-05,1.641316e-06,1.74438e-07,1,2515,Radford,70.87,East,16b
mens,2018-03-12,0,1.0,0.022432744098,0.002114079028,0.000218290677,1.044276e-05,9.85097e-07,1.12176e-07,1,2239,Cal State Fullerton,71.88,East,15
mens,2018-03-12,1,0.575461385838,0.014105360413,0.001337964157,8.3900082e-05,6.043745e-06,4.48405e-07,3.6879e-08,1,2640,Texas Southern,67.93,West,16b
mens,2018-03-12,1,0.334976076588,0.003475128306,0.000343258046,2.8568053e-05,2.623733e-06,1.49668e-07,1.0517e-08,1,2341,Long Island University,67.63,East,16a
mens,2018-03-12,1,0.424538614162,0.007573983553,0.000535158793,2.0904857e-05,9.44555e-07,3.7106e-08,1.64e-09,1,2428,North Carolina Central,65.31,West,16a
