gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,team_alive,team_id,team_name,team_rating,team_region,team_seed
mens,3/12/2017,0,1,0.494281725,0.167199602,0.042373495,0.009472803,0.002451709,0.000792493,1,2752,Xavier,82.34,West,11
mens,3/12/2017,0,1,0.262229212,0.076255128,0.036011588,0.008528679,0.00231709,0.000780418,1,2670,Virginia Commonwealth,82.93,West,10
mens,3/12/2017,0,1,0.480437759,0.1644115,0.043759258,0.011922665,0.003240089,0.000779885,1,2393,Middle Tennessee,81.28,South,12
mens,3/12/2017,0,1,0.505718275,0.172976795,0.042858487,0.009379024,0.002365913,0.000748238,1,120,Maryland,82.48,West,6
mens,3/12/2017,0,1,0.454292816,0.066373982,0.022163655,0.007824092,0.002139142,0.000724341,1,77,Northwestern,82.6,West,8
mens,3/12/2017,0,1,0.519562241,0.184583117,0.042529634,0.010122565,0.002831157,0.000700461,1,135,Minnesota,81.23,South,5
mens,3/12/2017,1,0.582211116,0.123028397,0.040913089,0.012438687,0.003137787,0.000915611,0.000305047,1,2507,Providence,81.75,East,11a
mens,3/12/2017,1,0.417788884,0.087329907,0.028813694,0.008298097,0.001981912,0.000735993,0.000302564,1,30,Southern California,81.18,East,11b
mens,3/12/2017,0,1,0.169120369,0.038797278,0.006873639,0.001986006,0.000661836,0.000193962,1,2440,Nevada,80.73,Midwest,12
mens,3/12/2017,0,1,0.245291833,0.049146792,0.007350411,0.001982721,0.000409038,0.000108797,1,163,Princeton,80,West,12
mens,3/12/2017,0,1,0.155233088,0.042110696,0.005987617,0.001578644,0.000373603,0.000103395,1,350,North Carolina-Wilmington,80.19,East,12
mens,3/12/2017,0,1,0.210201959,0.019472191,0.005276095,0.001366767,0.000321385,8.84E-05,1,259,Virginia Tech,80.02,East,9
mens,3/12/2017,0,1,0.140303689,0.035808358,0.005502939,0.001404734,0.000332618,7.01E-05,1,261,Vermont,79.49,Midwest,13
mens,3/12/2017,0,1,0.098170485,0.028442093,0.003276057,0.000703306,0.000115271,2.50E-05,1,2083,Bucknell,77.93,West,13
mens,3/12/2017,0,1,0.125081948,0.022741488,0.002467302,0.000516807,0.000100944,2.35E-05,1,2193,East Tennessee State,78.05,East,13
mens,3/12/2017,0,1,0.109794094,0.030879773,0.003895311,0.000522191,7.81E-05,1.06E-05,1,2737,Winthrop,75.53,South,13
mens,3/12/2017,0,1,0.124540663,0.039875571,0.004390241,0.000443427,5.51E-05,9.32E-06,1,526,Florida Gulf Coast,75.81,West,14
mens,3/12/2017,0,1,0.096501115,0.013359236,0.001667678,0.000172058,3.26E-05,7.40E-06,1,166,New Mexico State,75.6,East,14
mens,3/12/2017,0,1,0.077546855,0.014844209,0.001650843,0.000180559,2.73E-05,3.74E-06,1,314,Iona,75.49,Midwest,14
mens,3/12/2017,0,1,0.058276357,0.007532643,0.000634853,9.60E-05,1.29E-05,1.58E-06,1,2309,Kent State,74.27,South,14
mens,3/12/2017,0,1,0.033096506,0.005765631,0.00066986,4.90E-05,5.27E-06,7.06E-07,1,2653,Troy,73.28,East,15
mens,3/12/2017,0,1,0.033193621,0.003763286,0.000472341,6.15E-05,6.85E-06,7.01E-07,1,94,Northern Kentucky,72.83,South,15
mens,3/12/2017,0,1,0.023204369,0.004147012,0.000447293,5.54E-05,5.23E-06,6.87E-07,1,2571,South Dakota State,72.79,West,16
mens,3/12/2017,0,1,0.047498365,0.004918122,0.000812418,5.89E-05,5.11E-06,6.22E-07,1,155,North Dakota,72.33,West,15
mens,3/12/2017,0,1,0.020724661,0.002532644,0.00034502,2.51E-05,2.34E-06,2.02E-07,1,2640,Texas Southern,70.99,South,16
mens,3/12/2017,0,1,0.026181881,0.002149023,0.000258836,1.69E-05,1.54E-06,1.28E-07,1,55,Jacksonville State,71.17,Midwest,15
mens,3/12/2017,1,0.629059916,0.013628353,0.001809114,0.000152018,1.52E-05,1.46E-06,1.28E-07,1,2428,North Carolina Central,71.04,Midwest,16a
mens,3/12/2017,1,0.370940084,0.006759611,0.000769684,5.46E-05,4.64E-06,5.19E-07,5.29E-08,1,302,UC-Davis,69.94,Midwest,16b
mens,3/12/2017,1,0.555249525,0.007791272,0.000756286,5.90E-05,4.64E-06,3.35E-07,3.08E-08,1,116,Mount St. Mary's,69.78,East,16a
mens,3/12/2017,1,0.444750475,0.004576726,0.000336019,2.42E-05,1.76E-06,1.35E-07,1.32E-08,1,2443,New Orleans,69.24,East,16b
mens,3/14/2017,0,1,0.987426988,0.803067057,0.589105143,0.401677476,0.241095698,0.149928014,1,222,Villanova,95.18,East,1
mens,3/14/2017,0,1,0.976795631,0.840203278,0.595332929,0.414664017,0.229401375,0.138470257,1,2250,Gonzaga,93.71,West,1
mens,3/14/2017,0,1,0.979612036,0.805572801,0.556596439,0.38029915,0.212150284,0.103864089,1,2305,Kansas,92.18,Midwest,1
mens,3/14/2017,0,1,0.966806379,0.681923407,0.47496234,0.302326201,0.168274726,0.081822876,1,96,Kentucky,92.28,South,2
mens,3/14/2017,0,1,0.979275339,0.798724713,0.57984198,0.298565718,0.154800061,0.0699763,1,153,North Carolina,91.74,South,1
mens,3/14/2017,0,1,0.966903494,0.779869687,0.510116107,0.236582107,0.122117427,0.066656312,1,150,Duke,92.26,East,2
mens,3/14/2017,0,1,0.973818119,0.668185522,0.465179387,0.21609735,0.110785072,0.049722206,1,97,Louisville,90.8,Midwest,2
mens,3/14/2017,0,1,0.952501635,0.568275078,0.392453362,0.161012216,0.07967582,0.043951405,1,12,Arizona,88.99,West,2
mens,3/14/2017,0,1,0.901829515,0.64560099,0.256005981,0.146890204,0.06777452,0.035329848,1,277,West Virginia,90.8,West,4
mens,3/14/2017,0,1,0.844766912,0.491577691,0.178738896,0.095967366,0.04731783,0.024829756,1,258,Virginia,90.02,East,5
mens,3/14/2017,0,1,0.941723643,0.611215043,0.207386885,0.097177734,0.052541058,0.024792283,1,26,UCLA,88.02,South,3
mens,3/14/2017,0,1,0.737770788,0.350551672,0.257520482,0.117770505,0.046162382,0.021076621,1,2608,Saint Mary's (CA),87.39,West,7
mens,3/14/2017,0,1,0.859696311,0.506128913,0.196615654,0.106255356,0.049404551,0.020092436,1,2509,Purdue,88.61,Midwest,4
mens,3/14/2017,0,1,0.692358309,0.244216763,0.149951369,0.083874522,0.043761125,0.019908954,1,2724,Wichita State,88.86,South,10
mens,3/14/2017,0,1,0.789641696,0.456299666,0.197903735,0.071714136,0.033630509,0.016902921,1,2567,Southern Methodist,88.43,East,6
mens,3/14/2017,0,1,0.830879631,0.41926545,0.165322582,0.090313293,0.04146111,0.016648788,1,66,Iowa State,87.92,Midwest,5
mens,3/14/2017,0,1,0.903498885,0.460614315,0.188426523,0.064285337,0.028870661,0.013980875,1,239,Baylor,87.66,East,3
mens,3/14/2017,0,1,0.922453145,0.612530911,0.21081951,0.065982422,0.029498887,0.011536535,1,2483,Oregon,87.3,Midwest,3
mens,3/14/2017,0,1,0.890205906,0.620125611,0.231390822,0.086291185,0.032987642,0.011024822,1,2086,Butler,86.52,South,4
mens,3/14/2017,0,1,0.874918052,0.443570125,0.126525762,0.057348993,0.023557872,0.010564998,1,57,Florida,87.84,East,4
mens,3/14/2017,0,1,0.875459337,0.619948032,0.223579927,0.069806579,0.024620041,0.010307991,1,52,Florida State,87.22,West,3
mens,3/14/2017,0,1,0.613861756,0.253171857,0.100053658,0.05227058,0.023634327,0.009311925,1,2132,Cincinnati,87.35,South,6
mens,3/14/2017,0,1,0.789798041,0.176322547,0.091809638,0.044127231,0.019324603,0.009157501,1,275,Wisconsin,87.84,East,8
mens,3/14/2017,0,1,0.63343539,0.229701754,0.136026186,0.050064359,0.02131493,0.007941696,1,130,Michigan,86.86,Midwest,7
mens,3/14/2017,0,1,0.754708167,0.276810125,0.082734021,0.038876177,0.014374349,0.006256684,1,87,Notre Dame,86.68,West,5
mens,3/14/2017,0,1,0.560859159,0.219366215,0.082632247,0.028122711,0.010674225,0.003552706,1,156,Creighton,84.43,Midwest,6
mens,3/14/2017,0,1,0.36656461,0.0999637,0.05710123,0.020032277,0.008213357,0.002948555,1,197,Oklahoma State,84.71,Midwest,10
mens,3/14/2017,1,1,0.386138244,0.128218292,0.038041642,0.016160435,0.006388844,0.002206138,1,2306,Kansas State,84.14,South,11a
mens,3/14/2017,0,1,0.551241404,0.111588464,0.040975026,0.015984554,0.005818318,0.001858979,1,2390,Miami (FL),84.56,Midwest,8
mens,3/14/2017,0,1,0.505738239,0.10119193,0.053221267,0.017320905,0.005918876,0.001774759,1,8,Arkansas,83.19,South,8
mens,3/14/2017,0,1,0.545707184,0.089275728,0.032689652,0.012532033,0.003773417,0.00138547,1,238,Vanderbilt,83.79,West,9
mens,3/14/2017,0,1,0.439140841,0.153258665,0.046331761,0.012863551,0.004470896,0.001365671,1,227,Rhode Island,84.02,Midwest,11
mens,3/14/2017,0,1,0.567264573,0.127884353,0.046432449,0.010827144,0.003178378,0.001064335,1,2579,South Carolina,83.08,East,7
mens,3/14/2017,0,1,0.494261761,0.097550713,0.045016708,0.01243996,0.00380422,0.001025231,1,2550,Seton Hall,82.95,South,9
mens,3/14/2017,0,1,0.307641691,0.070096544,0.028507501,0.010820434,0.003541665,0.001018833,1,2168,Dayton,82.84,South,7
mens,3/14/2017,0,1,0.432735427,0.086480328,0.034046864,0.008658534,0.002774847,0.001003434,1,269,Marquette,83.01,East,10
mens,3/14/2017,0,1,0.448758596,0.080259936,0.027907107,0.010376899,0.003358977,0.0009576,1,127,Michigan State,82.79,Midwest,9
mens,3/14/2017,0,1,0.494281725,0.167199602,0.042373495,0.009472803,0.002451752,0.000792373,1,2752,Xavier,82.34,West,11
mens,3/14/2017,0,1,0.262229212,0.076255128,0.036011588,0.008528679,0.00231713,0.000780303,1,2670,Virginia Commonwealth,82.93,West,10
mens,3/14/2017,0,1,0.480437759,0.1644115,0.043759258,0.011924551,0.00324056,0.000779993,1,2393,Middle Tennessee,81.28,South,12
mens,3/14/2017,0,1,0.505718275,0.172976795,0.042858487,0.009379024,0.002365956,0.000748122,1,120,Maryland,82.48,West,6
mens,3/14/2017,0,1,0.454292816,0.066373982,0.022163655,0.007824092,0.002139178,0.000724235,1,77,Northwestern,82.6,West,8
mens,3/14/2017,0,1,0.519562241,0.184583117,0.042529634,0.010124376,0.002831628,0.000700573,1,135,Minnesota,81.23,South,5
mens,3/14/2017,1,0.582211116,0.123028397,0.040913089,0.012438687,0.003137949,0.000915655,0.00030501,1,2507,Providence,81.75,East,11a
mens,3/14/2017,1,0.417788884,0.087329907,0.028813694,0.008298097,0.001982017,0.00073603,0.000302538,1,30,Southern California,81.18,East,11b
mens,3/14/2017,0,1,0.169120369,0.038797278,0.006873639,0.001986006,0.000661477,0.000193868,1,2440,Nevada,80.73,Midwest,12
mens,3/14/2017,0,1,0.245291833,0.049146792,0.007350411,0.001982721,0.000409046,0.000108779,1,163,Princeton,80,West,12
mens,3/14/2017,0,1,0.155233088,0.042110696,0.005989523,0.001579125,0.000373712,0.000103404,1,350,North Carolina-Wilmington,80.19,East,12
mens,3/14/2017,0,1,0.210201959,0.019503796,0.005284426,0.001368869,0.000321867,8.85E-05,1,259,Virginia Tech,80.02,East,9
mens,3/14/2017,0,1,0.140303689,0.035808358,0.005502939,0.001404734,0.000332391,7.00E-05,1,261,Vermont,79.49,Midwest,13
mens,3/14/2017,0,1,0.098170485,0.028442093,0.003276057,0.000703306,0.000115273,2.50E-05,1,2083,Bucknell,77.93,West,13
mens,3/14/2017,0,1,0.125081948,0.022741488,0.002468308,0.00051701,0.000100982,2.35E-05,1,2193,East Tennessee State,78.05,East,13
mens,3/14/2017,0,1,0.109794094,0.030879773,0.003895311,0.000522322,7.81E-05,1.06E-05,1,2737,Winthrop,75.53,South,13
mens,3/14/2017,0,1,0.124540663,0.039875571,0.004390241,0.000443427,5.51E-05,9.32E-06,1,526,Florida Gulf Coast,75.81,West,14
mens,3/14/2017,0,1,0.096501115,0.013359236,0.001667678,0.00017207,3.26E-05,7.40E-06,1,166,New Mexico State,75.6,East,14
mens,3/14/2017,0,1,0.077546855,0.014844209,0.001650843,0.000180559,2.73E-05,3.73E-06,1,314,Iona,75.49,Midwest,14
mens,3/14/2017,0,1,0.058276357,0.007394808,0.000623781,9.44E-05,1.27E-05,1.56E-06,1,2309,Kent State,74.27,South,14
mens,3/14/2017,0,1,0.033096506,0.005765631,0.00066986,4.90E-05,5.27E-06,7.06E-07,1,2653,Troy,73.28,East,15
mens,3/14/2017,0,1,0.033193621,0.003763286,0.000472824,6.16E-05,6.86E-06,7.01E-07,1,94,Northern Kentucky,72.83,South,15
mens,3/14/2017,0,1,0.023204369,0.004147012,0.000447293,5.54E-05,5.23E-06,6.87E-07,1,2571,South Dakota State,72.79,West,16
mens,3/14/2017,0,1,0.047498365,0.004918122,0.000812418,5.89E-05,5.11E-06,6.22E-07,1,155,North Dakota,72.33,West,15
mens,3/14/2017,0,1,0.020724661,0.002532644,0.00034502,2.51E-05,2.35E-06,2.02E-07,1,2640,Texas Southern,70.99,South,16
mens,3/14/2017,0,1,0.026181881,0.002149023,0.000258836,1.69E-05,1.54E-06,1.28E-07,1,55,Jacksonville State,71.17,Midwest,15
mens,3/14/2017,1,0.629059916,0.013628353,0.001809114,0.000152018,1.52E-05,1.46E-06,1.28E-07,1,2428,North Carolina Central,71.04,Midwest,16a
mens,3/14/2017,1,0.370940084,0.006759611,0.000769684,5.46E-05,4.64E-06,5.19E-07,5.28E-08,1,302,UC-Davis,69.94,Midwest,16b
mens,3/14/2017,1,1,0.012573012,0.0011066,7.83E-05,5.60E-06,3.68E-07,3.10E-08,1,116,Mount St. Mary's,70.2,East,16a
mens,3/14/2017,1,0,0,0,0,0,0,0,0,2443,New Orleans,69.67,East,16b
mens,3/14/2017,1,0,0,0,0,0,0,0,0,154,Wake Forest,83.32,South,11b
womens,3/12/2017,0,1,0.999065857,0.981473596,0.960641578,0.89835353,0.630556259,0.523680572,1,41,Connecticut,111.43,Bridgeport,1
womens,3/12/2017,0,1,0.999454358,0.983164835,0.874781796,0.732347032,0.30634567,0.231793451,1,239,Baylor,104.45,Oklahoma City,1
womens,3/12/2017,0,1,0.998370581,0.951476877,0.763939006,0.602069169,0.381144124,0.101454606,1,87,Notre Dame,101.2,Lexington,1
womens,3/12/2017,0,1,0.998901294,0.942111668,0.830615438,0.561331516,0.311180561,0.075947445,1,2579,South Carolina,100.32,Stockton,1
womens,3/12/2017,0,1,0.991651644,0.904403356,0.54056725,0.161450363,0.07943645,0.013855624,1,251,Texas,94.37,Lexington,3
womens,3/12/2017,0,1,0.985581589,0.87814681,0.420284124,0.158796088,0.062238348,0.009191479,1,52,Florida State,94.36,Stockton,3
womens,3/12/2017,0,1,0.984134872,0.835247175,0.615969864,0.067384121,0.019559546,0.008638955,1,120,Maryland,96.27,Bridgeport,3
womens,3/12/2017,0,1,0.985670192,0.838265908,0.488045709,0.115601469,0.018674045,0.008254348,1,344,Mississippi State,94.69,Oklahoma City,2
womens,3/12/2017,0,1,0.9841812,0.934609714,0.54440528,0.225688607,0.069566525,0.007458878,1,204,Oregon State,93.24,Stockton,2
womens,3/12/2017,0,1,0.973385746,0.702845231,0.357496458,0.103873702,0.045543463,0.00668306,1,24,Stanford,95.07,Lexington,2
womens,3/12/2017,0,1,0.987240935,0.891320912,0.424552395,0.085930232,0.011361294,0.004364609,1,264,Washington,94.81,Oklahoma City,3
womens,3/12/2017,0,1,0.946626319,0.703570633,0.094979898,0.044671174,0.005465306,0.001990026,1,97,Louisville,92.24,Oklahoma City,4
womens,3/12/2017,0,1,0.942971063,0.555390331,0.129972584,0.069017953,0.020048893,0.001673483,1,96,Kentucky,89.12,Lexington,4
womens,3/12/2017,0,1,0.818538731,0.399194039,0.088915508,0.045809486,0.015460092,0.001577591,1,194,Ohio State,90.5,Lexington,5
womens,3/12/2017,0,1,0.987045687,0.863009682,0.286557697,0.015929175,0.002942605,0.000889917,1,150,Duke,90.94,Bridgeport,2
womens,3/12/2017,0,1,0.971150357,0.829969159,0.024994476,0.008812292,0.00178737,0.000586873,1,26,UCLA,91.74,Bridgeport,4
womens,3/12/2017,0,1,0.884959183,0.788691394,0.121917921,0.035060924,0.007774284,0.000558366,1,2390,Miami (FL),88.19,Stockton,4
womens,3/12/2017,0,1,0.822741662,0.264523194,0.025081538,0.009442661,0.000868945,0.000257329,1,2633,Tennessee,88.89,Oklahoma City,5
womens,3/12/2017,0,1,0.817252142,0.017512951,0.011264708,0.004769196,0.000799157,0.000223654,1,183,Syracuse,89.29,Bridgeport,8
womens,3/12/2017,0,1,0.564801323,0.035856556,0.024737284,0.009672514,0.002390744,0.000197704,1,9,Arizona State,87.68,Stockton,8
womens,3/12/2017,0,1,0.837770153,0.151444175,0.055449181,0.007003569,0.000574754,0.000155989,1,305,DePaul,87.94,Oklahoma City,7
womens,3/12/2017,0,1,0.832975415,0.153375528,0.075467968,0.003536921,0.000549234,0.00014387,1,277,West Virginia,88.26,Bridgeport,6
womens,3/12/2017,0,1,0.766675639,0.257613815,0.064266225,0.008123436,0.001821449,0.000110905,1,2306,Kansas State,84.48,Lexington,7
womens,3/12/2017,0,1,0.576236508,0.067288729,0.024720219,0.003629477,0.000301222,8.27E-05,1,201,Oklahoma,85.68,Oklahoma City,6
womens,3/12/2017,0,1,0.619346111,0.066585303,0.024184562,0.003536383,0.000722866,3.95E-05,1,152,North Carolina State,84.37,Lexington,6
womens,3/12/2017,0,1,0.561704605,0.029760104,0.008946524,0.002774934,0.000596561,3.47E-05,1,2739,Green Bay,84.36,Lexington,8
womens,3/12/2017,0,1,0.845049103,0.155367863,0.002710992,0.000680191,0.000115437,3.28E-05,1,245,Texas A&M,85.97,Bridgeport,5
womens,3/12/2017,0,1,0.493930103,0.05846612,0.013610825,0.002482354,0.000499783,3.25E-05,1,142,Missouri,83.86,Stockton,6
womens,3/12/2017,0,1,0.435198677,0.021975582,0.011416804,0.00278193,0.000512659,3.00E-05,1,127,Michigan State,84.28,Stockton,9
womens,3/12/2017,0,1,0.506069897,0.060976938,0.011249388,0.001621591,0.00024813,1.17E-05,1,58,South Florida,82.58,Stockton,11
womens,3/12/2017,0,1,0.438295395,0.018630221,0.004978401,0.001386112,0.00024893,1.17E-05,1,2509,Purdue,82.06,Lexington,9
womens,3/12/2017,0,1,0.181461269,0.038700784,0.003033892,0.000745584,0.00011453,4.49E-06,1,98,Western Kentucky,80.25,Lexington,12
womens,3/12/2017,0,1,0.380653889,0.027809977,0.007230394,0.00069258,0.000107568,4.27E-06,1,2,Auburn,80.45,Lexington,11
womens,3/12/2017,0,1,0.658691916,0.046127013,0.00826786,0.000978329,0.000117216,4.19E-06,1,156,Creighton,79.96,Stockton,7
womens,3/12/2017,0,1,0.515164292,0.008893071,0.002294219,0.000466898,2.21E-05,3.90E-06,1,99,Louisiana State,80.97,Oklahoma City,8
womens,3/12/2017,0,1,0.592667548,0.095655483,0.006419138,0.000944842,0.000105374,3.49E-06,1,269,Marquette,79.73,Stockton,5
womens,3/12/2017,0,1,0.484835708,0.007889434,0.002093341,0.000438846,1.99E-05,3.39E-06,1,25,California,82.52,Oklahoma City,9
womens,3/12/2017,0,1,0.545205545,0.078112075,0.012639737,0.000307304,2.23E-05,3.01E-06,1,218,Temple,81.23,Bridgeport,7
womens,3/12/2017,0,1,0.233324361,0.036682938,0.006038162,0.000490694,7.04E-05,2.55E-06,1,2181,Drake,79.43,Lexington,10
womens,3/12/2017,0,1,0.454794455,0.057114883,0.007180802,0.000133271,1.23E-05,2.06E-06,1,2483,Oregon,83.06,Bridgeport,10
womens,3/12/2017,0,1,0.423763492,0.039190327,0.00588506,0.000314361,1.11E-05,1.53E-06,1,2250,Gonzaga,81.07,Oklahoma City,11
womens,3/12/2017,0,1,0.182747858,0.000870786,0.000289293,5.42E-05,5.30E-06,9.39E-07,1,66,Iowa State,81.33,Bridgeport,9
womens,3/12/2017,0,1,0.115040817,0.065270826,0.002717389,0.000268343,2.15E-05,4.97E-07,1,526,Florida Gulf Coast,76.81,Stockton,13
womens,3/12/2017,0,1,0.407332452,0.050382297,0.002172861,0.000221174,1.70E-05,3.77E-07,1,2514,Quinnipiac,77.11,Stockton,12
womens,3/12/2017,0,1,0.177258338,0.02108302,0.000546913,7.87E-05,2.35E-06,2.84E-07,1,2168,Dayton,78.32,Oklahoma City,12
womens,3/12/2017,0,1,0.341308084,0.014013662,0.001563914,0.000116234,8.90E-06,1.96E-07,1,2649,Toledo,76.26,Stockton,10
womens,3/12/2017,0,1,0.167024585,0.008955458,0.001836991,2.61E-05,1.47E-06,1.59E-07,1,2210,Elon,77.86,Bridgeport,11
womens,3/12/2017,0,1,0.162229847,0.008216895,0.001120071,4.56E-05,1.22E-06,1.34E-07,1,2460,Northern Iowa,77.1,Oklahoma City,10
womens,3/12/2017,0,1,0.053373681,0.010823154,0.000220719,2.61E-05,6.47E-07,6.71E-08,1,236,Chattanooga,76.21,Oklahoma City,13
womens,3/12/2017,0,1,0.057028937,0.006714846,0.000209958,2.47E-05,1.87E-06,3.36E-08,1,2057,Belmont,73.32,Lexington,13
womens,3/12/2017,0,1,0.154950897,0.007939328,5.68E-05,7.63E-06,3.26E-07,2.78E-08,1,219,Pennsylvania,75.79,Bridgeport,12
womens,3/12/2017,0,1,0.0158188,0.005249611,0.000466528,2.79E-05,1.09E-06,1.19E-08,1,299,Long Beach State,71.27,Stockton,15
womens,3/12/2017,0,1,0.014418411,0.002410132,0.000152082,7.61E-06,4.12E-07,6.33E-09,1,2710,Western Illinois,71.83,Stockton,14
womens,3/12/2017,0,1,0.015865128,0.002421838,0.000309982,2.56E-06,7.10E-08,4.10E-09,1,2083,Bucknell,72.37,Bridgeport,14
womens,3/12/2017,0,1,0.000934143,0.000142667,2.51E-05,2.36E-06,6.57E-08,3.82E-09,1,399,Albany (NY),72.03,Bridgeport,16
womens,3/12/2017,0,1,0.026614254,0.002858016,0.000139664,3.27E-06,1.97E-07,2.79E-09,1,166,New Mexico State,70.78,Lexington,15
womens,3/12/2017,0,1,0.028849643,0.00672365,1.70E-05,1.02E-06,3.31E-08,2.21E-09,1,68,Boise State,73.12,Bridgeport,13
womens,3/12/2017,0,1,0.014329808,0.002073023,0.000119568,1.96E-06,2.37E-08,1.34E-09,1,2653,Troy,70.54,Oklahoma City,15
